ticker,annouced,div_total,div_per_share
2111,20120703,1659.261969,0.054
2111,20130703,2335.257586,0.076
2111,20140618,2335.257586,0.076
2111,20150603,2335.257586,0.076
2111,20160513,4333.082124,0.12
2111,20170707,5727.41256,0.15
2111,20180622,4581.930048,0.12
2111,20190627,13363.98047,0.355772
2111,20200604,10126.85177,0.27
2112,NaN,NaN,0
2112,NaN,NaN,0
2112,NaN,NaN,0
2112,NaN,NaN,0
2112,NaN,NaN,0
2112,NaN,NaN,0
2112,20070530,504,0.063
2112,20080705,504,0.063
2112,20090506,216,0.027
2112,20100621,403.2,0.036
2112,20110617,403.2,0.036
2112,20130606,212.8,0.019
2112,20140704,191.52,0.0095
2112,20150625,191.52,0.0095
2112,20160622,201.6,0.01
2113,NaN,NaN,0
2113,NaN,NaN,0
2113,NaN,NaN,0
2113,NaN,NaN,0
2113,NaN,NaN,0
2113,NaN,NaN,0
2113,20080802,66.6,0.009
2113,20160826,0,0
2113,20180510,0,0
2114,NaN,NaN,0
2114,NaN,NaN,0
2114,NaN,NaN,0
2114,NaN,NaN,0
2114,NaN,NaN,0
2114,NaN,NaN,0
2114,20080423,3217.41,0.315
2115,NaN,NaN,0
2115,NaN,NaN,0
2115,NaN,NaN,0
2115,NaN,NaN,0
2115,20070518,1440,0.18
2115,20080421,1440,0.18
2115,20090410,1620,0.135
2115,20100531,1810.35,0.135
2115,20110422,2896.56,0.135
2115,20120514,3080.16,0.135
2115,20130528,3251.28,0.095
2115,20160507,4106.88,0.1
2115,20170512,4162.59,0.1
2115,20180531,2769.62899,0.05
2115,20190625,5535.59398,0.1
2115,20200619,3595.950395,0.05
2116,NaN,0,0
2116,NaN,NaN,0
2116,NaN,NaN,0
2116,NaN,NaN,0
2116,20070620,1641.6,0.144
2116,20080617,2154.6,0.189
2116,20090421,2667.6,0.234
2116,20100619,3078,0.27
2116,20110622,3283.2,0.288
2116,20120615,3591,0.315
2116,20130620,4483.62,0.2185
2116,20140620,5160.781805,0.249523
2116,20150605,5434.723368,0.175
2116,20160725,12441.6357,0.3
2116,20170623,8352.57876,0.2
2116,20180608,9187.836636,0.22
2116,20190621,10440.72345,0.25
2116,20200620,2802.290174,0.0671
2117,NaN,NaN,0
2117,NaN,NaN,0
2117,NaN,NaN,0
2117,20070525,2673,0.243
2117,20080414,2673,0.243
2117,20090514,2673,0.243
2117,20100302,2970,0.27
2117,20110520,2234.235096,0.18
2117,20120417,4550.910192,0.36
2117,20130327,4802.218536,0.19
2117,20140329,5762.320228,0.19
2117,20150414,10368.4828,0.285
2117,20160421,10913.32842,0.3
2117,20170524,10913.32842,0.3
2117,20180414,14551.10456,0.4
2117,20190524,25464.43298,0.7
2117,20200515,21826.65684,0.4
2117,20210422,21826.65684,0.4
2118,NaN,NaN,0
2118,NaN,NaN,0
2118,NaN,NaN,0
2118,NaN,NaN,0
2118,NaN,NaN,0
2118,NaN,NaN,0
2118,20070511,1215.414,0.18
2118,20080311,0,0
2118,20090526,546.9363,0.045
2118,20100312,8.507898,0.0007
2118,20110517,0,0
2118,20150314,1851.898889,0.0361
2118,20161014,0,0
2119,NaN,0,0
2119,NaN,NaN,0
2119,NaN,NaN,0
2119,NaN,NaN,0
2119,20080530,1.942,0.0002
2119,20100514,873.9,0.045
2119,20110702,873.9,0.045
2119,20130530,489.725,0.02375
2119,20140416,489.725,0.02375
2119,20170526,2062,0.1
2119,20180613,2062,0.1
2119,20190515,721.7,0.025
2119,20200605,938.21,0.025
2120,NaN,0,0
2120,NaN,NaN,0
2120,NaN,NaN,0
2120,NaN,NaN,0
2120,20070515,1836,0.27
2120,20080520,0,0
2120,20090515,1082.016,0.072
2120,20100521,676.26,0.045
2120,20120524,676.26,0.045
2120,20130530,1427.66,0.095
2120,20140430,428.298,0.0285
2120,20150429,1427.66,0.095
2120,20160430,901.68,0.06
2120,20170629,11859.69187,0.116899
2120,20180808,31356.76687,0.238
2120,20190605,81527.59382,0.476
2120,20200606,53301.54741,0.239
2121,NaN,NaN,0
2121,NaN,NaN,0
2121,NaN,NaN,0
2121,NaN,NaN,0
2121,NaN,NaN,0
2121,NaN,NaN,0
2121,20070822,0,0
2121,20080329,2160,0.18
2121,20090520,480,0.04
2121,20100331,1080,0.045
2121,20110507,1190.07,0.045
2121,20120628,714.042,0.018
2121,20130608,1507.422,0.038
2121,20140523,942.134336,0.023504
2121,20150711,1356.86505,0.0285
2121,20160608,2383.7545,0.05
2121,20170707,3518.779433,0.025
2121,20180516,4929.13001,0.035
2122,NaN,NaN,0
2122,NaN,NaN,0
2122,NaN,NaN,0
2122,NaN,NaN,0
2122,NaN,NaN,0
2122,NaN,NaN,0
2122,20080429,2448,0.18
2122,20090325,2673,0.09
2122,20100417,2673,0.045
2122,20110427,10692,0.09
2122,20120602,10692,0.09
2122,20130530,11286,0.095
2122,20140705,1128.6,0.0095
2122,20150613,2257.2,0.019
2122,20160511,5940,0.05
2123,NaN,NaN,0
2123,NaN,NaN,0
2123,NaN,NaN,0
2123,NaN,NaN,0
2123,NaN,NaN,0
2123,NaN,NaN,0
2123,20080508,32,0.005
2123,20090403,2304,0.18
2123,20100412,0,0
2123,20110423,0,0
2123,20140509,957.6,0.019
2123,20170706,10339.1403,0.12
2124,NaN,NaN,0
2124,NaN,NaN,0
2124,NaN,0,0
2124,NaN,NaN,0
2124,NaN,NaN,0
2124,NaN,NaN,0
2124,20080508,1233,0.18
2124,20090414,1849.5,0.135
2124,20100423,2466,0.18
2124,20110527,1849.5,0.09
2124,20120421,1849.5,0.09
2124,20130423,1952.25,0.095
2124,20140418,1952.25,0.095
2124,20150720,1978.937043,0.094863
2124,20160510,5787.99882,0.2
2124,20170523,9663.567488,0.125
2124,20180525,7730.85399,0.1
2125,NaN,NaN,0
2125,NaN,NaN,0
2125,NaN,0,0
2125,NaN,NaN,0
2125,NaN,NaN,0
2125,20120612,313.043886,0.036
2125,20161026,0,0
2125,20190410,2073.59991,0.06
2126,NaN,NaN,0
2126,NaN,0,0
2126,NaN,NaN,0
2126,NaN,NaN,0
2126,20080623,612,0.0612
2126,20090627,1080,0.108
2126,20100622,450,0.045
2126,20110505,720,0.072
2126,20120605,715.5,0.045
2126,20130620,930.7815,0.0285
2126,20140523,1089.0705,0.03325
2126,20150611,1712.565,0.0475
2126,20160608,2163.24,0.06
2126,20170510,2740.104,0.038
2126,20180515,3204.326656,0.04
2126,20190611,3973.94452,0.05
2126,20200617,6279.23252,0.08
2127,NaN,0,0
2127,NaN,NaN,0
2127,NaN,NaN,0
2127,NaN,NaN,0
2127,NaN,NaN,0
2127,20080510,489.5415,0.045
2127,20090613,1370.7162,0.09
2127,20100427,822.42972,0.045
2127,20110803,1674.220883,0.045
2127,20120629,803.6260236,0.018
2127,20160514,0,0
2127,20180521,10146.79767,0.062
2127,20200601,30230.1271,0.124
2128,NaN,NaN,0
2128,NaN,NaN,0
2128,NaN,0,0
2128,NaN,NaN,0
2128,20080419,18840.5136,0.288
2128,20081204,22961.87595,0.27
2128,20090511,15307.9173,0.18
2128,20100513,27639.29513,0.25
2128,20110519,59700.87747,0.45
2128,20120704,59700.87747,0.45
2128,20130522,25207.03715,0.19
2128,20140513,12603.51858,0.095
2128,20150605,15526.59549,0.095
2128,20160608,16343.78473,0.1
2128,20170609,49031.35419,0.3
2128,20180608,49031.35419,0.3
2128,20191018,76862.93972,0.4
2128,20200618,76862.93972,0.4
2129,NaN,NaN,0
2129,NaN,NaN,0
2129,NaN,0,0
2129,NaN,NaN,0
2129,20080619,2047.197541,0.053
2129,20090602,1303.639942,0.027
2129,20110527,337.9807256,0.007
2129,20121009,782.183965,0.0108
2129,20150422,991.5668871,0.0095
2129,20160629,5288.472932,0.02
2129,20170720,7932.709398,0.03
2129,20180616,5288.472932,0.02
2129,20190718,8355.469419,0.03
2129,20200622,8355.469419,0.03
2130,NaN,NaN,0
2130,NaN,NaN,0
2130,NaN,NaN,0
2130,NaN,NaN,0
2130,20080426,978.3,0.18
2130,20090525,978.3,0.09
2130,20100601,1467.45,0.09
2130,20110408,1100.5875,0.045
2130,20120525,1320.549053,0.045
2130,20130520,2090.869331,0.0475
2130,20140327,1626.429299,0.0285
2130,20150331,2704.796761,0.0475
2130,20160511,6263.267978,0.11
2130,20170506,1878.688593,0.03
2130,20180531,2524.638124,0.02
2130,20200515,2517.966124,0.02
2130,20210312,3776.781186,0.03
2131,NaN,NaN,0
2131,NaN,NaN,0
2131,NaN,NaN,0
2131,NaN,NaN,0
2131,NaN,0,0
2131,20080419,188.2,0.025
2131,20090515,4065.12,0.27
2131,20100518,0,0
2131,20130529,904.2019526,0.0285
2131,20140410,1770.495957,0.0475
2131,20150409,1859.266138,0.0475
2131,20150814,0,0
2131,20160512,4528.282947,0.03
2131,20170606,5928.061123,0.037
2131,20171208,0,0
2131,20180531,6146.650259,0.011
2131,20200530,4052.882523,0.006
2132,NaN,NaN,0
2132,NaN,NaN,0
2132,NaN,NaN,0
2132,NaN,NaN,0
2132,NaN,NaN,0
2132,20080512,40.7695,0.0025
2132,20090514,2201.553,0.09
2132,20100408,2201.553,0.09
2132,20110330,2429.4141,0.09
2132,20131017,2564.38155,0.0475
2132,20150923,3531.81416,0.05
2132,20160512,7063.62832,0.1
2132,20170620,6283.827382,0.050008
2132,20191112,6084.68303,0.05
2132,20200604,6084.68303,0.05
2133,NaN,NaN,0
2133,NaN,0,0
2133,NaN,NaN,0
2133,NaN,NaN,0
2133,20080516,3864.15,0.155
2133,20090516,3589.92,0.072
2133,20100318,4936.14,0.099
2133,20110518,6731.1,0.135
2133,20120530,4487.4,0.09
2133,20130626,4547.232,0.076
2133,20140416,4547.232,0.076
2133,20150701,5883.49573,0.076
2133,20160527,6193.1534,0.08
2133,20170505,6193.1534,0.08
2133,20180531,6193.1534,0.08
2133,20190529,6193.1534,0.08
2133,20200528,6193.1534,0.08
2134,NaN,NaN,0
2134,NaN,NaN,0
2134,NaN,NaN,0
2134,NaN,NaN,0
2134,NaN,NaN,0
2134,NaN,NaN,0
2134,20080523,167.1778428,0.0085
2135,NaN,NaN,0
2135,NaN,NaN,0
2135,NaN,NaN,0
2135,20080614,1080,0.054
2135,20090620,1080,0.054
2135,20100619,1440,0.072
2135,20110330,900,0.045
2135,20120428,93.575,0.0025
2135,20130420,1066.755,0.01425
2135,20140523,711.17,0.0095
2135,20150429,711.17,0.0095
2135,20160506,512.71932,0.006
2135,20170422,512.71932,0.006
2135,20180516,1241.28264,0.012
2135,20190430,1758.48374,0.017
2135,20200414,2792.88594,0.027
2135,20210423,2749.816766,0.027
2136,NaN,0,0
2136,NaN,NaN,0
2136,NaN,NaN,0
2136,NaN,NaN,0
2136,20110919,0,0
2136,20120419,1935.18,0.09
2136,20180526,2150.2,0.1
2136,20190530,2150.2,0.1
2136,20200423,1075.1,0.05
2137,NaN,NaN,0
2137,NaN,NaN,0
2137,NaN,NaN,0
2137,NaN,NaN,0
2137,NaN,NaN,0
2137,NaN,NaN,0
2137,20080506,3601.8,0.27
2137,20090415,1800.9,0.09
2137,20100918,2341.17,0.09
2137,20110408,0,0
2137,20120330,2247.5232,0.072
2137,20130425,593.0964,0.019
2138,NaN,NaN,0
2138,NaN,NaN,0
2138,NaN,NaN,0
2138,20070904,2538,0.27
2138,20090408,2538,0.27
2138,20100306,2749.5,0.225
2138,20100820,0,0
2138,20120504,2866.56975,0.135
2138,20130425,5972.313909,0.19
2138,20140910,7038.918733,0.19
2138,20150401,0,0
2138,20160328,14818.77628,0.2
2138,20170904,16332.30708,0.2
2138,20180428,16332.30708,0.2
2138,20190422,16079.29708,0.2
2138,20200415,15955.10908,0.2
2138,20210325,15955.10908,0.2
2139,NaN,NaN,0
2139,NaN,NaN,0
2139,20080425,180,0.036
2139,20080821,0,0
2139,20090402,1350,0.135
2139,20090825,0,0
2139,20100621,1890,0.135
2139,20120504,2688,0.16
2139,20130513,3112.2,0.1425
2139,20140521,2074.8,0.095
2139,20150423,2298.256796,0.095
2139,20160620,4522.800195,0.15
2139,20170418,6802.069785,0.15
2139,20180518,6798.60478,0.1
2139,20190522,10138.65174,0.100603
2139,20200526,5079.863045,0.05
2139,20210402,5656.552445,0.05
2140,NaN,NaN,0
2140,NaN,0,0
2140,NaN,NaN,0
2140,NaN,NaN,0
2140,20080522,1072.1984,0.16
2140,20090515,8202.31776,0.765
2140,20100510,1184.779232,0.085
2140,20110503,2927.101632,0.105
2140,20120609,4817.172967,0.108
2140,20130531,2118.664037,0.0475
2140,20140522,2118.664037,0.0475
2140,20150527,3813.595266,0.0855
2140,20160602,2230.17267,0.05
2140,20170714,2230.17267,0.05
2140,20190522,4460.34534,0.1
2140,20200604,5453.6644,0.1
2141,NaN,NaN,0
2141,NaN,NaN,0
2141,NaN,NaN,0
2141,NaN,NaN,0
2141,NaN,NaN,0
2141,NaN,NaN,0
2141,20080715,1096.2,0.135
2141,20090606,0,0
2141,20110602,181.888,0.016
2141,20140702,1727.936,0.095
2141,20161018,0,0
2141,20170629,226.9313038,0.002
2141,20180707,113.4656519,0.001
2142,NaN,NaN,0
2142,NaN,0,0
2142,NaN,NaN,0
2142,NaN,NaN,0
2142,20080523,45000,0.18
2142,20090521,45000,0.18
2142,20100505,45000,0.18
2142,20110603,51908.76952,0.18
2142,20120601,51908.76952,0.18
2142,20130705,68490.73756,0.2375
2142,20140705,109585.1801,0.38
2142,20150708,138930.1641,0.4275
2142,20160705,175490.7336,0.45
2142,20170705,136492.7928,0.35
2142,20180705,202789.5967,0.4
2142,20190702,214858.9238,0.4
2142,20200701,300400.8143,0.5
2143,NaN,NaN,0
2143,NaN,NaN,0
2143,NaN,NaN,0
2143,NaN,NaN,0
2143,20080521,963,0.09
2143,20120612,1444.5,0.09
2143,20150618,5254.195234,0.0475
2143,20160721,7743.024555,0.07
2143,20170712,9955.317285,0.09
2144,NaN,0,0
2144,NaN,NaN,0
2144,NaN,NaN,0
2144,NaN,NaN,0
2144,20080423,966.0492,0.09
2144,20090511,966.0492,0.09
2144,20110615,2043.0738,0.135
2144,20120522,2724.0984,0.18
2144,20130522,2518.866024,0.1425
2144,20140517,3358.488032,0.19
2144,20150618,3358.488032,0.19
2144,20160707,1767.62528,0.1
2144,20170715,1767.62528,0.1
2144,20180704,2651.43792,0.15
2144,20190604,1767.62528,0.1
2144,20200617,1767.62528,0.1
2145,NaN,NaN,0
2145,NaN,0,0
2145,NaN,NaN,0
2145,NaN,NaN,0
2145,20160429,0,0
2145,20180505,3182.491152,0.02
2145,20190507,3169.233152,0.02
2145,20200514,2946.20284,0.02
2146,NaN,0,0
2146,NaN,NaN,0
2146,NaN,NaN,0
2146,NaN,NaN,0
2146,20080412,1600,0.04
2146,20090604,7200,0.09
2146,20100518,6272,0.07
2146,20110525,10035.2,0.07
2146,20120601,20127.744,0.108
2146,20130524,26804.67323,0.1425
2146,20140529,35961.85157,0.19
2146,20150603,31939.16102,0.1675
2146,20160617,108704.0963,0.25
2146,20170623,173926.554,0.4
2146,20180627,182622.8817,0.42
2146,20190705,195667.3733,0.45
2146,20200711,208711.8648,0.48
2147,NaN,NaN,0
2147,NaN,NaN,0
2147,NaN,NaN,0
2147,NaN,NaN,0
2147,NaN,NaN,0
2147,NaN,NaN,0
2147,20080424,2284.2,0.243
2147,20090430,3384,0.18
2147,20100416,1015.2,0.045
2147,20110420,3490.044435,0.135
2147,20120505,3490.044435,0.135
2147,20130401,2455.957195,0.095
2147,20170912,70310.63135,0.5
2148,NaN,NaN,0
2148,NaN,NaN,0
2148,NaN,NaN,0
2148,NaN,0,0
2148,20080507,907.2,0.18
2148,20090602,1360.8,0.18
2148,20100428,1360.8,0.18
2148,20110425,1156.68,0.153
2148,20120424,306.18,0.027
2148,20130508,1077.3,0.095
2148,20140329,1822.951742,0.1425
2148,20150513,243.0602322,0.0095
2148,20170505,2836.810636,0.11
2148,20180509,4538.809016,0.08
2148,20190605,1389.966825,0.025
2149,NaN,NaN,0
2149,NaN,0,0
2149,NaN,NaN,0
2149,NaN,NaN,0
2149,20090812,1571.67,0.135
2149,20110519,3143.34,0.18
2149,20130614,829.4925,0.0475
2149,20170525,0,0
2149,20180611,3828.728466,0.09
2149,20190613,4254.14274,0.1
2149,20200703,4254.14274,0.1
2150,NaN,NaN,0
2150,NaN,0,0
2150,NaN,NaN,0
2150,NaN,NaN,0
2150,20080603,1737.5,0.25
2150,20090603,1876.5,0.18
2150,20100611,1407.375,0.135
2150,20110527,2111.0625,0.135
2150,20120620,2251.8,0.09
2150,20130620,2376.9,0.095
2150,20140620,2376.9,0.095
2150,20150617,2376.9,0.095
2150,20160608,3753,0.15
2150,20170621,4113.658305,0.15
2150,20180620,4113.658305,0.15
2150,20190530,4113.658305,0.15
2150,20200608,5347.755795,0.15
2151,NaN,NaN,0
2151,NaN,NaN,0
2151,NaN,NaN,0
2151,NaN,NaN,0
2151,NaN,NaN,0
2151,20080429,1203.75,0.225
2151,20090508,818.55,0.09
2151,20090918,1227.825,0.135
2151,20100306,2046.375,0.225
2151,20110421,2714.850405,0.27
2151,20120615,1361.282553,0.09
2151,20130412,862.145615,0.0475
2151,20140515,2563.110929,0.10925
2151,20150702,2228.792112,0.095
2151,20160420,4405.64241,0.15
2151,20170605,2563.803375,0.05
2151,20180614,3592.681505,0.07
2151,20190521,3433.976224,0.07
2152,NaN,NaN,0
2152,NaN,NaN,0
2152,NaN,NaN,0
2152,NaN,0,0
2152,20080425,2566.06218,0.18
2152,20090508,5132.12436,0.18
2152,20100505,12317.09846,0.36
2152,20110504,5132.12436,0.15
2152,20120421,4003.056999,0.09
2152,20130514,17124.18826,0.275
2152,20140523,13450.27151,0.18
2152,20150522,51111.03172,0.57
2152,20160521,21590.09534,0.2
2152,20170623,16192.5715,0.1
2152,20180609,48577.7145,0.2
2152,20190612,28907.92741,0.12
2152,20200611,28907.92741,0.12
2153,NaN,0,0
2153,NaN,NaN,0
2153,NaN,NaN,0
2153,NaN,NaN,0
2153,20080322,2520,0.45
2153,20090427,3024,0.27
2153,20100517,6048,0.27
2153,20110415,2016,0.09
2153,20120508,8346.24,0.27
2153,20130601,2936.64,0.095
2153,20140609,3523.968,0.114
2153,20150509,3523.968,0.114
2153,20160505,4267.155012,0.12
2153,20170526,4267.155012,0.04
2153,20180525,10667.88753,0.1
2153,20190529,10669.02953,0.099931
2153,20200622,4282.9767,0.04
2154,NaN,NaN,0
2154,NaN,NaN,0
2154,NaN,NaN,0
2154,NaN,0,0
2154,NaN,NaN,0
2154,20080417,864,0.09
2154,20090521,3456,0.18
2154,20100528,3910.68,0.135
2154,20110521,5287.455432,0.18
2154,20120627,8016.506928,0.135
2154,20130709,9097.46476,0.152978
2154,20140703,2783.544508,0.0475
2154,20150423,2783.544508,0.0475
2154,20160706,1172.01874,0.01
2154,20170607,1172.069195,0.009385
2154,20180626,1263.285008,0.01
2154,20190612,12176.11874,0.1
2155,NaN,NaN,0
2155,NaN,NaN,0
2155,NaN,NaN,0
2155,NaN,NaN,0
2155,20080611,5278.5,0.135
2155,20090609,4926.6,0.09
2155,20100428,4926.6,0.09
2155,20110505,7389.9,0.135
2155,20120529,7389.9,0.135
2155,20130514,7280.42,0.095
2155,20140610,4732.273,0.0475
2155,20170525,6010.19737,0.05
2155,20190611,4808.157896,0.04
2155,20200617,3606.118422,0.03
2156,NaN,NaN,0
2156,NaN,NaN,0
2156,NaN,0,0
2156,NaN,NaN,0
2156,NaN,NaN,0
2156,20080522,2403,0.09
2156,20090516,0,0
2156,20100605,3123.9,0.09
2156,20110425,0,0
2156,20121011,877.320072,0.0135
2156,20130619,1234.746768,0.019
2156,20140522,1234.746768,0.019
2156,20151023,2244.531033,0.03
2156,20160525,2244.531033,0.03
2156,20190509,4384.077374,0.038
2157,NaN,NaN,0
2157,NaN,0,0
2157,NaN,NaN,0
2157,NaN,NaN,0
2157,20080514,0,0
2157,20080909,0,0
2157,20090623,1219.807917,0.054
2157,20110516,0,0
2157,20120530,3879.509112,0.09
2157,20130528,2047.518698,0.0475
2157,20140619,1638.014958,0.038
2157,20150627,1133.058479,0.019
2157,20160702,6716.904937,0.10003
2157,20160902,0,0
2157,20170511,11453.78587,0.05
2157,20180630,11668.41387,0.05
2157,20190517,9487.346956,0.04
2157,20200516,17523.00201,0.07
2158,NaN,NaN,0
2158,NaN,0,0
2158,NaN,NaN,0
2158,NaN,NaN,0
2158,20080611,3792.6,0.252
2158,20090609,3386.25,0.225
2158,20100601,3555.5625,0.225
2158,20110601,4906.67625,0.27
2158,20120519,7850.682,0.36
2158,20130524,5179.269375,0.2375
2158,20140524,7976.074838,0.3325
2158,20150428,10027.06551,0.38
2158,20160429,5893.12358,0.2
2158,20170601,11668.38468,0.22
2158,20180530,11668.38468,0.22
2158,20190626,8029.02783,0.15
2158,20200527,13375.71955,0.25
2159,NaN,NaN,0
2159,NaN,NaN,0
2159,NaN,NaN,0
2159,NaN,NaN,0
2159,NaN,NaN,0
2159,NaN,NaN,0
2159,20080510,0,0
2159,20100429,540,0.045
2159,20110610,540,0.045
2159,20130603,684,0.057
2159,20140411,570,0.0475
2160,NaN,NaN,0
2160,NaN,NaN,0
2160,NaN,NaN,0
2160,NaN,NaN,0
2160,NaN,NaN,0
2160,NaN,NaN,0
2160,20080520,1836,0.108
2160,20090620,520.2,0.0306
2160,20100511,612,0.036
2160,20110412,102,0.006
2160,20120511,306,0.009
2160,20160622,1448.899882,0.02
2160,20170705,7242.69941,0.1
2160,20180706,7242.69941,0.1
2161,NaN,NaN,0
2161,NaN,NaN,0
2161,NaN,NaN,0
2161,NaN,NaN,0
2161,NaN,NaN,0
2161,NaN,NaN,0
2161,20080414,2889,0.45
2161,20090618,642,0.05
2161,20100513,462.24,0.018
2161,20110315,38.52,0.0015
2161,20120414,3328.9083,0.09
2161,20130708,3513.84765,0.0475
2161,20140611,421.661718,0.0057
2161,20150703,491.938671,0.00665
2161,20160525,517.83018,0.007
2161,20170628,739.7574,0.01
2162,NaN,NaN,0
2162,NaN,NaN,0
2162,NaN,NaN,0
2162,NaN,NaN,0
2162,NaN,NaN,0
2162,NaN,NaN,0
2162,20080610,3420,0.09
2162,20090616,1026,0.027
2162,20100521,1710,0.045
2162,20110519,1881,0.045
2162,20150401,0,0
2162,20160518,0,0
2163,NaN,NaN,0
2163,NaN,NaN,0
2163,NaN,NaN,0
2163,NaN,NaN,0
2163,NaN,NaN,0
2163,NaN,NaN,0
2163,NaN,0,0
2163,20080410,1224,0.09
2163,20090512,1836,0.09
2163,20100514,2410.65,0.09
2163,20110505,3615.975,0.09
2163,20120525,3615.975,0.045
2164,NaN,NaN,0
2164,NaN,NaN,0
2164,NaN,NaN,0
2164,NaN,NaN,0
2164,NaN,NaN,0
2164,NaN,NaN,0
2164,20080522,1620,0.135
2164,20090603,1620,0.09
2164,20100423,1620,0.09
2164,20110510,4010.625,0.18
2164,20120704,1203.1875,0.027
2164,20150407,4233.4375,0.095
2164,20180620,3496.73641,0.05
2165,NaN,NaN,0
2165,NaN,NaN,0
2165,NaN,NaN,0
2165,NaN,NaN,0
2165,20080326,2025,0.27
2165,20090401,3037.5,0.27
2165,20100401,1417.5,0.09
2165,20120613,1877.615908,0.07
2165,20130703,4134.196229,0.076
2165,20140623,3099.858116,0.057255
2165,20150707,4114.720407,0.076301
2165,20170621,4816.46488,0.08
2165,20180622,3612.34866,0.06
2165,20190601,2408.23244,0.04
2165,20200513,2408.23244,0.04
2166,NaN,0,0
2166,NaN,NaN,0
2166,NaN,NaN,0
2166,NaN,NaN,0
2166,20100507,45.336816,0.007
2166,20151014,728.80227,0.05
2166,20160420,2186.40681,0.05
2166,20180606,2186.40681,0.05
2166,20190613,2826.0737,0.05
2166,20200616,2826.0737,0.05
2167,NaN,NaN,0
2167,NaN,NaN,0
2167,NaN,NaN,0
2167,NaN,NaN,0
2167,NaN,NaN,0
2167,NaN,NaN,0
2167,20080705,225,0.045
2167,20090911,622.08,0.09
2167,20100303,0,0
2167,20120529,1862.838,0.09
2167,20150617,0,0
2168,NaN,NaN,0
2168,NaN,NaN,0
2168,NaN,NaN,0
2168,NaN,NaN,0
2168,NaN,NaN,0
2168,NaN,NaN,0
2168,20080507,2253.2904,0.45
2168,20090324,2703.94848,0.27
2168,20100323,3204.67968,0.16
2168,20110322,0,0
2168,20120523,9.4638096,0.00015
2168,20130419,4315.497178,0.057
2169,NaN,NaN,0
2169,NaN,0,0
2169,NaN,NaN,0
2169,NaN,NaN,0
2169,20080516,48.356,0.007
2169,20090423,596.8512,0.072
2169,20110415,639.5337,0.036
2169,20140605,759.4462688,0.0285
2169,20150718,1012.595025,0.038
2169,20160423,3161.11382,0.1
2169,20170518,7090.127946,0.18
2169,20180705,4726.751964,0.06
2169,20190626,4618.988406,0.06
2169,20200709,2309.494203,0.03
2170,NaN,NaN,0
2170,NaN,0,0
2170,NaN,NaN,0
2170,NaN,0,0
2170,NaN,NaN,0
2170,NaN,NaN,0
2170,20080429,846,0.09
2170,20090429,406.08,0.024
2170,20110331,456.84,0.015
2170,20121113,3406.21344,0.072
2170,20130506,4494.3094,0.095
2170,20140513,4853.854152,0.057
2170,20160620,9644.585489,0.11
2170,20170606,3560.189988,0.04
2170,20200630,532.1175762,0.006
2171,NaN,0,0
2171,NaN,NaN,0
2171,NaN,NaN,0
2171,NaN,NaN,0
2171,20080602,244.53,0.018
2171,20100618,586.872,0.036
2171,20110223,2934.36,0.18
2171,20120518,586.872,0.018
2171,20140430,154.869,0.00475
2171,20150520,1891.466027,0.0475
2171,20160514,889.429984,0.02
2171,20170728,10692.08056,0.2
2171,20170920,0,0
2171,20180720,10692.11315,0.102015
2171,20200520,12908.56563,0.1
2172,NaN,NaN,0
2172,NaN,NaN,0
2172,NaN,NaN,0
2172,NaN,NaN,0
2172,NaN,NaN,0
2172,NaN,NaN,0
2172,20080411,2001,0.115
2172,20100415,0,0
2173,NaN,NaN,0
2173,NaN,NaN,0
2173,NaN,NaN,0
2173,NaN,NaN,0
2173,NaN,NaN,0
2173,NaN,NaN,0
2173,20090523,0,0
2173,20110429,0,0
2173,20121024,924.75,0.045
2173,20180614,4559.798602,0.100247
2174,NaN,NaN,0
2174,NaN,NaN,0
2174,NaN,NaN,0
2174,NaN,NaN,0
2174,NaN,NaN,0
2174,20080612,1492.918578,0.18
2174,20110610,373.2296445,0.045
2174,20130607,78.79292495,0.0095
2174,20150711,3955.059548,0.14345
2174,20160330,5167.89027,0.18
2174,20170705,6029.205315,0.07
2174,20180818,6663.523773,0.076642
2174,20200819,7984.142716,0.088
2175,NaN,NaN,0
2175,NaN,NaN,0
2175,NaN,NaN,0
2175,NaN,NaN,0
2175,NaN,NaN,0
2175,NaN,NaN,0
2175,NaN,0,0
2175,20080522,1024.779456,0.18
2175,20100618,768.584592,0.09
2175,20120529,845.4430512,0.099
2175,20140626,1119.083736,0.095
2175,20150617,0,0
2175,20160722,2899.14697,0.1
2176,NaN,NaN,0
2176,NaN,NaN,0
2176,NaN,NaN,0
2176,NaN,NaN,0
2176,NaN,NaN,0
2176,NaN,NaN,0
2176,20080522,915.0179175,0.135
2176,20080912,0,0
2176,20090605,292.8057336,0.027
2176,20100604,341.6066892,0.0315
2176,20110221,341.6066892,0.0315
2176,20120519,572.9773194,0.027
2176,20130629,483.8475142,0.0114
2176,20140505,645.1255143,0.015148
2176,20150513,497.0000126,0.0095
2176,20150921,523.157908,0.01
2176,20170621,2056.854957,0.014
2176,20180518,2938.364224,0.02
2177,NaN,0,0
2177,NaN,NaN,0
2177,NaN,NaN,0
2177,NaN,NaN,0
2177,NaN,NaN,0
2177,NaN,NaN,0
2177,20080408,3355.56,0.45
2177,20090525,0,0
2177,20110330,0,0
2177,20120328,1549.937025,0.045
2177,20130521,556.2551768,0.0095
