Date,Energy,Materials,Industrials,Consumer Discretionary,Consumer Staples,Health Care,Financials,Information Technology,Communication Services,Utilities,Real Estate
2000-04-03,5.972076113227535,15.186744028221552,9.595088208864688,30.42562975185204,13.755960558020956,18.233999953070796,12.39493159415623,26.43054825365876,23.30741456530556,32.32285580396103,0.0
2000-07-03,12.650682043613589,17.33044825700059,15.881554403940163,31.709607051267387,17.91683335658704,20.88085705124514,19.021739547059482,31.697534810932336,23.38768557488613,36.0695691249013,0.0
2000-10-09,5.420317065755524,9.949108948571908,16.40967407829944,12.85272096617356,11.326377747887177,11.834048560296141,7.309898246494186,17.834755605558787,6.068383640442204,21.091991210021227,0.0
2001-01-02,5.425082074719163,9.397957637002735,15.754784690801749,11.627576798683938,12.427475712095891,12.081862321717974,6.961061042640988,18.334092879353296,6.012361591264507,20.02914972403696,0.0
2001-04-02,32.44538789747268,19.164029920242143,21.200045827303434,24.34301697277474,16.56336819522514,23.726069940390612,11.871231179233614,20.18016932895241,11.548501065113589,36.010431622824306,0.0
2001-07-02,30.162634773936336,20.434655564498925,30.561175509753127,32.94518922059843,14.460223179391582,22.461408768521437,16.780666421395942,25.383566017031406,11.677337522838545,40.55381284412417,0.0
2001-10-08,9.211532494422421,10.222602168534491,13.819738745666223,25.92386155212157,12.25760168009682,12.876452455121935,7.874569511104039,11.983843606827303,5.200369371476978,23.358845572787274,0.0
2002-01-04,8.777562238180154,10.438293721350634,15.374683876415693,24.857092205527483,13.941703308293974,13.423601311076096,7.920184342105595,11.682205702497042,5.174167972731955,28.023415857687183,0.0
2002-04-01,10.028999917743214,16.16114760296882,17.41734270109527,30.352879303504437,18.14669539843825,19.668516663928944,13.24384575003318,14.82323500466905,7.223062536121481,39.109163655508524,0.0
2002-07-01,3.988471169053048,2.293789519196299,4.24395919387161,2.0351412576567904,4.7914672020861415,5.627082996780258,3.217285025793193,2.4148398881833923,0.7611425074885048,11.011284163858752,0.0
2002-10-08,6.361483958240638,6.611796170600818,16.178138877702878,5.112063472577979,9.583886149175047,12.726504136841022,6.326559343131701,5.878186744050163,0.0,25.402102578443472,0.0
2003-01-02,11.064607672375352,10.499884802913824,21.060251289339863,7.52899912646062,12.58318276792778,17.37062304506227,9.046844467160522,7.218941901841735,15.954639945441901,34.58328526192155,0.0
2003-04-01,16.746040874172856,15.06073118479112,29.34136190686845,7.375120206717904,14.89490751573628,21.39229032038165,16.73452897832543,8.564996407711169,16.1425776029887,41.21002703220347,0.0
2003-07-01,7.962381919995415,5.78330905479376,5.130327560098054,1.2819790152064465,6.088356582831371,7.028701032164873,4.284433840440559,2.377703361374638,11.644959693590081,11.352290738020777,0.0
2003-10-08,13.396503114924567,13.468837444578435,13.233597498227507,2.4665017294297473,9.586805023090353,13.826066580665241,9.247636184245989,5.589604563421919,22.70222813692519,24.518799757491934,0.0
2004-01-02,24.74636154158348,25.57146155297083,20.179317771758587,5.2890087172037505,13.410290803797306,17.764071501426205,12.616891106502333,6.619143248464474,35.57242895182211,36.87777869018545,0.0
2004-04-01,26.437704249699955,32.98080707991644,20.84235892618215,15.523825488022153,20.008506160476855,21.851927144256987,16.321286536663486,9.232705724615892,39.354288370068595,45.669374281317815,0.0
2004-07-01,10.53358741271683,13.122112414483826,6.104390466831166,0.6942892536046718,9.004038222032165,7.7006227343007545,5.131248456264595,3.4531431958647274,13.32351798226916,13.48786169420063,0.0
2004-10-08,19.25664682198788,25.519568586445708,10.707868416030013,1.531139605871935,11.456190996030424,13.580768802000305,10.480058318506781,6.027858579771835,25.735734469168175,27.40863056596965,0.0
2005-01-04,24.479731755307647,36.280516252189486,19.919287808233783,1.7799047112702528,14.952363178689351,17.704072101770198,14.516011155622746,5.87394247140807,36.334907143162106,41.9079565613672,0.0
2005-04-01,26.490332733916013,44.529285587041066,28.82972187708333,3.5322496257185656,18.760990834803604,20.28016301050843,22.693935601284462,5.983704974904473,39.97912478466564,51.88101501765684,0.0
2005-07-01,9.015781020403793,13.05030599161021,8.719676831362943,-1.6991234204365109,8.89220408248919,5.499183305176179,6.562090703457342,1.234488507648484,9.759023326524748,10.033206136739956,0.0
2005-10-10,22.619208916688635,27.701007074855667,18.93437618645952,-2.6306866224424303,12.06109704987913,11.350521987992444,15.662808628633613,2.6388428233375625,22.743412771672403,23.63188512698903,0.0
2006-01-04,36.86587606140734,39.9245519735557,30.287028788194775,-4.386004190000877,19.442158096409848,17.319198340126285,21.67982299240808,2.85035280890924,35.992417980961925,39.45744595975339,0.0
2006-04-03,41.1356565110175,43.802774372514406,41.0463276447156,-2.62673388689219,24.488487617601862,19.610519494497506,29.792442856233695,5.225219799537708,45.75052381550416,46.339637943865235,0.0
2006-07-03,9.811932800530725,9.898822906792805,11.059184375247003,-1.9952367196099507,12.085811849008428,7.202703840358835,10.049749870470263,1.0594079775493586,14.73554903756307,12.410710263836174,0.0
2006-10-09,18.226440404586683,29.248670531759966,26.39934173926238,-1.7970760528181307,19.908127977668688,15.68213285848363,24.689981623701783,2.9181625558052002,29.381909756264793,32.70438714340487,0.0
2007-01-04,40.03826282212346,48.363633619483316,41.97318160325368,4.215412586504594,22.210474142877136,20.530705030350987,30.776878281614014,5.438505205498416,42.87589108884726,52.782331380558055,0.0
2007-04-02,30.593414876766822,60.27293473874033,39.27738038208543,4.519631463344161,27.896960555194703,25.524340581810463,39.32695118693937,5.464376090120747,36.42481726794254,62.01408325585939,0.0
2007-07-02,29.06744679014061,23.06994904891629,8.505777175313945,5.564013508469758,12.78197657637863,13.403907688171572,15.030424665781718,3.3416136835757744,20.00716851645961,16.520436657993443,0.0
2007-10-08,52.78738795886101,49.089595721450316,26.79341133589758,15.627534424031541,18.771813163110536,35.18467881638971,33.64114488851125,5.1356454029392165,21.723770567897745,34.168269232392824,0.0
2008-01-02,66.12148294926988,73.58890324643173,42.01544250455834,23.386238411933327,25.978228477089278,55.484963883027056,48.02522691992092,7.8228522658865405,52.56661579513091,55.51726148534348,0.0
2008-04-01,80.54116401975453,85.37845755664586,52.49003646157547,40.49541388356256,41.146466912339214,59.32020940661281,70.62959137562687,4.116039364945213,86.7350015991592,64.34338428108589,0.0
2008-07-01,22.707629953539943,24.59632056285429,11.152040400806488,6.36971411480643,17.781840210306008,14.062393588330327,17.969147692549345,4.723977758650326,14.581103250124576,8.670006934743979,0.0
2008-10-06,48.99356134173106,43.6702550264347,31.393815832153045,17.862708001380213,29.424343067856668,29.8783826639586,38.927387387896,7.665841892162722,34.051807891353825,15.349369740817043,0.0
2009-01-05,83.7607500864261,61.00690199060849,40.63795347817942,31.393347512908843,43.77755315825677,41.78374683028769,55.08329752066848,10.135236753042507,50.4986216576098,14.894330927514611,0.0
2009-04-01,103.4961219138371,65.82814613706968,47.796216121868206,32.98570706074174,58.40105849496712,56.61670737002247,60.51915303057702,12.178018996321637,158.5393306604373,12.170745030643818,0.0
2009-07-01,17.300910462260788,6.903326123779603,8.673279993357434,7.987084128330072,22.482650025393305,34.46455704984906,17.956590665606893,1.6448028950867022,16.31278343452265,9.672833768459654,0.0
2009-10-09,50.259278801190106,15.613884561100093,25.154585454951153,22.584873406579824,39.754896597519476,48.8869326932936,48.275368666659844,4.583676707621387,28.725410631277505,28.29565720718894,0.0
2010-01-04,86.16744937176038,32.47658088578779,34.59212406379234,39.90091872196958,58.64293530620554,71.17131447571317,67.63654603339992,9.11661542922196,36.00457601256181,52.58887628345855,0.0
2010-04-01,86.88035010974022,43.6741681423821,45.48785840142519,39.0765042988813,67.5417348059997,75.25760013091464,89.65034050254992,12.419477770616652,30.92735601586139,57.45377260574333,0.0
2010-07-01,23.321965647437274,15.36820363571657,13.642083752402618,11.833750566523776,27.477958080647422,20.85471578845986,30.16539280994934,3.288288896095832,6.367447982065844,12.321905627424668,0.0
2010-10-08,47.16755800298125,28.170552450556258,31.968897310580346,32.555080252642774,49.26632434407323,40.65613241003056,54.31132230785303,10.088767149478608,11.40474404922666,28.747123567754294,0.0
2011-01-04,69.60918042739867,43.33277161560721,53.594821455296945,44.51500613429826,69.33171551452806,60.049856041510346,71.10982999532165,16.234454930627336,15.88876359020424,44.13915028694853,0.0
2011-04-01,83.03493795452752,58.43434176064087,79.45357868858332,62.337912920185,86.0236939699246,77.22457083386567,109.10853316735147,26.45672968753016,14.395564834152628,63.06181114586552,0.0
2011-07-01,18.49881728151765,19.99975210882756,23.539319030566638,22.680647880285672,32.80664487390578,24.40752357812788,29.677961109931633,4.246340498990265,3.81607439320116,11.971175922454,0.0
2011-10-10,48.664386038821945,48.81529751710429,51.645352267365496,50.79340849017679,62.93027896634073,47.83895072210976,63.24776583304032,12.645508570975494,13.99064316498705,34.093644636591335,0.0
2012-01-04,90.83281244449063,77.84364000144595,66.5978159052509,73.23795016540505,82.42534815161515,71.66968449297855,92.97428101950851,17.268176395268608,20.820259933103102,56.93875606429015,0.0
2012-04-05,102.03791590727103,80.78679689064452,81.73642588615913,86.30866006693287,88.96605499526372,87.42569619029122,137.69548140056736,24.420162578055642,18.48631223097676,86.221648978193,0.0
2012-07-02,25.763688619960078,15.828897944916063,18.912834988473982,25.251817893079494,41.30039271732142,24.62529748553473,31.77660630015036,4.002280067120335,5.183688875229346,8.8868202727243,0.0
2012-10-08,55.12024538148833,31.020486692311845,41.27417325474486,44.48367389149919,76.59000169741621,48.25689905386587,71.00490182453626,9.347958038159954,17.974603094438933,34.68107167629348,0.0
2013-01-04,70.80438259601088,40.36152105084457,56.70126169937531,60.86515994055089,121.68694373084689,68.26919747078529,104.26354210062317,12.137201629397769,24.936011199959804,63.596144558266474,0.0
2013-04-01,78.29815552487817,51.89117003385595,61.14888562740465,88.3462134879033,145.30556300855716,83.2419128523757,153.18144463091696,16.328422381605687,24.724562816075863,105.45907221765178,0.0
2013-07-01,19.463946128382357,11.556386054054743,10.801541770419501,21.12226115059401,41.87028723471636,24.189842172412927,36.56731500609496,4.013520436634717,10.388497829879805,32.99274164736513,0.0
2013-10-08,28.978125159646275,26.2977959505141,24.853539791845318,40.7758501130063,86.4056891532808,50.028243125240444,83.50873174451974,9.518070837798986,14.847538820172282,71.86624900244482,0.0
2014-01-02,44.269502215406895,41.89202131800256,37.664325065426794,75.94761578250217,126.97119646343828,80.11932496157709,123.24686574777554,16.225282211309576,26.39181675601846,120.71147095402806,0.0
2014-04-01,57.20687774586684,52.246270012591644,44.936768956830974,78.80949104742943,150.1134780632882,105.65765753702536,178.50933709114773,23.52943769400293,25.749193841470607,130.35784885330924,0.0
2014-07-01,2.6701681803867676,12.034490829098685,8.648329678126911,18.9917558373339,45.09575761473427,29.238246680402252,43.414289053642634,5.022885952107112,12.023743276744177,35.994882889493304,0.0
2014-10-08,1.0381622431953028,27.032782782379392,24.0525535423479,43.13564385209637,89.77981612265306,63.71739121374017,95.6051115892275,11.10613806437613,20.82815579123891,79.74057133577205,0.0
2015-01-05,9.29684310050599,42.77274687865581,44.048972774032926,77.8625228193949,123.08495976550932,94.64439874030876,141.03829918468898,16.185956418906706,37.1623363006981,127.42228757825133,0.0
2015-04-01,102.34876040688486,48.94868861553951,41.811751421941274,84.24582946069445,136.32527139228785,109.71658680102638,195.00025278777085,4.915765074839352,34.65810909601252,144.49942911132172,0.0
2015-07-01,6.7658697795162315,8.360564301551562,9.760648399785053,25.821875318241517,53.87194523096888,37.969369069910854,46.18390756328507,3.884059498435526,15.368007785991834,42.14904495372541,0.0
2015-10-08,26.303377483727726,21.25440633487704,17.9822041933016,58.77682152024491,90.72359776004046,73.60748674139913,103.62679150636262,3.914508082034496,35.89650404642358,88.49078673607451,0.0
2016-01-04,31.103689831478597,25.857362635557134,32.11135926763264,98.66745203082398,137.5685035396423,120.13793553071649,119.33786690138733,11.75971511115455,44.20666242027284,137.06525197402547,0.0
2016-04-01,33.85978099993431,31.155169000538574,37.54743550841813,116.58032482115019,158.8625616770576,128.9388014073487,173.6885011888395,16.79453686453011,42.860170836990434,141.29628775411703,0.0
2016-07-01,4.239443782647884,9.270491837391242,4.227614035856155,21.11781693427049,52.039961154173305,40.96846124632987,34.618293245443304,6.86975673933683,12.883421115836738,43.01523243850327,0.0
2016-10-10,13.125263652576225,26.32872613218632,12.181782249595253,60.35778224518256,90.5376947588388,83.35824304545893,84.89553786719338,16.49185102765993,24.336260878396583,86.6503938390065,0.0
2017-01-03,22.531087592273984,41.294525836080275,26.14899598736315,108.23520985470783,120.59833135034434,124.7355191360785,141.63059963396756,26.62501855291627,40.22966903786327,127.0377844121088,0.0
2017-04-05,36.3440788286851,47.226065588924925,39.413889800940275,129.11253951454245,118.33652949586336,141.35862658555487,245.52781324017104,37.790843396609276,49.204519952668136,128.77209260775066,202.79598893644456
2017-07-03,21.92668080588261,25.46473636092296,7.7663202442472805,37.44976097342052,47.330441520707154,41.9248603056173,74.33034563519527,6.3420997909464605,12.910833826799522,27.416684862779096,18.786435344879923
2017-10-09,45.69861330172076,59.931767136314086,23.502762835467315,111.45970081290152,79.58675866275011,82.57643214222769,147.51843226644283,21.456773609778306,28.72638403520919,51.39301629607762,77.42174643767581
2018-01-02,68.23241299696348,97.99239726791122,42.298653504216354,172.6966358830369,110.76207098764274,121.00369137208394,207.25950270947538,33.57719601579211,39.55305981455087,86.88314308697458,98.04606446750535
2018-04-02,80.83804574659081,125.33206663729868,54.19118652838312,182.19864475837085,140.2706700749457,125.93257029553237,259.47506183681406,41.967226541887115,36.027664115038924,89.1186222607309,200.9580826903495
2018-07-02,28.62200952650002,42.47234178817166,11.793346349307225,48.13082354236877,47.45340290795399,36.37927021007922,76.61044853499219,10.410031961423059,10.280849955206874,29.826317584889594,19.064255986232777
2018-10-08,58.0675426365356,91.72656207512733,31.79888647774828,109.65749033078254,79.54809464671376,72.69505461140251,156.09748599610833,16.608957283321608,27.147847398635665,56.36233106123167,85.29507799046097
2019-01-02,90.84740401866341,131.71004859600325,48.53652404706876,169.2235433125647,128.77234755318614,109.75298989652421,230.2934513824257,27.649565696226812,37.822516565122356,90.33959358963862,119.57264102365184
2019-04-01,101.05768901916989,133.13288406192464,55.214179245425434,181.88857151560694,178.14820112101566,122.99456658754926,249.2598703817228,33.82217741218716,40.59445451637718,95.44090650611845,244.15321094124732
2019-07-01,26.813443849691456,32.15958092303062,13.859185474982812,41.88635010337416,55.64224928077535,32.14632896915049,87.06455885738353,9.987238502735705,13.979498291769355,33.81229290446029,19.989818406692994
2019-10-08,55.540463903501355,64.92332349026013,31.359579896726967,95.20885709673138,84.91329877239495,57.01428508006032,162.5121583877163,21.726809135902034,21.582042398147017,63.48405841366733,101.85826850787835
2020-01-02,75.49643291289621,91.06269566306328,44.43024796665451,147.46712810259623,125.51716966445204,83.27171519331432,232.9865069924607,35.734122093374324,29.6370832484718,101.92236890285633,133.48936757887816
2020-04-01,96.65049484935706,113.86778855396408,51.91800070102113,163.7729724482551,139.51578428775434,105.11929620484194,273.07889252595743,37.11854489024738,27.32810584078683,105.70688122419189,264.6871339289682
2020-07-01,5.4286333256054515,15.392650598596932,-33.20615134552964,12.101365560720668,57.702380248431204,27.29328660295836,73.48250884574493,5.866749382234232,-158.3770510576894,14.654588000530241,16.901893074605837
2020-10-09,24.669457571051378,42.81867914927821,32.64887592649352,71.63772355708447,97.77592520819968,65.44286173040246,123.33200522042686,20.899950754004497,25.4988068512744,59.6839087720761,98.74102502309181
