Date,CI005001.WI,CI005002.WI,CI005003.WI,CI005004.WI,CI005005.WI,CI005006.WI,CI005007.WI,CI005008.WI,CI005009.WI,CI005010.WI,CI005011.WI,CI005012.WI,CI005013.WI,CI005014.WI,CI005015.WI,CI005016.WI,CI005017.WI,CI005018.WI,CI005019.WI,CI005020.WI,CI005021.WI,CI005022.WI,CI005023.WI,CI005024.WI,CI005025.WI,CI005026.WI,CI005027.WI,CI005028.WI,CI005029.WI,CI005030.WI
2015-05-26,3823.4655,2590.7876,7769.6579,5188.9366,3110.4862,7448.6243,7818.3951,8105.7602,6282.4718,12113.4052,10883.0601,16324.0444,9847.2706,10171.1292,10698.3388,11154.3432,7273.0199,14161.5744,10571.0150,8302.9986,6602.0428,13146.9871,10090.4725,3716.7651,7438.7554,7907.8919,12963.4939,10602.6441,8553.5630,
2015-05-27,3887.4529,2684.1425,7962.6613,5319.4990,3185.7127,7586.6096,7734.9005,8367.9516,6378.4486,12399.0392,10983.8865,16377.3189,9972.1320,10237.5471,11016.0192,11082.2480,7316.6273,14286.3140,10559.4723,8554.3138,6534.6651,13016.7788,10111.4076,3741.2853,7553.5029,7948.5786,13180.0710,10527.1461,8716.6453,
2015-05-28,3551.9556,2459.8239,7445.2845,4952.3012,2957.9259,7154.8489,7151.5775,7865.6676,5968.4985,11630.6566,10206.0633,14971.4073,9350.2030,9387.9444,10394.2561,10467.0762,6807.0163,13356.8675,10057.6479,7950.7977,6173.3961,11914.5273,9412.5249,3483.9038,7189.6615,7523.3894,12396.5781,9764.4403,8141.6554,
2015-05-29,3520.5936,2449.4577,7488.9025,4949.2013,2966.9081,7294.4173,7081.4504,7984.4519,6017.8983,11749.9893,10305.4002,15375.7972,9432.8509,9322.6675,10489.1611,10700.8897,6863.3077,13641.3697,10026.7573,8016.3621,6163.8798,11818.1976,9461.4894,3452.7245,7305.7650,7633.4970,12935.1139,9923.8813,8171.6158,
2015-06-01,3694.7084,2677.2099,7914.0619,5267.9769,3132.0697,7701.1373,7461.4623,8395.6342,6314.8844,12343.7948,10925.7370,16167.1431,9934.3152,9854.7536,11115.2438,11245.5529,7258.7413,14493.3215,10472.0514,8458.2672,6453.1821,12378.6183,9928.5784,3665.7921,7767.2281,8050.2558,13657.5304,10493.1861,8662.1996,
2015-06-02,3778.8738,2725.6201,8120.3280,5466.0487,3222.8921,8035.5892,7738.2086,8700.7544,6651.1932,12880.6192,11366.2539,16641.9490,10335.7860,10334.2661,11561.3046,11448.1006,7623.3612,15044.8855,10644.1537,8889.8853,6464.4622,12340.9680,10248.4063,3772.6313,8085.0402,8358.6906,14337.5819,11147.5960,9130.9225,
2015-06-03,3776.7616,2712.3803,8111.3380,5415.9687,3200.5851,8066.3077,7863.9677,8664.3941,6671.5934,12950.4851,11451.0359,16122.1584,10412.4752,10371.8645,11736.3730,11622.3033,7713.5103,15038.4068,10589.1255,8923.4609,6516.5270,12274.6579,10383.4709,3762.7648,8032.2396,8432.4023,14537.1954,11399.2625,9162.7539,
2015-06-04,3815.4764,2892.0059,8242.0627,5446.0618,3224.1862,8037.6511,7743.7006,8582.7746,6571.1377,12779.5008,11499.4529,15931.3222,10361.6190,10246.9728,11746.9795,11549.7398,7732.0270,14865.7396,10487.1526,8816.2644,6813.7489,12566.4179,10399.1069,3741.9638,7928.0315,8428.2364,14231.4435,11280.1506,9204.2970,
2015-06-05,3928.4348,2920.2360,8615.7749,5597.3076,3350.6830,8174.0401,8136.6182,8848.7281,6691.4881,12955.9222,11689.6278,16270.5141,10510.8783,10420.1573,11886.5640,11688.0601,7879.8129,14984.9167,10611.6454,9026.1007,6756.8598,12500.7616,10790.9590,3859.6713,8005.8872,8465.1697,14053.6116,11115.4468,9453.7094,
2015-06-08,4024.3728,2959.9148,8550.0206,5606.6557,3373.2170,8031.8880,8062.6769,8749.9231,6567.4537,12868.2529,11480.8001,15776.6650,10482.3389,10524.8796,11725.2320,11591.5681,7730.0752,14781.6854,10809.2729,9007.1194,7246.3437,13161.8019,10866.8853,4013.6724,7762.1950,8238.8356,13277.8921,10754.0237,9385.1738,
2015-06-09,4035.8387,3094.2814,8591.1042,5674.8660,3408.8286,8054.4746,7819.4949,8805.6212,6535.8440,12742.2510,11593.8827,16042.8464,10440.2374,10604.2439,11620.2466,11617.4205,7645.9923,14681.9548,10821.3232,8928.5944,7184.1375,12834.9957,10749.4336,3995.7753,7806.3427,8244.7673,13293.1700,10824.0465,9474.2889,
2015-06-10,4065.7074,3021.6082,8580.8069,5650.2577,3424.9553,8270.0485,7848.9605,8914.3698,6801.2895,12692.0279,11640.2451,16036.7502,10551.2187,10884.0501,12034.3099,11856.2789,7815.2713,15083.4445,10998.1033,9155.1896,7084.3902,12697.5339,11005.2492,4037.7178,8066.9898,8424.4175,13846.6278,11357.5551,9685.3640,
2015-06-11,4078.5908,2987.3514,8682.7514,5695.5270,3505.3569,8458.4227,7910.5540,9135.3588,7008.4955,12849.6525,11697.9231,16296.3177,10667.5371,11214.0104,12335.5841,11877.1683,8042.0041,15469.2513,11189.9574,9357.8002,6990.9498,12644.5787,11170.4232,4092.8676,8205.7907,8538.1482,14073.6578,11346.7054,9966.4290,
2015-06-12,4142.4877,3050.1136,8696.0591,5811.2446,3561.2702,8639.6465,7916.4952,9252.7694,7208.5509,12970.0345,11915.6163,16407.0825,10944.4950,11257.1459,12382.1444,12024.1252,8327.6801,15634.1390,11481.9112,9542.3980,7043.1396,12646.1548,11347.2207,4150.3481,8311.9565,8670.6607,14168.3346,11630.6205,10095.4107,
2015-06-15,4032.7554,2994.6577,8566.6309,5730.7672,3620.5835,8462.1624,7763.3551,9173.8032,7123.2921,12596.1499,11738.6354,16202.0740,10843.3853,11009.0964,12032.8240,11901.6307,8222.9346,15182.7114,11346.9035,9321.1175,6808.7873,12316.8944,11229.8395,4196.7031,8072.9362,8517.3314,13345.3839,11011.6194,9918.9396,
2015-06-16,3871.7594,2912.4857,8110.1864,5439.6206,3426.3387,8108.5529,7280.7050,8786.7686,6901.5649,11920.3077,11117.6095,15056.9375,10422.1329,10711.0589,11597.0221,11546.0911,7942.8034,14676.1553,10925.1054,8865.4316,6715.7135,12158.1680,10877.5678,4007.3423,7710.3913,8149.5208,12599.9215,10499.8359,9473.9732,
2015-06-17,3977.2232,3009.4406,8342.7059,5697.9544,3508.4276,8260.3673,7499.8805,8943.4118,7028.5262,12166.5721,11344.7702,15201.1753,10541.7526,10814.6665,11846.1599,11620.8411,8085.8288,14883.4895,11033.3672,9154.3853,6768.8564,12219.1254,11010.1416,4065.4592,7882.7833,8251.4236,13281.1323,10956.9283,9623.9070,
2015-06-18,3865.7392,2897.8069,8034.7587,5489.8721,3444.1506,7955.0808,7146.6997,8601.0988,6778.4108,11566.1336,10850.6610,14517.7179,10233.5231,10395.0090,11299.5964,11230.2993,7859.1405,14238.0898,10587.1576,8899.4830,6467.3372,11612.1946,10770.6365,4043.8786,7542.2737,7833.9075,12456.1617,10213.5283,9312.8141,
2015-06-19,3611.5158,2653.0013,7431.1853,5062.3006,3159.3913,7308.3936,6512.5502,7882.8660,6236.5869,10711.3209,9987.6425,13891.2165,9454.3532,9586.2852,10438.0889,10493.8444,7259.2157,13298.2860,9884.3760,8202.1013,6163.4800,11005.2376,9951.8974,3690.6628,7054.5433,7187.7901,11683.3970,9533.4417,8571.7539,
2015-06-23,3663.0391,2726.9382,7489.4549,5155.5394,3200.8327,7337.0049,6619.3873,7914.0483,6135.6341,10901.7333,10063.2590,14955.2692,9519.4051,9700.3257,10524.7430,10864.8191,7123.7316,13540.8631,10267.0291,8292.3193,6378.6663,11476.5030,9939.5652,3772.1486,7174.6273,7263.2299,11669.5026,9610.9977,8454.9602,
2015-06-24,3820.4968,2870.3292,7754.7526,5435.1544,3340.0306,7519.5647,6755.2244,8133.7674,6335.7938,11159.5940,10338.0210,15443.3742,9769.0833,9954.2315,10754.0528,11173.1135,7285.2876,13768.4302,10595.6850,8534.9425,6494.1605,11511.1069,10202.9864,3952.8563,7396.1229,7373.3784,11584.1085,9601.1240,8675.9375,
2015-06-25,3692.0253,2729.9108,7364.7135,5247.5480,3206.5057,7217.2721,6437.3428,7710.7800,6088.9282,10765.0537,9852.3874,14969.7185,9286.0349,9496.8791,10279.9061,10757.2079,6857.5280,13116.4916,10190.1732,8382.4395,6340.3899,11176.1364,9909.9295,3818.4279,7056.4126,6992.2523,10811.4990,8965.3648,8357.5558,
2015-06-26,3435.7350,2468.5953,6662.0189,4753.9983,2912.5064,6537.3477,5892.6782,7007.8072,5509.4873,9739.4167,8902.3967,13476.4970,8438.9360,8570.0320,9274.2747,9910.2831,6216.9828,11884.4849,9447.9533,7581.7428,6016.0977,10223.6412,9002.3785,3477.8804,6389.1802,6324.0321,9745.6312,8106.4176,7593.2148,
2015-06-29,3395.6224,2390.8236,6163.6234,4476.6327,2745.2392,6026.8100,5515.3484,6463.6704,4994.4951,8936.3112,8160.5816,12306.9803,7925.0518,7808.3585,8666.7277,9535.6793,5730.7140,11055.4779,9274.5671,7065.4670,6070.8511,9703.5876,8557.0589,3398.2851,5932.0979,5799.4534,8785.2330,7405.0385,7041.6848,
2015-06-30,3487.2022,2503.4032,6507.6859,4712.1200,2910.4055,6356.4006,5936.5929,6787.4754,5215.5872,9489.0754,8662.2923,12989.6914,8434.8707,8257.0206,9230.8084,10284.2570,6049.8463,11831.5000,9798.3209,7380.9096,6473.4936,10511.8966,9019.5969,3587.7565,6317.2579,6157.4652,9388.4904,7918.7293,7397.6195,
2015-07-01,3322.3946,2315.8927,6003.3801,4369.3141,2724.3319,5969.9879,5484.7265,6294.6552,4841.9419,8839.2167,8138.9396,12007.1702,7945.7141,7733.3248,8780.4277,9720.4995,5631.4864,11265.1959,9376.0674,6914.8648,6254.8486,9900.0458,8412.8733,3342.4441,5950.0491,5792.1689,8776.3378,7488.0690,6741.9029,
2015-07-02,3214.8917,2116.3737,5458.6824,3983.8844,2475.3885,5513.7970,5122.1979,5810.8749,4416.3248,8209.1843,7486.0565,10853.8015,7418.9161,7060.1613,8169.0717,9313.4789,5202.7862,10551.6335,8865.6728,6330.2943,6327.2555,9758.9600,7822.3077,3031.9287,5530.9147,5407.9817,8101.7694,7074.8424,6136.9568,
2015-07-03,2988.1170,1914.0809,4984.1063,3628.5637,2238.9147,5112.3393,4670.6223,5331.8289,4101.8086,7613.2830,6895.9088,9814.1700,6873.8433,6449.0895,7739.3257,8610.5527,4791.1032,9978.8705,8328.2750,5791.0986,6042.3722,9350.4568,7205.6325,2747.5688,5134.4251,5080.5439,7603.3349,6777.4121,5538.5720,
2015-07-06,3003.0441,1865.8424,4802.3523,3548.5117,2171.6483,4905.8763,4732.8177,5145.2167,3887.5192,7374.4656,6652.2987,9109.8475,6721.7207,6267.1716,7289.0220,8570.7174,4555.6311,9782.7219,8331.1730,5577.3936,6527.0763,9870.4151,7135.8693,2668.4681,4937.4647,4885.8164,7132.1059,6478.7834,5094.5236,
2015-07-07,2898.4143,1824.0914,4388.6215,3301.9773,2066.1228,4435.8122,4768.1896,4723.8007,3523.5708,6774.7487,6038.3291,8199.7196,6305.2006,5649.1033,6635.6842,7889.8980,4108.3718,8918.9731,7902.8365,5072.3500,6904.9676,9805.5430,6709.5481,2501.8003,4473.9824,4495.0523,6420.1949,5874.8082,4633.6660,
2015-07-08,2633.8436,1678.9428,3981.8297,3007.7323,1913.2782,4143.4013,4512.9625,4435.3306,3341.5398,6290.5254,5500.4834,7457.4829,5867.6122,5157.7741,6109.7240,7230.7378,3818.0160,8241.9571,7416.5056,4684.3000,6480.7300,8871.5800,6170.3905,2290.9477,4286.1388,4115.5191,6026.3054,5398.0316,4256.8580,
2015-07-09,2825.6789,1846.6133,4379.9108,3306.9903,2104.1173,4543.2353,4965.4338,4873.0918,3635.4367,6915.2557,6050.7688,8202.4500,6440.6889,5651.5529,6721.1021,7953.5767,4199.6474,9063.2652,8134.3583,5144.3530,6788.6645,9561.4346,6778.7790,2519.9722,4696.0204,4528.2667,6628.9814,5923.5532,4674.3878,
2015-07-10,2973.9516,2004.7127,4818.2431,3636.4057,2312.6859,4982.9201,5441.7626,5352.2409,3959.5008,7602.4666,6656.3140,9022.8828,6992.6272,6201.9290,7393.3696,8747.0956,4619.0974,9957.0481,8787.8882,5654.1697,6854.5377,10193.8884,7309.1456,2765.3907,5151.1803,4962.1153,7291.7022,6511.5271,5134.5907,
2015-07-13,3040.1651,2135.6270,5280.9261,3981.9174,2466.1363,5439.0800,5721.9424,5743.6619,4229.2298,8214.3523,7321.0237,9924.6261,7405.4536,6815.2384,8127.1486,9428.3536,5078.9373,10756.4337,9053.1188,6214.0012,6628.8758,10203.3870,7754.9886,2988.8942,5642.1711,5334.0424,8017.2948,7118.4066,5640.8571,
2015-07-14,3022.3502,2051.1477,5252.2369,4016.6279,2409.5357,5591.6883,5491.8683,5746.4441,4407.6074,8272.0015,7614.6017,10547.7926,7377.8499,7090.5001,8257.4055,9171.5804,5183.7858,11068.0570,8787.6992,6448.1465,6497.7863,9725.7600,7846.4947,2940.6097,5923.9627,5639.8477,8585.5535,7227.3047,5761.2785,
2015-07-15,3001.9533,1922.4827,4880.6612,3698.3653,2252.8850,5243.4224,5202.2494,5378.0094,4141.2624,7704.9061,7049.0865,9871.7885,6943.7133,6472.0028,7614.1606,8655.0005,4851.6516,10326.0209,8474.1797,5974.2301,6624.0324,9307.3645,7400.0559,2713.5220,5481.2815,5373.6007,8071.5375,6759.0959,5386.3738,
2015-07-16,2998.7036,1953.6578,5023.2252,3784.2731,2277.4380,5349.8647,5273.5789,5486.8372,4232.8299,7863.1978,7228.8715,10553.3165,7008.4330,6657.4878,7689.2134,8777.9959,4974.1672,10636.3690,8591.3204,6152.7268,6515.0271,9308.3476,7480.6501,2782.5364,5574.5334,5474.5351,8136.8138,6885.0651,5426.1253,
2015-07-17,3087.3957,2062.1529,5368.7125,4027.3151,2408.7659,5745.0276,5576.4851,5873.1977,4527.3170,8459.8686,7738.9032,11605.4806,7443.7171,7122.2036,8247.5066,9207.3865,5365.1809,11332.9252,8967.5588,6639.4890,6544.9746,9691.3803,7923.8654,2954.8343,5971.3593,5907.7589,8811.8315,7383.9835,5821.1816,
2015-07-20,3152.5790,2076.2520,5447.9842,4110.2795,2440.5176,5873.3093,5721.4688,6023.5011,4616.3676,8620.0602,7945.9818,12387.6682,7515.6254,7309.2846,8389.9513,9161.7573,5535.7840,11455.0504,8936.0711,6994.5183,6478.1997,9573.6466,8094.1059,3028.4513,6122.7517,6129.9689,9208.9517,7581.2194,5973.5253,
2015-07-21,3159.7903,2095.5173,5584.0797,4170.5538,2475.1092,6008.4427,5877.1492,6125.3715,4759.6922,8823.0839,8100.3664,12294.4816,7597.8593,7430.6423,8792.2497,9153.5783,5638.6162,11653.0831,8982.3729,7379.4877,6386.5986,9593.9541,8138.5576,3150.4115,6252.6795,6255.8035,9380.6650,7680.6422,6170.9646,
2015-07-22,3228.2097,2121.1799,5584.8328,4269.9876,2496.3162,6126.5621,5841.2672,6219.9512,4888.0032,8943.1850,8182.2449,13069.5876,7649.1728,7574.2827,8969.8219,9140.1501,5713.1630,11752.4126,9030.7303,7468.8960,6322.6803,9440.3159,8226.0760,3152.0003,6347.7191,6365.5036,9589.8751,7775.3715,6353.5950,
2015-07-23,3282.6131,2190.2646,5822.5041,4390.2125,2597.4547,6356.1268,6005.2929,6496.6491,5083.3969,9247.9418,8505.7139,13428.6086,7885.7019,7843.2746,9212.6746,9436.3899,6007.2889,12148.8758,9211.1716,7728.2259,6390.8254,9735.3315,8573.3134,3288.0956,6577.7174,6648.0010,9893.8917,8103.7890,6648.4141,
2015-07-24,3275.4442,2185.0945,5782.8639,4309.1437,2540.4718,6206.7517,5914.6163,6348.8727,5046.1224,9087.7187,8374.4594,13641.6029,7768.3784,7640.7916,9272.4137,9228.3270,5996.1348,11851.4202,9108.1045,7490.6090,6298.7514,9456.6371,8565.8455,3225.6478,6442.2392,6596.5906,9703.0298,7849.8998,6517.9516,
2015-07-27,2973.9431,1977.7783,5240.7384,3893.6620,2292.1361,5642.8688,5336.8218,5760.5636,4625.6878,8250.8473,7601.5222,12393.3536,7070.4105,6912.2218,8712.8126,8419.4605,5429.1162,10758.1707,8286.3893,6932.8821,5803.8051,8527.4586,7805.0796,2910.7293,5824.7171,6035.5141,8766.8212,7156.2428,5915.0462,
2015-07-28,2866.5705,1912.2520,5004.9910,3830.9672,2198.3128,5452.5898,5067.2678,5542.8373,4431.5849,7869.4842,7215.9142,12282.4436,6856.6261,6702.2111,8459.1321,8515.8296,5191.6799,10539.0208,8304.8006,7031.4527,5903.5678,8722.8278,7701.1720,2817.4582,5572.9693,5715.6181,8145.8071,6830.8317,5569.9965,
2015-07-29,2973.8868,2001.9570,5305.2540,4087.9445,2342.2731,5762.1814,5405.4447,5920.3061,4660.1331,8422.1220,7709.0159,13440.9979,7219.3874,7099.9396,9028.2790,8764.8631,5498.0668,11074.1753,8594.9242,7396.6601,5912.8594,8764.1377,8052.5759,2989.4887,5891.1335,6046.4030,8648.9793,7329.8596,5947.7114,
2015-07-30,2894.8304,1931.9808,5129.3463,3961.3782,2290.0838,5577.7154,5209.6116,5743.4279,4488.8781,8165.5178,7434.4544,13717.6101,6955.7641,6870.5741,8994.8487,8407.8529,5367.5389,10560.1181,8388.7458,7135.8833,5801.4393,8441.9689,7749.0753,2892.5572,5622.4401,5790.8598,8204.9451,6992.2054,5692.4132,
2015-07-31,2832.9212,1918.4954,5097.0966,3924.8555,2269.7271,5508.2029,5235.7154,5649.2986,4409.8507,8054.8949,7283.4183,12618.4751,6922.3939,6783.1212,8663.6847,8477.7917,5234.9956,10552.4266,8467.4367,6841.8466,5830.4517,8381.3277,7739.2770,2840.7009,5580.4365,5628.4435,7897.3091,6920.6636,5594.3746,
2015-08-03,2748.1838,1972.7172,4972.9963,3887.8468,2262.4442,5313.1918,5175.7407,5547.9969,4205.3960,7652.7117,6916.7220,11411.8388,6786.9233,6444.9512,7974.6481,8514.4282,5033.1678,10333.0083,8474.5870,6514.1127,5972.1904,8392.9611,7620.5779,2789.6251,5349.5289,5264.9244,7248.2940,6576.4203,5428.8319,
2015-08-04,2870.5331,2057.0235,5276.3610,4117.5925,2367.4688,5668.3769,5438.4435,5927.0939,4490.1544,8200.6331,7431.0674,12548.7158,7163.9521,6900.8500,8483.0889,8813.5211,5341.1246,10932.9637,8767.3389,6944.2672,6004.7330,8619.6703,7984.0296,2976.1503,5716.2887,5669.0154,7872.0871,7054.2346,5808.0038,
2015-08-05,2802.2590,2028.6976,5177.8368,4045.1216,2328.8264,5650.7013,5451.0624,5990.4291,4440.1505,8165.4420,7328.1636,12635.2395,7071.6537,6760.4930,8300.1417,8714.1553,5273.7984,10807.9187,8593.5709,6843.3960,5896.2636,8357.4572,7773.2140,2920.7279,5629.9880,5591.2899,7700.9986,6781.4931,5812.3323,
2015-08-06,2776.9826,2036.2678,5197.0552,4009.3091,2293.9410,5665.6146,5318.4708,5944.1750,4429.1824,8095.6461,7419.8388,12434.5965,7172.7483,6677.2911,8144.7680,8652.6287,5183.6291,10692.5601,8495.3457,6718.7152,5893.1632,8191.1255,7606.6248,2920.7519,5647.8172,5548.0508,7652.7693,6628.8369,5771.9490,
2015-08-07,2848.7853,2089.1018,5373.1108,4143.6177,2367.0495,5859.8922,5449.7457,6120.8234,4619.0172,8366.5378,7784.6024,12945.9783,7374.6626,6952.4880,8464.0652,8910.6462,5386.3764,11043.3715,8681.8498,6976.6962,5928.9383,8347.3193,7845.2483,3045.7899,5859.4703,5849.8565,8185.2797,6940.2853,6025.6365,
2015-08-10,3007.5975,2221.5076,5709.6109,4403.3964,2533.8083,6184.9670,5881.0699,6459.9135,4885.3284,8904.6342,8251.4513,14031.2242,7751.8666,7405.0558,9030.3278,9304.4625,5719.7546,11638.6398,9037.3590,7431.8829,6056.9042,8855.3799,8271.9236,3228.5866,6177.1150,6236.6244,8764.3465,7419.4837,6411.7671,
2015-08-11,3062.6986,2237.0008,5864.3283,4405.7123,2580.1531,6234.6072,5815.1066,6451.1530,4959.7454,9006.1387,8269.5859,14036.7425,7775.6984,7848.9078,9508.5334,9354.6938,5972.4060,11590.5490,8977.0343,7474.7629,5966.3982,8751.6235,8347.9405,3176.2998,6180.7225,6224.0516,8741.8853,7486.5880,6532.3233,
2015-08-12,3000.4177,2274.0321,5788.5096,4357.2205,2535.3567,6093.0564,5838.1787,6385.5450,4857.0944,8878.9742,8211.4265,14088.2098,7630.2837,7834.4949,9130.9271,9165.1044,5992.5914,11372.6818,8854.0614,7470.9283,5874.2322,8647.8831,8213.1719,3106.3412,6038.1997,6113.1401,8459.1908,7287.4166,6440.9720,
2015-08-13,3052.3721,2291.8753,5998.2378,4523.8971,2619.6159,6285.1658,5963.4833,6558.3797,4989.2936,9106.6417,8486.2087,14363.6006,7852.2732,8213.3730,9293.8711,9438.9872,6125.9850,11584.3532,8951.7101,7604.1496,5875.6999,8748.1214,8500.5251,3210.6987,6242.9902,6320.8239,8806.3139,7535.1017,6685.6426,
2015-08-14,3091.2452,2303.1337,5942.0859,4552.4216,2614.9171,6340.1502,5986.3401,6697.1145,5064.5049,9150.8166,8537.7735,14201.6273,7936.7343,8450.0250,9369.9157,9356.5639,6162.9715,11690.7324,8976.5153,7732.9998,5856.6155,8802.5411,8715.6319,3214.5850,6264.9551,6365.7967,8796.8382,7501.3444,6759.7163,
2015-08-17,3107.7197,2328.8837,6120.9524,4676.5410,2738.7099,6486.5643,6012.4870,6934.0826,5186.3168,9198.1131,8692.0179,14372.1572,8094.2575,8605.4540,9345.1568,9384.5174,6312.8593,11862.4804,9067.4799,8054.3502,5783.5437,8648.5249,8995.1857,3355.5275,6364.6628,6393.7643,8792.8212,7438.6343,6984.2514,
2015-08-18,2906.4588,2110.3584,5546.3733,4248.3989,2489.0185,5920.8383,5465.4804,6342.8097,4809.4730,8406.5387,7892.8123,12952.0903,7412.6725,7940.3787,8453.1512,8722.7153,5742.7571,10939.3666,8461.4879,7340.4239,5614.6838,8071.5583,8266.0470,3043.6758,5792.2395,5811.0510,8039.1314,6786.6465,6466.4544,
2015-08-19,2909.5807,2138.0216,5676.3723,4343.1182,2627.0626,6097.7860,5579.4262,6509.0368,4956.5761,8618.4483,8055.5680,13119.1407,7618.8439,8134.9839,8617.3189,8884.1295,5872.7322,11225.8526,8653.5498,7608.2165,5635.4744,8183.7356,8488.5321,3113.7539,5974.3407,6050.8930,8370.4541,6977.6626,6757.7078,
2015-08-20,2799.8410,2042.7049,5550.3997,4140.7634,2528.4045,5845.3656,5323.5659,6194.3887,4823.5245,8204.7310,7689.5483,12112.7335,7259.5316,7689.9194,8379.6069,8560.2237,5608.0769,10777.0541,8379.8055,7302.4783,5543.8679,7850.6555,8061.4501,2982.1894,5815.9426,5978.7862,8206.9145,6770.5523,6531.7948,
2015-08-21,2665.4184,1941.4894,5233.3300,3911.7340,2371.9048,5457.1939,5002.5921,5821.0267,4536.5479,7677.2692,7224.2230,11684.0697,6744.3526,7153.9147,7875.4958,8004.3069,5246.3894,10185.0648,7946.8525,6785.2709,5429.9134,7359.4837,7584.4571,2794.7605,5404.1952,5550.6931,7514.4769,6262.0730,6071.0362,
2015-08-24,2423.9736,1747.5539,4730.5430,3524.3229,2139.1967,4926.7735,4505.1262,5261.7270,4115.3138,6942.4332,6502.4706,10516.4938,6079.7235,6444.6600,7097.5509,7207.8865,4727.6216,9185.1084,7186.8183,6110.4699,4942.4374,6630.5535,6875.8157,2522.6868,4869.5350,5007.0373,6763.2272,5641.2548,5464.1202,
2015-08-25,2183.4967,1573.0211,4271.1190,3195.4743,1931.2979,4471.7111,4058.8780,4778.8935,3754.0576,6276.8175,5865.8931,9466.0687,5535.3956,5858.1486,6447.4751,6732.9016,4293.7247,8392.5195,6805.0786,5514.6382,4634.9645,6075.3592,6336.5753,2320.0757,4395.6802,4519.6041,6094.3750,5095.0978,4917.9060,
2015-08-26,2114.2994,1496.5301,3997.5711,3077.9153,1783.0132,4302.9725,3820.0566,4552.5662,3608.3399,5949.4049,5511.9359,8542.5538,5466.7061,5732.1430,6254.1012,6756.5453,4175.3972,8288.5675,6874.4167,5304.7718,4882.1172,6029.3710,6176.2683,2233.1350,4170.6191,4239.6218,5590.6562,4777.3823,4545.1055,
2015-08-27,2211.5441,1572.2952,4170.1958,3256.0584,1829.1632,4514.5182,4092.5457,4797.3570,3745.5284,6260.0697,5756.8355,9109.8686,5818.6471,6008.9422,6650.4369,6966.8568,4405.1489,8710.6735,7282.9311,5522.9084,5245.5013,6528.0542,6420.2461,2359.0096,4350.2179,4434.4247,5797.5991,5066.0001,4747.3271,
2015-08-28,2372.2686,1684.0051,4506.6568,3501.4612,1967.2714,4843.9121,4445.6910,5170.4258,4025.8670,6801.2598,6237.1305,10020.5505,6192.9130,6492.9462,7130.3821,7349.3581,4737.7469,9269.8502,7504.2890,5955.3523,5271.3005,6793.5305,6873.9178,2532.5922,4681.8586,4802.3908,6296.8740,5402.2929,5125.0127,
2015-08-31,2337.3291,1667.9032,4351.2975,3433.4200,1933.5291,4648.3748,4446.0995,5007.4548,3778.2882,6644.4635,6085.0177,10333.9375,6042.2400,6152.8937,6870.7367,7110.8813,4556.6069,8948.0396,7379.7014,5603.5591,5417.6332,6720.2882,6730.9887,2501.7965,4473.8242,4578.3645,5846.4498,5181.6069,4878.6555,
2015-09-01,2297.4567,1655.4412,4190.0090,3288.7180,1875.9327,4338.9759,4309.5363,4633.3487,3497.3654,6169.5400,5680.9300,9503.2301,5719.5138,5691.2911,6413.6825,6878.3191,4190.1781,8445.2843,7187.9737,5146.5617,5571.4429,6756.4147,6502.4855,2388.0077,4222.8837,4272.2206,5343.0276,4900.2867,4488.2771,
2015-09-02,2229.8776,1607.1086,4048.0101,3260.6099,1834.6386,4217.2612,4332.6937,4479.2465,3390.1297,5917.9832,5477.7609,8856.0445,5614.0391,5579.5518,6232.8104,6761.6287,4067.4701,8381.0938,7160.1048,4910.8833,5687.2675,6700.8304,6327.2274,2379.9926,4107.5880,4127.1594,5114.5631,4786.3374,4284.6628,
2015-09-07,2223.0602,1584.6773,4085.9452,3222.8276,1814.8183,4239.4535,4181.7082,4474.7158,3459.2454,6012.9457,5495.3689,8370.6106,5589.5436,5654.3224,6245.0735,6626.9113,4111.0100,8403.3313,6958.2195,4913.8841,5310.1845,6537.7554,6221.5478,2359.4510,4145.3197,4219.6189,5308.7962,4855.8000,4345.8595,
2015-09-08,2306.8597,1623.7789,4239.2219,3379.3726,1856.6796,4475.0037,4313.6378,4705.3544,3638.5300,6329.1362,5768.5523,8604.5543,5850.5267,5965.1553,6632.7862,6849.4449,4324.2906,8872.3856,7102.7171,5139.0442,5409.0564,6770.0700,6475.3126,2463.9249,4375.5286,4474.1224,5664.0630,5131.4926,4616.0398,
2015-09-09,2380.8723,1682.4867,4418.7408,3486.3336,1927.2243,4676.8824,4455.9709,4941.7160,3793.0806,6625.1325,6041.2234,8852.7180,6088.4930,6156.5154,6933.3951,7055.9193,4490.9892,9113.9540,7262.0989,5370.7845,5441.3953,6963.1143,6715.6235,2543.2384,4574.3883,4663.4414,5981.4224,5281.7146,4886.6912,
2015-09-10,2329.9402,1655.9615,4276.5027,3401.1471,1867.6706,4573.8813,4376.5620,4898.0316,3698.3724,6475.7418,5923.7049,8951.9192,5956.8525,5971.3687,6877.8790,6929.6021,4397.9449,8970.9411,7180.6629,5371.0472,5488.6892,6837.5943,6621.7952,2487.0976,4428.1753,4525.3900,5814.6109,5210.7615,4794.8812,
