Date,CI005001.WI,CI005002.WI,CI005003.WI,CI005004.WI,CI005005.WI,CI005006.WI,CI005007.WI,CI005008.WI,CI005009.WI,CI005010.WI,CI005011.WI,CI005012.WI,CI005013.WI,CI005014.WI,CI005015.WI,CI005016.WI,CI005017.WI,CI005018.WI,CI005019.WI,CI005020.WI,CI005021.WI,CI005022.WI,CI005023.WI,CI005024.WI,CI005025.WI,CI005026.WI,CI005027.WI,CI005028.WI,CI005029.WI,CI005030.WI
2005-12-08,853.6782,628.1723,848.9362,803.0275,724.0263,832.7611,704.9251,798.8405,670.1847,769.3368,850.2674,1064.6951,758.5556,890.1160,847.8357,802.0711,707.1122,812.3721,954.2030,795.5829,1096.7552,789.5616,890.4753,847.3070,839.1900,805.1868,691.8620,842.4711,694.8031,
2005-12-09,863.7260,642.6167,863.4950,815.1496,731.5458,847.0641,715.3558,808.3680,680.9913,782.7029,867.3531,1086.6929,768.8520,904.3154,860.2333,814.8786,719.5217,824.2074,962.8540,803.4386,1123.5154,804.1473,907.6983,851.8097,853.9722,814.8701,702.5704,854.8061,705.9217,
2005-12-12,863.1106,651.4752,875.0895,815.6864,729.7586,850.2141,720.2552,817.4341,685.1620,786.4012,870.0745,1084.3176,772.0888,909.9695,866.2980,813.0100,721.2151,825.6605,957.2906,803.8344,1120.8402,804.6656,917.9045,852.3811,868.6397,814.8604,705.0015,837.5423,708.3158,
2005-12-13,868.9268,650.8233,876.4963,815.2024,726.4682,849.1382,720.2015,817.8985,683.0182,792.0785,871.7908,1083.4993,774.2555,908.2456,865.3609,811.8582,722.5191,825.4534,953.9326,802.0947,1119.3990,820.1082,918.8963,850.5184,874.5858,814.6918,710.2556,836.9711,708.4533,
2005-12-14,872.9990,656.0101,886.8563,820.2021,727.4418,857.1657,729.1412,826.0786,691.3427,800.4850,876.3739,1109.5547,770.9566,923.7601,872.2200,822.2482,731.4847,835.6391,965.3740,808.4432,1140.2550,828.5464,934.3477,855.6895,883.5664,817.0378,716.4192,845.3804,718.0374,
2005-12-15,873.5967,649.9774,878.9961,817.9349,728.4648,854.2065,724.7753,819.3834,689.2147,790.7440,865.5059,1106.2946,773.2916,925.1284,868.9954,817.9441,726.3736,830.7847,966.9143,806.6611,1134.3350,815.1972,928.1698,856.5422,878.6879,820.5479,706.3389,841.0779,713.7847,
2005-12-16,875.2439,651.6863,888.7013,821.3650,735.7171,859.5331,729.4349,821.5700,695.6052,797.9347,869.5386,1122.3038,783.4630,928.9587,878.4494,829.6909,732.3946,836.0516,975.4964,812.1734,1128.3694,821.3309,937.0801,860.8311,884.4167,824.5843,713.6918,846.4248,716.7566,
2005-12-19,885.1357,652.5978,888.6366,821.4000,739.1499,859.0110,732.1633,822.7885,696.4805,798.0953,863.7048,1127.6049,783.9808,926.0962,881.5640,831.0923,734.9988,836.4045,975.6727,810.9850,1125.5113,821.7472,938.8680,859.3311,882.9476,823.7753,712.9481,845.4714,718.4046,
2005-12-20,886.7018,659.7347,888.3869,822.6391,739.8656,863.2577,733.8390,823.4859,698.0146,800.4748,865.8293,1124.9440,782.5679,926.2010,885.0773,837.5904,736.8342,835.7599,978.7762,811.3251,1142.4475,828.4602,938.8610,855.3429,879.9093,836.0091,714.4840,859.7931,719.9387,
2005-12-21,883.3211,660.3335,880.8354,815.2675,725.0577,860.7562,720.0295,818.0461,690.9268,793.1442,857.1800,1118.4392,778.0049,920.3555,882.4068,827.5453,730.9631,831.6595,971.7973,802.4420,1141.9868,820.7426,931.1675,859.2119,873.2329,832.6192,706.1424,852.7698,712.4613,
2005-12-22,880.8333,660.9284,884.6157,821.6532,725.7182,865.2732,724.6691,831.7226,696.1448,802.4191,863.7158,1129.2555,781.6045,925.0637,879.3531,835.4749,732.8447,838.5731,980.9388,805.9649,1146.5129,817.3089,936.2269,864.4106,871.9706,833.2405,703.7824,851.5275,715.7043,
2005-12-23,888.0539,670.5801,891.2584,826.3312,728.9493,880.2280,734.2293,834.0011,707.1809,811.8203,874.2087,1137.5062,788.8059,938.2271,887.0694,838.5265,740.6579,846.7198,995.7905,816.0330,1150.6497,836.8200,944.6179,869.7918,883.9162,841.8422,714.2512,856.0793,722.2436,
2005-12-26,902.3673,672.6362,897.8077,829.8044,735.9673,887.3740,745.4379,844.4526,726.6999,820.2707,886.6025,1146.6648,795.6804,947.2715,887.4327,845.9673,748.7940,850.0253,1001.8831,822.6921,1159.2560,852.3906,952.4411,868.4668,883.6366,842.3841,721.3157,861.7491,729.8701,
2005-12-27,900.1953,668.2867,890.7441,828.5601,739.8513,883.9118,747.5588,840.9474,725.1795,819.4826,886.8399,1149.7875,794.3019,946.2525,888.1298,846.3153,749.8400,846.9510,1001.8182,826.6582,1147.4452,849.0223,949.7797,856.9043,886.1083,835.4783,722.5899,856.6744,732.1420,
2005-12-28,902.2759,666.0251,896.6137,829.4194,748.3906,884.8252,746.7704,842.7734,724.2616,821.4558,887.3881,1163.1374,792.9380,948.3136,889.9223,843.4233,749.1559,847.4184,1004.8973,826.5361,1143.7637,842.8411,952.6272,860.5813,888.4778,837.8335,723.7517,849.0114,733.8563,
2005-12-29,917.1683,683.2246,904.6878,838.4941,746.2140,896.5585,753.2783,856.0369,723.6356,828.5951,895.9002,1178.1053,797.7466,957.4290,898.1795,855.1614,751.7420,857.8421,1020.8175,832.9162,1151.6912,844.7080,961.1998,871.6315,889.3912,850.6441,728.7573,863.9800,735.7335,
2005-12-30,917.7706,674.8759,893.9138,822.9142,743.0293,889.6417,746.8907,845.1893,716.0707,823.7545,889.3247,1165.6109,791.3525,948.1081,891.9772,847.8221,746.4911,848.4426,1005.3895,828.5131,1144.9404,832.7971,952.1648,854.4510,884.0995,841.5975,721.8649,858.6126,725.9092,
2006-01-04,932.0285,683.5127,928.0702,833.3339,747.8462,900.1505,757.8013,853.0435,726.4290,843.6114,910.8184,1197.9915,797.9702,952.3068,898.0779,857.8467,757.1709,854.3688,1011.2616,822.5310,1214.9094,843.6930,975.9256,859.7320,907.4825,869.1387,730.1634,867.9787,740.1083,
2006-01-05,936.7307,685.7409,946.6510,845.9790,760.4903,911.9201,764.2863,863.0173,738.5292,861.2228,916.9956,1217.4124,814.0123,957.9284,915.3195,877.6991,768.2533,864.6756,1025.9719,825.1635,1236.3878,859.9989,993.8827,890.0669,917.8242,878.9115,735.9174,895.0752,750.0433,
2006-01-06,939.6604,698.4254,953.0762,856.8177,764.1778,930.4010,767.7443,866.3799,745.8593,868.0877,923.5514,1234.1197,819.7031,966.2122,933.0723,887.6462,776.1322,873.1519,1037.7307,828.9481,1252.4235,871.4067,988.7759,903.2052,922.9112,882.9125,763.2245,897.1070,755.0290,
2006-01-09,942.0677,715.2798,975.9442,861.6927,765.7493,938.1291,782.7765,882.2900,754.2485,879.8429,934.9025,1258.5362,825.7239,976.4251,953.3663,896.5502,784.8981,881.7829,1051.8640,839.8998,1242.2476,909.0541,987.9681,905.9376,929.4194,885.9709,783.8000,904.1344,766.0072,
2006-01-10,949.0973,714.4695,996.4936,859.3409,764.8683,944.3247,787.8478,887.1158,759.5638,879.6959,942.5306,1267.7370,831.5542,979.3994,952.7121,889.5825,783.9360,880.9425,1049.3559,841.9490,1256.5097,913.2791,993.6549,902.0812,955.3005,883.5466,784.6958,897.8009,765.6992,
2006-01-11,931.6433,703.0371,1015.1810,852.8567,768.5846,943.9546,771.3697,884.5478,760.3387,872.4613,937.0214,1252.7528,825.6139,980.2781,943.4353,886.1349,776.9892,871.9716,1041.5573,830.1904,1244.8000,906.7629,989.0912,895.3593,948.3558,869.0200,775.8133,927.8384,758.0287,
2006-01-12,943.6995,710.8849,1024.7762,861.1076,774.3450,960.9780,786.3829,899.7447,772.2835,891.2981,959.1583,1289.3475,838.7520,996.6411,959.9698,906.9029,792.9034,889.2178,1052.9377,848.4145,1249.3302,919.3874,993.6495,902.7517,955.6787,876.5474,794.4069,933.3866,774.1103,
2006-01-13,936.4929,698.7593,1030.0190,856.0059,768.9276,962.8151,785.2000,900.4656,771.2489,895.0864,961.0915,1277.0519,841.0264,998.4754,967.9427,905.9663,790.1751,891.1458,1058.6317,854.8690,1232.5174,952.8766,980.9105,897.9399,970.7009,873.3975,790.5495,931.2723,771.5502,
2006-01-16,931.1599,685.5639,1034.9572,839.4838,757.1634,948.2317,767.3487,883.3548,760.7538,880.5348,935.0104,1263.7600,829.8241,988.5276,953.8174,892.9979,777.6356,879.7003,1039.3639,841.5611,1205.2824,922.5975,962.7020,885.6733,945.3440,855.1671,778.9084,898.9743,760.0701,
2006-01-17,947.0039,677.4393,1025.9268,837.9168,759.9531,946.7449,774.0366,884.0342,769.1871,880.0734,932.6510,1260.7951,836.4062,987.8192,954.9865,897.1161,779.4831,876.7994,1040.9842,842.9472,1215.0563,932.1999,971.4082,883.0293,944.2993,851.9373,780.1157,891.0911,766.0312,
2006-01-18,968.2173,692.0866,1055.5889,851.6419,769.2433,967.2120,789.4715,900.6901,787.5370,906.0507,950.1167,1278.7469,852.9487,1002.2926,964.4405,915.3586,798.4207,890.2633,1056.0561,856.0341,1247.2775,964.6398,990.9547,895.5964,975.9808,867.8250,798.3468,899.9563,777.3059,
2006-01-19,993.7967,693.3841,1074.6916,849.0200,787.5367,977.9380,799.0821,908.8133,794.3819,915.3420,970.6305,1285.4175,857.4475,1010.5732,978.3845,917.8978,796.5277,893.9404,1056.2291,863.7568,1253.9660,988.9820,998.8080,895.8796,994.7998,881.2839,805.8333,902.4711,783.1348,
2006-01-20,994.6562,705.6116,1118.9601,855.9251,786.1994,984.6536,801.4255,905.1478,800.5842,918.0020,983.5858,1296.7780,851.3609,1006.0496,975.5990,913.2912,799.5224,890.8717,1064.8659,861.4818,1249.8645,1001.9304,994.0288,890.5178,987.2301,876.5459,810.3991,914.2744,779.0924,
2006-01-23,993.5456,713.9262,1165.0152,854.6961,796.3849,990.3137,809.9259,908.7809,798.6219,921.3212,985.6487,1298.2292,847.3211,1005.1420,956.9857,916.2172,794.4513,890.6583,1060.9772,871.6792,1257.0465,991.2743,989.8869,889.2139,967.0304,884.4846,815.9279,916.0008,790.1999,
2006-01-24,965.3036,736.3096,1150.0679,845.2038,796.5761,988.0757,803.4343,900.3474,792.9533,926.3512,982.0782,1301.5714,849.0514,1006.5730,949.1571,913.3068,795.9108,887.5146,1065.5756,864.7078,1259.3780,1018.4772,1004.6682,889.2771,977.5414,897.7808,816.7460,922.7160,786.9919,
2006-01-25,977.9852,727.3303,1162.7517,846.1663,797.8479,986.9258,800.6010,895.9019,794.2203,925.3390,991.8917,1306.5140,856.7754,1012.3877,945.9987,906.0299,789.8433,884.0846,1086.1833,865.1569,1284.5816,1038.4052,1028.6797,889.9866,944.5035,911.1017,808.1195,926.6894,779.8486,
2006-02-06,1002.2053,756.7939,1244.1416,863.0817,821.4489,1004.8094,818.4986,928.5105,809.5764,943.1126,1007.4606,1314.0648,874.3965,1040.6964,961.5582,920.7019,800.4634,896.8414,1116.9517,890.8918,1305.5850,1053.0677,1065.8315,905.1168,961.6636,899.0571,818.4868,931.3157,790.2460,
2006-02-07,993.8044,759.0666,1259.6555,870.0225,818.1075,1007.8186,813.2598,938.5749,803.2610,954.7128,983.3813,1285.8127,890.0479,1038.7306,957.7940,919.9768,799.0732,892.9626,1125.8591,906.0881,1283.8604,1032.3259,1050.1622,900.5804,925.1589,878.4812,820.2193,947.5355,787.7361,
2006-02-08,1004.1365,765.3203,1200.0363,883.1113,818.3203,1003.3657,822.7273,940.6649,807.1553,955.9078,992.7373,1290.6806,896.8616,1041.7501,957.0580,931.8032,803.0345,907.0473,1128.3748,907.1576,1286.2305,1029.4117,1053.0473,907.6528,930.2682,875.8837,819.0748,949.2295,791.4768,
2006-02-09,982.7747,760.5414,1202.0469,866.3445,813.7683,987.1101,808.4787,935.2442,800.5886,937.9145,968.4866,1288.3868,890.8327,1026.1124,946.5962,919.6209,785.5036,897.6747,1112.3674,888.3635,1271.5881,1021.2917,1027.8527,900.1415,905.7879,855.3649,815.1171,936.1634,779.7465,
2006-02-10,996.2693,796.3514,1196.1407,879.3196,821.3433,997.3839,816.1873,949.1797,805.6778,949.2632,979.5628,1306.9557,894.3613,1029.9518,949.8538,931.7822,791.8890,902.9680,1143.9662,901.5612,1277.1180,1031.2272,1040.9868,910.0464,914.2726,865.8107,772.2003,940.9972,792.3596,
2006-02-13,994.4859,814.5632,1141.4167,879.0758,823.6552,990.0366,813.6286,945.2733,799.4219,951.3175,973.5784,1281.8770,882.6635,1039.4789,949.8388,931.0740,793.1766,915.9551,1164.9149,899.8378,1278.3212,1047.6541,1033.1398,909.2720,900.2481,857.5336,759.9985,928.0571,789.4947,
2006-02-14,1007.8362,802.6202,1170.2334,880.1113,819.2410,997.4265,821.5021,953.2816,805.6836,951.8514,983.9873,1316.5455,887.8416,1046.3202,943.9873,935.9315,793.9865,924.8135,1177.4570,908.3309,1284.4008,1057.3862,1054.5699,909.0218,927.4452,861.2046,765.9380,923.5927,788.5437,
2006-02-15,1041.3662,801.9853,1169.2729,875.7869,817.4431,993.3116,823.0679,950.2375,805.9350,955.4685,979.3392,1299.9404,888.0375,1048.0195,941.8974,939.8539,791.6294,921.4667,1172.0192,905.8503,1300.1935,1078.6274,1070.4153,908.9342,922.7201,865.0476,768.0258,913.7545,787.7298,
2006-02-16,1022.2653,768.3907,1143.9001,852.4566,800.7778,970.0563,787.1566,929.7023,784.8244,930.7747,939.5484,1257.7604,860.7855,1022.3746,897.6386,926.8575,766.7776,888.8516,1150.5527,879.1121,1298.4424,1052.4205,1045.0086,887.6173,899.4468,846.6822,754.1531,885.4788,763.9016,
2006-02-17,1010.5787,758.4316,1125.0849,847.6831,800.7423,963.9384,784.7827,927.8057,778.3460,922.0278,930.7373,1237.9577,845.0813,1022.6737,872.9334,921.7747,763.5425,879.1786,1146.0843,870.5688,1315.4594,1032.4754,1060.9050,884.5562,906.5360,837.0963,741.6301,878.3905,761.3741,
2006-02-20,1007.7711,757.8002,1119.0855,841.3653,804.8214,957.5996,782.1520,927.0420,774.9079,918.5231,924.7255,1204.1117,845.5508,1017.5374,867.9299,924.5102,763.2755,871.5660,1142.8297,871.8193,1324.4629,990.1750,1074.7589,877.1335,879.4378,835.9944,736.4788,879.4886,756.6247,
2006-02-21,1022.2343,776.5952,1146.4306,852.7321,829.2515,969.1153,794.9466,938.9210,784.8010,928.5049,945.1020,1238.0483,861.3641,1029.0611,881.6842,933.9344,769.2702,879.0256,1160.3610,882.5535,1350.9717,1021.3139,1085.6585,884.0464,906.0329,863.0572,752.3033,890.8395,766.0887,
2006-02-22,1012.5039,780.4670,1144.3882,851.6305,834.2683,964.1470,791.0660,939.1512,789.4132,926.6822,940.3270,1225.3847,858.4019,1030.3338,872.6499,934.4100,770.0120,876.1679,1163.6377,892.4386,1348.7624,1012.7086,1081.0128,882.8854,890.9612,858.7698,748.6199,884.1601,765.9398,
2006-02-23,1016.1071,777.6450,1140.7138,845.8433,835.0536,966.6104,788.4062,946.3618,789.1527,922.5660,934.2839,1219.3043,876.1959,1032.6627,871.8667,932.4173,771.4957,875.0823,1175.2721,894.3297,1376.7991,1035.3167,1078.6376,880.3796,889.6242,854.9830,742.9163,884.8967,764.9346,
2006-02-24,1019.7024,777.5221,1142.6985,853.1602,840.2164,981.3687,792.4030,958.6262,795.9773,927.7127,949.8971,1235.7516,879.3803,1037.6869,879.6197,933.6193,777.9562,886.0758,1184.5889,893.3190,1385.6479,1033.0963,1091.8562,890.0416,889.2180,861.1642,745.6744,901.6716,768.3541,
2006-02-27,1027.3452,765.7578,1137.5330,850.1950,830.6424,979.3640,796.6470,953.8283,794.8443,923.3404,953.4429,1230.3968,872.9426,1022.0213,873.8105,934.3408,773.1989,884.6034,1188.1964,900.6726,1349.2017,1016.6585,1071.5361,889.1004,889.0073,855.9615,741.7899,904.6974,772.7066,
2006-02-28,1022.9360,753.8469,1135.6323,847.8659,834.8044,977.8496,795.8348,958.2637,791.0277,934.5815,964.9890,1249.6087,877.0516,1023.8308,870.6747,938.3129,776.2443,884.6515,1197.8299,903.4145,1369.3769,1027.8508,1069.9767,887.5446,913.5217,855.4799,748.0258,916.9780,775.1083,
2006-03-01,1029.7293,752.4990,1145.7707,854.6216,823.7133,982.1951,804.8711,972.6124,788.1504,938.7272,975.4676,1274.5982,888.2351,1034.9682,877.1520,946.7356,777.9041,894.3067,1200.1115,904.7690,1363.4978,1042.6914,1077.7724,896.6174,927.7868,855.6999,750.4604,924.6065,780.7893,
2006-03-02,1017.6736,731.4564,1132.9531,840.6987,805.8761,971.8855,788.1634,937.3720,777.2118,926.1905,951.7452,1243.3797,868.1502,1018.8425,862.0759,938.4473,767.3162,881.0313,1208.5044,890.0009,1331.3646,1014.4696,1055.2652,851.1592,920.5270,844.4016,733.8218,919.2760,766.8818,
2006-03-03,1036.6650,737.4283,1141.2026,847.5178,811.9438,973.0057,785.9366,935.7389,779.2647,921.9580,947.7851,1253.9431,868.4710,1018.5585,864.6460,938.3170,767.3737,879.8770,1207.3194,884.8551,1320.6872,1011.2874,1057.3405,857.2552,917.5406,840.4098,729.9399,850.2495,769.3176,
2006-03-06,1031.2039,728.1380,1127.1797,840.8294,815.7611,971.8132,785.3171,939.3451,778.2121,918.2101,946.6936,1248.9626,857.4798,1020.0431,857.5640,936.3379,759.3294,878.5466,1204.0522,881.9802,1320.2967,1008.2452,1047.2056,853.0675,902.6696,858.2218,721.5096,838.0811,767.2856,
2006-03-07,1002.1006,701.5472,1089.4204,818.6237,790.5976,954.8983,764.9644,924.0932,758.0629,897.7218,926.4313,1219.9464,837.9527,1004.5943,837.0854,913.5592,740.7659,857.1492,1184.5002,853.0787,1291.7881,988.6357,1013.8974,835.6074,874.4182,826.9516,691.1786,815.4443,748.9690,
2006-03-08,982.4201,705.0780,1081.7368,812.2041,780.7063,947.7042,762.5943,912.7107,753.5629,888.4540,924.2172,1230.3873,839.8424,1002.7344,833.6358,893.1799,740.4570,850.5005,1178.3135,845.8800,1298.0579,992.9570,1000.0559,834.2287,874.8394,820.2366,661.5971,826.8156,748.3216,
2006-03-09,982.2018,698.4461,1069.3364,811.8778,784.0484,940.1505,760.3054,905.3747,749.8029,884.2268,917.9225,1210.9935,844.1001,1009.5820,839.3752,891.1379,732.0267,849.0520,1172.6372,833.4853,1257.3821,994.1303,998.2417,834.1712,861.2452,818.1454,648.3017,814.2727,745.1121,
2006-03-10,976.3258,704.9473,1077.0026,811.0229,790.1776,940.0190,753.2838,903.8129,750.9563,894.2379,922.9632,1208.1883,844.8701,1010.2570,849.7087,891.6160,732.9400,851.1338,1181.8038,834.1026,1259.2916,984.4971,1001.6518,835.7222,868.6380,815.4844,647.9476,835.6152,746.3455,
2006-03-13,994.9559,710.7495,1088.0613,812.6599,800.1617,943.6565,757.6917,920.0580,746.8761,900.4718,928.4445,1224.8144,855.0080,1015.5664,844.0254,890.4334,738.7318,853.9804,1183.8157,840.2318,1281.0873,997.7273,1032.8380,840.1419,867.1450,818.8481,649.3411,838.3115,752.2405,
2006-03-14,992.5506,714.0295,1097.4208,814.2346,798.7044,947.3222,759.9513,931.4279,743.5365,901.8845,937.6691,1250.1862,854.1928,1015.4040,845.5300,893.4208,737.1272,855.6551,1179.9599,842.5227,1258.7728,986.9588,1023.4383,839.4048,872.8029,825.5968,648.2337,836.8792,753.9547,
2006-03-15,1021.1583,725.1999,1121.5548,821.0137,803.4595,958.0488,767.0383,937.7651,751.9287,909.7671,951.9152,1255.0590,857.8052,1025.8481,852.4950,900.2832,740.0845,863.7058,1189.7261,849.3400,1272.2835,1008.9439,1035.7754,843.7438,886.6788,829.1977,661.3258,852.1622,761.2659,
2006-03-16,1018.5791,717.4016,1121.7824,816.6359,795.2550,959.0901,771.8091,940.2262,753.0650,913.1457,953.3107,1267.2976,856.6305,1032.6688,856.5935,901.4026,738.9786,866.6675,1191.1458,844.4211,1278.5895,1020.7149,1046.5008,842.3255,893.1099,819.1370,654.4214,849.1807,760.7046,
2006-03-17,1017.9891,708.2781,1116.7754,811.3049,791.2709,955.8823,776.3520,918.3254,755.3908,907.1959,947.5865,1255.3893,852.8607,1027.2925,861.4541,902.7959,735.6655,863.6351,1189.1986,842.4474,1270.7638,1039.3846,1037.2332,829.1556,893.5806,826.9393,652.2889,846.8494,758.5748,
2006-03-20,1034.5582,717.0029,1148.2584,824.7299,798.3953,964.4074,790.9975,924.1696,767.3073,918.0483,954.6606,1261.1921,858.8185,1034.9619,870.7682,910.7026,746.1630,871.2052,1191.5038,850.5162,1291.0786,1069.7936,1073.7997,836.3589,913.0081,832.3057,656.2574,856.4823,765.4935,
2006-03-21,1043.8129,729.7308,1164.6789,822.1462,796.6899,962.0916,788.7723,922.4078,771.4918,920.8048,959.9230,1268.3032,858.1748,1037.3075,865.6541,910.4849,747.3724,871.3355,1193.2371,860.3523,1301.6597,1073.7233,1074.9545,836.8670,920.3439,830.5657,664.9818,868.0190,765.3334,
2006-03-22,1041.7328,753.7419,1192.0481,824.8248,796.2120,964.6865,793.5960,932.6340,778.1174,934.0534,968.9720,1274.1183,860.8126,1049.7531,877.3761,906.3739,748.9694,878.4908,1197.7631,867.9568,1306.6555,1076.7183,1099.0411,838.5881,927.2076,827.7513,671.0443,869.8016,774.1058,
2006-03-23,1054.3936,755.6996,1199.7580,827.6402,792.9511,973.2236,797.9104,934.8707,783.0133,937.5817,985.4775,1283.6113,866.0340,1054.0549,882.8243,907.2399,749.6721,885.4162,1201.6854,877.0839,1300.5830,1091.4389,1096.3450,838.5320,928.8305,832.9211,675.5260,885.8638,778.7063,
2006-03-24,1050.2216,742.4594,1204.7013,819.4569,793.2802,964.8564,788.9899,924.5104,774.1862,939.7803,987.8099,1297.4552,858.0838,1046.0085,871.8720,907.3187,740.9295,879.2022,1199.2205,872.5302,1286.7694,1087.2252,1090.0248,832.4152,913.2350,828.7345,663.6013,874.9351,771.3007,
2006-03-27,1042.6280,752.2734,1216.2010,822.6128,793.7887,974.8845,791.7340,938.1154,781.2148,947.6129,993.1178,1308.2538,860.2101,1050.5695,884.6372,909.8845,743.9136,884.8118,1206.5979,887.2964,1303.5208,1073.5010,1122.6891,835.7744,919.4554,834.3993,663.1537,878.4102,776.8446,
2006-03-28,1045.4818,753.5567,1236.6970,823.0621,795.3276,976.7403,802.8596,939.0538,784.7360,950.3297,991.8499,1316.7953,860.6691,1065.9366,887.3142,914.3704,746.8004,889.3991,1209.1603,885.2590,1309.6927,1101.0038,1143.1772,835.4449,922.5934,838.6546,663.4626,886.9635,776.8138,
2006-03-29,1048.8886,751.2915,1250.6347,826.5774,804.8779,986.7232,796.5533,941.4744,768.3063,948.8059,996.7623,1312.7995,862.6655,1071.3205,888.2068,918.8593,746.5205,893.1977,1210.9331,884.4931,1322.1336,1084.6316,1158.5416,837.8628,924.3864,844.0602,673.4087,901.6128,776.6194,
2006-03-30,1032.1709,762.2151,1240.7304,817.0358,795.0660,982.9488,790.5468,928.9121,755.6075,940.7927,987.9468,1304.6257,851.1040,1061.7280,877.1467,908.4613,739.2689,887.2343,1208.3471,876.9733,1317.1356,1065.8159,1143.3984,828.0181,907.4012,838.1859,663.8561,890.9218,771.7145,
2006-03-31,1034.8845,774.5573,1304.2347,816.0232,786.1664,994.6686,805.7006,928.9818,760.4643,943.6786,994.8383,1314.1755,853.0259,1071.8113,880.5306,906.8276,739.4470,888.1243,1181.1721,882.4071,1313.1550,1146.2371,1148.9439,825.4293,908.2710,842.2667,673.8840,909.7680,770.9179,
2006-04-03,1053.7999,778.9535,1355.7821,826.7082,791.4285,1006.6409,809.4617,943.0105,777.7517,964.4348,1024.2920,1356.9114,867.1119,1095.2708,915.0543,910.7242,742.7336,902.3371,1206.5297,906.4135,1349.5750,1188.5841,1184.5905,829.7269,910.0142,854.9350,679.7473,916.5566,776.6301,
2006-04-04,1067.4860,776.0734,1374.9039,843.0364,794.9081,1015.1955,822.8990,945.9502,793.8125,981.0270,1036.3305,1363.6556,877.4603,1105.6049,930.2350,922.3854,750.3485,913.9389,1216.2571,920.0244,1374.0689,1211.7177,1181.6715,840.2494,937.5256,857.2250,686.6484,918.2195,781.5230,
2006-04-05,1074.4153,776.9366,1385.9849,846.9219,797.3030,1021.5023,838.3425,953.6058,796.7575,990.1409,1047.7165,1377.5354,884.7608,1113.2021,940.0495,923.9456,753.6545,918.4822,1225.2086,926.8692,1376.3836,1200.1532,1212.0041,847.9744,950.8062,859.8952,694.1769,919.4971,784.5906,
2006-04-06,1074.8278,776.9864,1445.2200,842.0605,792.8466,1021.9066,830.4348,960.8376,798.2621,1006.6304,1053.8174,1385.2526,886.8869,1113.7943,939.8552,929.3585,748.9766,918.3487,1237.5225,925.2141,1355.2612,1201.8814,1222.9001,842.8599,950.0427,862.8242,681.8384,925.0937,782.3182,
2006-04-07,1069.9662,760.9602,1468.6721,846.2417,786.8213,1033.8365,843.0643,976.4944,809.4532,1017.9801,1074.7149,1389.5240,887.8165,1121.2507,956.7289,940.6820,753.4394,925.6579,1239.6269,930.1144,1334.6917,1198.9420,1225.0292,847.2304,980.2389,860.7585,710.0142,937.6774,803.2502,
2006-04-10,1081.4408,795.2402,1459.9229,859.0961,797.9921,1047.0583,858.4159,990.3221,822.8998,1033.2872,1091.1090,1456.8949,917.8421,1138.7799,977.2576,957.9911,765.8338,947.8159,1243.8808,943.6159,1366.0529,1239.0312,1233.9028,861.1125,990.6948,858.0247,727.4601,978.6215,827.4517,
2006-04-11,1085.9848,807.3116,1452.7863,862.3337,803.4755,1046.5277,855.3741,988.5602,814.0760,1025.8585,1086.7867,1472.4596,923.3446,1145.9023,974.1458,964.0986,767.6228,968.2645,1236.5382,946.4962,1366.4373,1243.3914,1248.9865,870.3603,975.0606,852.5299,719.9554,966.8244,829.0613,
2006-04-12,1098.9391,795.0655,1429.4781,859.2666,797.9793,1046.6179,864.5164,982.5698,821.6408,1031.4421,1092.1369,1470.2354,920.0370,1149.9414,970.4389,929.0701,769.2673,964.3994,1240.7645,953.1948,1356.8247,1211.1481,1224.6695,868.2140,973.4477,848.8129,718.2077,974.0184,831.7310,
2006-04-13,1077.7956,754.9330,1363.0220,842.7001,798.3360,1026.1831,849.9106,961.6524,791.9034,1003.4408,1065.1884,1417.8675,895.1698,1112.3108,939.5377,910.5628,751.9156,935.5493,1219.3604,933.9658,1324.2430,1168.0000,1183.6947,847.1311,937.3780,839.6021,693.5446,934.2050,817.8934,
2006-04-14,1103.2132,768.8027,1407.0831,856.7494,825.6508,1044.3538,868.8818,980.1004,805.4654,1029.2505,1089.1749,1457.9961,915.8187,1131.1773,955.2706,929.7962,762.2162,961.4312,1242.5114,948.7904,1365.1353,1259.9029,1209.3976,860.7830,949.3150,846.4382,707.3247,971.9551,787.7194,
2006-04-17,1132.6419,765.1822,1401.1310,859.0474,828.5301,1040.3021,866.2576,977.8108,804.1593,1049.9486,1092.4682,1460.1030,919.5281,1136.4831,967.8528,935.8706,765.2905,969.0686,1263.8625,953.8174,1366.0284,1326.3679,1196.8567,866.5887,954.8509,848.1691,711.1102,977.1386,795.8263,
2006-04-18,1129.3418,766.4808,1477.6469,858.4868,841.2314,1035.6663,863.7946,985.7377,810.0368,1054.9964,1092.9007,1493.2541,912.7958,1129.7474,960.4648,930.5552,765.3500,962.4136,1312.4199,945.6809,1356.3889,1314.3360,1200.9879,864.8389,955.1688,842.9092,709.5421,1015.2310,797.9709,
2006-04-19,1162.4658,774.6283,1544.2619,844.8609,833.1652,1028.9475,868.3096,978.4406,817.2261,1057.5658,1099.4425,1520.8195,911.9538,1140.8255,976.4900,923.9188,760.0651,962.1878,1337.1997,952.3411,1349.3377,1307.2866,1227.0593,862.4412,947.2526,835.2638,701.1480,1008.4452,795.7557,
