,Energy,Materials,Industrials,Consumer Discretionary,Consumer Staples,Health Care,Financials,Information Technology,Communication Services,Utilities,Real Estate
2016-04-01,1.8544095688364721,2.355290720023774,2.932609605816218,10.737021835886106,10.962057826766467,8.749898786247776,14.598076996756156,3.085152095840691,2.4190363550595326,9.668767539822243,
2016-07-01,0.23218298774885104,0.7008372637711028,0.3301940961708453,1.9449462153872092,3.5909345628858316,2.780155278481364,2.909579545187171,1.2619725434074194,0.7271427866044199,2.9434905171964836,
2016-10-10,0.7165795767930231,1.990025076966914,0.9666336881370374,5.52917606776209,6.244901492254771,5.680809415720781,7.223280551850057,3.0265802183417665,1.3664167352018708,5.935398425869792,
2017-01-03,1.2380810003794298,3.1367520845127275,2.0329156859793076,9.967276145353162,8.35319468369607,8.489121542114926,11.906146680426911,4.887011160000556,2.2773668235730153,8.678971710025804,
2017-04-05,2.02424200187437,3.6045657054680444,3.1003548981559406,13.802019752125993,8.193289221842612,9.649938122452669,21.221620030264937,7.00291141973637,2.7746749725848834,8.981590174719782,19.06867256532863
2017-07-03,1.2008656139663343,1.9251013286975598,0.6065816490987312,3.4491146077796992,3.2659616679926007,2.845057347344172,6.247276597765939,1.1650420979094216,0.7286899653280401,1.8760970784460718,1.7302823581395876
2017-10-09,2.5256352410277043,4.5323564475917735,1.8222347909532899,10.180404721673343,5.468480412318006,5.5702594059283035,12.39664826085266,3.987170047286441,1.6017132473229387,3.522801077494819,7.134672794465717
2018-01-02,3.6997837135867586,7.442112129930677,3.3147994308041593,15.725113235475051,7.617780619333062,8.247480109437953,17.268424412356243,6.15166891161767,2.225972325525656,5.928718557076327,8.88864045622219
2018-04-02,4.427283376664762,9.47494309747214,4.232555220131731,16.780454422653776,9.679153983974173,8.54589333816423,21.808219343856415,7.709368705235006,2.0334083504617353,6.098300640478986,18.50879205242279
2018-07-02,1.5675508458065128,3.2108544322012618,0.9211090003987614,4.432838080923235,3.274446422507634,2.468728798324398,6.438913450314825,1.9123201897506745,0.5802531655122051,2.0409859019017786,1.7558704032175954
2018-10-08,3.1523338538353496,6.885565373047595,2.4689435137671274,10.134336565414358,5.5609479859703805,5.030449333717098,13.23271521935879,3.0631978194814447,1.5313160270542212,3.847920641556932,8.209758378202526
2019-01-02,4.946865054935166,9.872170926343273,3.763330211963373,15.543479662429641,8.745454889317248,7.311030139126911,19.29013650793031,5.083527758914442,2.1311555290696815,6.168608696113732,10.891767645973227
2019-04-01,5.534659114363816,10.064674865208772,4.312455171434816,16.751896746361588,12.292832633486501,8.346517860822402,20.94965846977818,6.21312527822567,2.2911588864731276,6.530928402049824,22.48718215134463
2019-07-01,1.468500544891998,2.431222969984795,1.0824595582196526,3.8577234741406983,3.8395047126783277,2.1814777379608916,7.317554847841362,1.8346531402989055,0.7890055950056325,2.3137423160792268,1.8411172474474535
2019-10-08,3.0433334769441367,4.910476415148311,2.468340660242296,8.699877842132075,5.837401163003171,3.8980377982266416,13.536583152763603,3.9976173472995127,1.2176085845042384,4.33808864528685,9.403632163561051
2020-01-02,4.096759038963728,6.918544756759591,3.508089918795477,13.534871573657098,8.991881576488499,5.671955290284719,19.461997661155007,6.553326655732142,1.6651435759065256,6.968656718870072,12.291342873037644
2020-04-01,5.2932888869474874,8.608258414073909,4.055010029551872,15.083454124892524,9.627064293587475,7.133486524108058,22.95158673140175,6.818667134820541,1.542403594124826,7.233419066853947,24.37841292699752
2020-07-01,0.2973117157706022,1.1636645948162576,-2.593537403806302,1.1145330609503097,3.9816607660602688,1.8521460779324976,6.176018070872313,1.0777203502764428,-8.93883147999539,1.002799203157882,1.5567108325381498
2020-10-09,1.3563709970450435,3.193249051478469,2.4878060624643967,6.602162043070158,6.7338441314746245,4.433918414983535,10.32378629211047,3.8023090155463386,1.4393587501659306,4.122329910614159,9.166531392407586
