ticker,industry,included,excluded
601857.SH,6210,20000407,null
601858.SH,6225,20161228,null
601860.SH,6240,20181119,null
601865.SH,6215,20190121,null
601866.SH,6220,20040616,null
601869.SH,6245,20180702,null
601872.SH,6220,20061201,null
601877.SH,6220,20100121,null
601878.SH,6240,20170516,null
601880.SH,6220,20060428,null
601881.SH,6240,20130522,null
601882.SH,6220,20161017,null
601886.SH,6220,20110818,null
601888.SH,6225,20091015,null
601890.SH,6220,20101228,null
601898.SH,6210,20061219,null
601899.SH,6215,20031223,null
601900.SH,6225,20160215,null
601901.SH,6240,20110810,null
601908.SH,6220,20110908,20140504
601908.SH,6245,20140505,20160426
601908.SH,6255,20160427,null
601916.SH,6240,20160330,null
601918.SH,6210,20071219,null
601919.SH,6220,20050630,null
601928.SH,6225,20111130,null
601929.SH,6225,20120223,null
601933.SH,6230,20101215,null
601939.SH,6240,20051027,null
601949.SH,6225,20170731,null
601952.SH,6230,20170424,null
601956.SH,6220,20201225,null
601958.SH,6215,20080417,null
601963.SH,6240,20131106,null
601965.SH,6225,20120611,null
601966.SH,6225,20160706,null
601968.SH,6215,20150611,null
601969.SH,6215,20141209,null
601975.SH,6220,19970612,null
601985.SH,6255,20150610,null
601988.SH,6240,20060601,null
601989.SH,6220,20091216,null
601990.SH,6240,20151022,null
601991.SH,6255,19970321,null
601992.SH,6215,20090729,null
601995.SH,6240,20151109,null
601996.SH,6215,20110929,null
601997.SH,6240,20100602,null
601998.SH,6240,20070427,null
601999.SH,6225,20071221,null
603000.SH,6245,20120427,null
603001.SH,6225,20120426,null
603002.SH,6215,20120518,20201124
603002.SH,6245,20201125,null
603003.SH,6210,20120817,null
603005.SH,6245,20140210,null
603006.SH,6225,20140630,null
603007.SH,6220,20160714,null
603008.SH,6225,20120717,null
603009.SH,6225,20140718,null
603010.SH,6215,20141010,null
603011.SH,6220,20141107,null
603012.SH,6220,20150320,null
603013.SH,6225,20180416,null
603015.SH,6220,20150303,null
603016.SH,6220,20160701,null
603017.SH,6220,20141231,20150305
603017.SH,6220,20150306,null
603018.SH,6220,20141013,null
603019.SH,6245,20141106,null
603020.SH,6230,20150325,null
603021.SH,6215,20150423,null
603022.SH,6215,20150518,null
603023.SH,6225,20150527,null
603025.SH,6220,20150422,null
603026.SH,6215,20150529,null
603027.SH,6230,20160307,null
603028.SH,6215,20160331,null
603029.SH,6220,20160427,null
603030.SH,6220,20150320,null
603031.SH,6230,20160808,null
603032.SH,6220,20161215,null
603033.SH,6215,20161115,null
603035.SH,6225,20161215,null
603036.SH,6210,20161118,null
603037.SH,6225,20161219,null
603038.SH,6220,20161230,null
603039.SH,6245,20161229,null
603040.SH,6225,20170119,null
603041.SH,6215,20170310,null
603042.SH,6245,20170511,null
603043.SH,6230,20170607,null
603045.SH,6215,20150701,null
603050.SH,6220,20170322,null
603053.SH,6255,20191125,null
603055.SH,6215,20170901,null
603056.SH,6220,20171226,null
603058.SH,6220,20161202,null
603059.SH,6230,20180207,null
603060.SH,6220,20161020,null
603063.SH,6220,20170710,null
603066.SH,6220,20150611,null
603067.SH,6215,20160824,null
603068.SH,6245,20190325,null
603069.SH,6220,20160712,null
603076.SH,6220,20171030,null
603077.SH,6215,20120731,null
603078.SH,6215,20170323,null
603079.SH,6235,20170809,null
603080.SH,6255,20150311,null
603081.SH,6220,20170328,null
603083.SH,6245,20171023,null
603085.SH,6225,20150630,null
603086.SH,6215,20170426,null
603087.SH,6235,20200608,null
603088.SH,6220,20141111,null
603089.SH,6225,20170106,null
603090.SH,6220,20160808,null
603093.SH,6240,20190813,null
603095.SH,6220,20200325,null
603096.SH,6225,20150515,null
603098.SH,6220,20161123,null
603099.SH,6225,20140822,null
603100.SH,6220,20140805,null
603101.SH,6225,20160506,null
603103.SH,6225,20170913,null
603105.SH,6245,20150930,null
603106.SH,6245,20170831,null
603108.SH,6235,20150527,null
603109.SH,6225,20191210,null
603110.SH,6215,20170918,null
603111.SH,6220,20140801,null
603112.SH,6220,20200825,null
603113.SH,6210,20170419,null
603115.SH,6215,20190723,null
603116.SH,6225,20150629,null
603117.SH,6220,20150629,null
603118.SH,6245,20150225,null
603121.SH,6225,20181127,null
603123.SH,6225,20120503,null
603126.SH,6220,20140731,null
603127.SH,6235,20170807,null
603128.SH,6220,20120529,null
603129.SH,6225,20170731,null
603131.SH,6220,20160607,null
603133.SH,6245,20170228,null
603136.SH,6225,20170913,null
603138.SH,6245,20170213,null
603139.SH,6235,20170327,null
603155.SH,6215,20151231,null
603156.SH,6230,20180122,null
603157.SH,6225,20141009,null
603158.SH,6225,20150320,null
603159.SH,6220,20160725,null
603160.SH,6245,20160920,null
603161.SH,6225,20141103,null
603165.SH,6215,20161226,null
603166.SH,6225,20141127,null
603167.SH,6220,20120906,null
603168.SH,6235,20140702,null
603169.SH,6220,20141009,null
603177.SH,6220,20170110,null
603178.SH,6225,20170214,null
603179.SH,6225,20170227,null
603180.SH,6225,20170427,null
603181.SH,6215,20170731,null
603183.SH,6220,20170815,null
603185.SH,6220,20181210,null
603186.SH,6245,20161214,null
603187.SH,6220,20140701,null
603188.SH,6215,20140909,null
603189.SH,6245,20160825,null
603192.SH,6215,20180718,null
603195.SH,6225,null,20180927
603195.SH,6220,20200107,null
603196.SH,6225,20170508,null
603197.SH,6225,20170502,null
603198.SH,6230,20150528,null
603199.SH,6225,20150326,null
603200.SH,6220,20170516,null
603203.SH,6220,20161018,null
603208.SH,6225,20170116,null
603212.SH,6215,20200410,null
603214.SH,6225,20180313,null
603217.SH,6215,20190513,null
603218.SH,6220,20161208,null
603220.SH,6245,20181029,null
603221.SH,6225,20200303,null
603222.SH,6235,20150217,null
603223.SH,6220,20150630,null
603225.SH,6215,20170327,null
603226.SH,6215,20170524,null
603227.SH,6215,20150515,null
603228.SH,6245,20161216,null
603229.SH,6235,20170417,null
603232.SH,6245,20170407,null
603233.SH,6230,20170711,null
603236.SH,6245,20160227,null
603238.SH,6225,20170126,null
603239.SH,6225,20161123,null
603256.SH,6220,20190610,null
603258.SH,6245,20160930,null
603259.SH,6235,20180416,null
603260.SH,6215,20171010,null
603266.SH,6225,20161219,null
603267.SH,6245,20190422,null
603268.SH,6225,20150319,null
603269.SH,6220,20170425,null
603277.SH,6220,20150717,null
603278.SH,6215,20171023,null
603279.SH,6220,20150717,null
603283.SH,6220,20171205,20201209
603283.SH,6245,20201210,null
603286.SH,6225,20170515,null
603288.SH,6230,20140211,null
603289.SH,6220,20171010,null
603290.SH,6245,null,20181011
603290.SH,6245,20200107,null
603297.SH,6220,20180821,null
603298.SH,6220,20161205,null
603299.SH,6215,20151231,null
603300.SH,6220,20150529,null
603301.SH,6235,20180321,null
603302.SH,6220,20171204,null
603303.SH,6225,20170310,null
603305.SH,6225,20170619,null
603306.SH,6225,20140926,null
603308.SH,6220,20140122,null
603309.SH,6235,20150302,null
603311.SH,6225,20150518,null
603313.SH,6225,20160914,null
603315.SH,6220,20150424,null
603316.SH,6220,20170508,null
603317.SH,6230,20190326,null
603318.SH,6220,20150424,20201020
603318.SH,6255,20201021,null
603319.SH,6225,20161020,null
603320.SH,6220,20170411,null
603321.SH,6220,20170828,null
603322.SH,6245,20160714,null
603323.SH,6240,20161018,null
603324.SH,6220,20191018,null
603326.SH,6225,20170510,null
603327.SH,6245,20190429,null
603328.SH,6245,20140701,null
603329.SH,6220,20171212,null
603330.SH,6215,20170123,null
603331.SH,6220,20170615,null
603332.SH,6215,20181224,null
603333.SH,6220,20120507,null
603335.SH,6225,20170601,null
603336.SH,6230,20161031,null
603337.SH,6220,20161229,null
603338.SH,6220,20150325,null
603339.SH,6220,20160519,null
603345.SH,6230,20170124,null
603348.SH,6225,20150318,null
603351.SH,6215,20190114,null
603353.SH,6210,20200225,null
603355.SH,6225,20150513,null
603356.SH,6220,20180103,null
603357.SH,6220,20170712,null
603358.SH,6225,20170105,null
603359.SH,6220,20170724,20200415
603359.SH,6220,20200416,null
603360.SH,6215,20170109,null
603363.SH,6230,20170905,null
603365.SH,6225,20171031,null
603366.SH,6225,20120521,null
603367.SH,6235,20170911,null
603368.SH,6235,20141204,null
603369.SH,6230,20140703,null
603377.SH,6225,20160205,null
603378.SH,6215,20170911,null
603379.SH,6215,20190313,null
603380.SH,6245,20170601,null
603383.SH,6245,20170502,null
603385.SH,6220,20170313,null
603386.SH,6245,20170822,null
603387.SH,6235,20170626,null
603388.SH,6220,20170213,null
603389.SH,6225,20161125,null
603390.SH,6225,20160429,20180614
603390.SH,6245,20180615,20190127
603390.SH,6225,20191105,null
603392.SH,6235,20200403,null
603393.SH,6255,20160823,null
603396.SH,6245,20170927,null
603398.SH,6225,20151209,null
603399.SH,6215,20120824,null
603408.SH,6230,20200709,null
603416.SH,6220,20161129,null
603421.SH,6245,20160912,null
603429.SH,6220,20170110,null
603439.SH,6235,20150817,null
603444.SH,6245,20161220,null
603456.SH,6235,20141010,null
603458.SH,6220,20170720,null
603466.SH,6225,20170925,null
603477.SH,6225,20171128,20200819
603477.SH,6230,20200820,null
603486.SH,6225,20180508,null
603488.SH,6220,20170424,null
603489.SH,6220,20190924,null
603496.SH,6245,20170516,null
603499.SH,6215,20170918,null
603500.SH,6220,20170815,null
603501.SH,6245,20170412,null
603505.SH,6215,20170412,null
603506.SH,6260,20160701,20170301
603506.SH,6260,20170302,null
603507.SH,6220,20171017,null
603508.SH,6245,20151224,null
603511.SH,6220,null,20200623
603511.SH,6225,20200624,null
603515.SH,6225,20160729,null
603516.SH,6245,20151201,null
603517.SH,6230,20170227,null
603518.SH,6225,20141203,null
603519.SH,6225,20150319,null
603520.SH,6235,20160309,null
603527.SH,6215,20150611,null
603528.SH,6245,20160503,null
603530.SH,6220,20190625,null
603533.SH,6225,20170830,null
603535.SH,6220,20170719,null
603536.SH,6230,20170522,null
603538.SH,6235,20170316,null
603551.SH,6220,20191224,null
603555.SH,6225,20140124,null
603556.SH,6220,20161021,null
603557.SH,6225,20170731,null
603558.SH,6225,20150127,null
603559.SH,6245,20161110,null
603565.SH,6220,20160226,20190403
603565.SH,6220,20200818,null
603566.SH,6235,20150518,null
603567.SH,6235,20150424,null
603568.SH,6220,20150528,null
603569.SH,6220,20091125,null
603577.SH,6220,20161201,null
603578.SH,6225,20170306,null
603579.SH,6235,20161227,null
603580.SH,6215,20140124,null
603583.SH,6220,20140808,null
603585.SH,6215,20161124,null
603586.SH,6225,20170313,null
603587.SH,6225,20180604,null
603588.SH,6220,20141229,null
603589.SH,6230,20150629,null
603590.SH,6235,20180806,null
603595.SH,6245,20170622,null
603596.SH,6225,20180319,null
603598.SH,6225,20150527,null
603599.SH,6215,20150513,null
603600.SH,6225,20150123,null
603601.SH,6215,20150122,null
603602.SH,6245,20170725,null
603603.SH,6220,20170123,null
603605.SH,6230,20171025,null
603606.SH,6220,20141015,null
603607.SH,6215,20170928,null
603608.SH,6225,20160218,null
603609.SH,6230,20140808,null
603610.SH,6225,20191009,null
603611.SH,6220,20150128,null
603612.SH,6215,20170628,null
603613.SH,6245,20150423,null
603615.SH,6225,20170117,null
603616.SH,6220,20150611,null
603617.SH,6220,20170612,null
603618.SH,6220,20150217,null
603619.SH,6210,20170724,null
603626.SH,6245,20170113,null
603628.SH,6220,20161221,null
603629.SH,6245,20181203,null
603630.SH,6230,20170221,null
603633.SH,6245,20161031,null
603636.SH,6245,20141230,null
603637.SH,6220,20170112,null
603638.SH,6220,20161230,null
603639.SH,6215,20161222,null
603648.SH,6220,20170824,null
603650.SH,6215,20180606,null
603655.SH,6225,20171211,null
603656.SH,6220,20170307,null
603657.SH,6225,20180710,null
603658.SH,6235,20160811,null
603659.SH,6215,20171016,null
603660.SH,6245,20161109,null
603661.SH,6225,20171031,null
603662.SH,6220,20190716,null
603663.SH,6215,20160711,null
603665.SH,6225,20121017,null
603666.SH,6220,20180529,null
603667.SH,6220,20160927,null
603668.SH,6230,20161227,null
603669.SH,6235,20150528,null
603676.SH,6235,20170703,null
603677.SH,6225,20170116,null
603678.SH,6245,20150126,null
603679.SH,6220,20170531,null
603680.SH,6220,20180131,null
603681.SH,6215,20140915,null
603682.SH,6240,null,20170301
603682.SH,6260,20170302,20171030
603682.SH,6220,20200331,null
603683.SH,6215,20170925,null
603685.SH,6225,20171106,null
603686.SH,6220,20150126,null
603687.SH,6215,20190617,null
603688.SH,6215,20141031,null
603689.SH,6210,20161216,null
603690.SH,6220,20161223,null
603693.SH,6255,20150820,null
603696.SH,6230,20151209,null
603697.SH,6230,20141120,null
603698.SH,6220,20150128,null
603699.SH,6220,20140117,null
603700.SH,6220,20160115,null
603701.SH,6225,20160412,null
603703.SH,6245,20150423,null
603706.SH,6255,20180619,null
603707.SH,6235,20170628,null
603708.SH,6230,20161122,null
603709.SH,6225,20180125,null
603711.SH,6230,20171113,null
603712.SH,6245,20180130,null
603713.SH,6220,20180625,null
603716.SH,6235,20161017,null
603717.SH,6220,20170214,null
603718.SH,6235,20150515,null
603719.SH,6225,20200114,null
603721.SH,6225,20170724,null
603722.SH,6215,20140124,null
603725.SH,6215,20111107,null
603726.SH,6220,20160421,null
603727.SH,6210,20161031,null
603728.SH,6220,20170418,null
603729.SH,6225,20150324,null
603730.SH,6225,20170619,null
603733.SH,6215,20180328,null
603737.SH,6215,20160603,null
603738.SH,6245,20160912,null
603739.SH,6235,null,20181223
603739.SH,6230,20181224,null
603755.SH,6230,20190807,null
603757.SH,6220,20170620,null
603758.SH,6225,20170425,null
603759.SH,6255,20190628,null
603766.SH,6225,20120810,null
603767.SH,6225,20170502,null
603768.SH,6225,20170213,null
603773.SH,6245,20150720,null
603776.SH,6220,20170728,null
603777.SH,6230,20160913,null
603778.SH,6220,20151231,null
603779.SH,6230,20160516,null
603786.SH,6225,20110228,null
603787.SH,6225,20170407,null
603788.SH,6225,20150120,null
603789.SH,6220,20150427,null
603790.SH,6215,20180822,null
603797.SH,6220,20170321,null
603798.SH,6210,20160406,null
603799.SH,6215,20150129,null
603800.SH,6210,20151210,null
603801.SH,6225,20170612,null
603803.SH,6245,20170328,null
603806.SH,6245,20140905,null
603808.SH,6225,20150422,null
603809.SH,6225,20171018,null
603810.SH,6215,20180904,null
603811.SH,6235,20170223,null
603813.SH,6220,20170808,null
603815.SH,6220,20190903,null
603816.SH,6225,20160919,null
603817.SH,6255,20170123,null
603818.SH,6225,20150422,null
603819.SH,6220,20161031,null
603822.SH,6215,20160428,null
603823.SH,6215,20161129,null
603825.SH,6225,20170713,null
603826.SH,6215,20170321,null
603828.SH,6220,20150226,null
603829.SH,6220,20170920,null
603833.SH,6225,20170307,null
603836.SH,6220,20200703,null
603838.SH,6225,20150701,null
603839.SH,6225,20170116,null
603843.SH,6220,20160725,null
603848.SH,6225,20171113,null
603855.SH,6220,20170503,null
603856.SH,6220,20171016,null
603858.SH,6235,20161031,null
603859.SH,6220,20160926,20191209
603859.SH,6245,20191210,null
603860.SH,6220,20170719,null
603861.SH,6220,20160322,null
603863.SH,6215,20141222,null
603866.SH,6230,20151222,null
603867.SH,6215,20160730,null
603868.SH,6225,20160418,null
603869.SH,6225,20150326,20180716
603869.SH,6245,20180717,null
603871.SH,6220,20180123,null
603876.SH,6215,20180327,null
603877.SH,6225,20161219,null
603878.SH,6215,20161128,null
603879.SH,6215,20170523,null
603880.SH,6235,20170718,null
603881.SH,6245,20170109,null
603882.SH,6235,20170821,null
603883.SH,6230,20150423,null
603885.SH,6220,20150527,null
603886.SH,6230,20161206,null
603887.SH,6220,20160823,20200826
603887.SH,6245,20200827,null
603888.SH,6245,20161010,null
603889.SH,6225,20141231,null
603890.SH,6245,20171121,null
603893.SH,6245,20200110,null
603895.SH,6220,20180108,null
603896.SH,6235,20170418,null
603897.SH,6220,20180319,null
603898.SH,6225,20150217,null
603899.SH,6220,20150127,null
603900.SH,6225,20161031,null
603901.SH,6220,20150529,null
603903.SH,6220,20170222,null
603906.SH,6210,20170314,null
603908.SH,6225,20170221,null
603909.SH,6220,20160628,null
603912.SH,6220,20171012,null
603915.SH,6220,20190527,null
603916.SH,6215,20171023,null
603917.SH,6225,20171114,null
603918.SH,6245,20150528,null
603919.SH,6230,20160310,null
603920.SH,6245,20170406,null
603922.SH,6225,20170904,null
603926.SH,6225,20170327,null
603927.SH,6245,20060123,null
603928.SH,6215,20161121,null
603929.SH,6220,20161212,null
603931.SH,6215,20200730,null
603933.SH,6245,20170615,null
603936.SH,6245,20151209,null
603937.SH,6215,20150513,null
603938.SH,6215,20170608,null
603939.SH,6230,20150217,null
603948.SH,6215,20200211,null
603949.SH,6225,20160526,null
603950.SH,6225,20200414,null
603955.SH,6220,20170123,null
603956.SH,6220,20190128,null
603958.SH,6225,20160629,null
603959.SH,6220,20160517,null
603960.SH,6220,20170228,null
603963.SH,6235,20170904,null
603966.SH,6220,20170104,null
603967.SH,6220,20190319,null
603968.SH,6215,20150518,null
603969.SH,6215,20150227,null
603970.SH,6220,20171030,null
603976.SH,6235,20170731,null
603977.SH,6215,20161024,null
603978.SH,6215,20170724,null
603979.SH,6220,20150630,20210114
603979.SH,6215,20210115,null
603980.SH,6215,20170524,null
603982.SH,6225,20190411,null
603983.SH,6230,20190617,null
603985.SH,6220,20170420,null
603986.SH,6245,20160728,null
603987.SH,6235,20161031,null
603988.SH,6220,20141104,null
603989.SH,6245,20150515,null
603990.SH,6245,20161123,null
603991.SH,6215,20170222,null
603992.SH,6220,20190806,null
603993.SH,6215,20070426,null
603995.SH,6215,20191112,null
603996.SH,6225,20151222,null
603997.SH,6225,20150302,null
603998.SH,6235,20141205,null
603999.SH,6225,20151210,null
605001.SH,6215,null,20190412
605001.SH,6220,20200428,null
605003.SH,6225,20200728,null
605005.SH,6225,20190628,null
605006.SH,6215,20200813,null
605007.SH,6215,20190621,null
605008.SH,6215,20190404,null
605009.SH,6230,20200819,null
605016.SH,6235,null,20191211
605016.SH,6230,20191212,null
605018.SH,6225,20200909,null
605050.SH,6220,20200901,null
605055.SH,6225,20190621,null
605058.SH,6245,20200922,null
605060.SH,6220,20190628,null
605066.SH,6220,20200721,null
605068.SH,6225,20190628,null
605077.SH,6230,20200814,null
605080.SH,6225,20191227,null
605081.SH,6220,20190621,null
605086.SH,6215,20191122,null
605088.SH,6225,20151030,null
605089.SH,6230,20200814,null
605090.SH,6220,null,20180927
605090.SH,6255,20191227,null
605098.SH,6225,20150128,null
605099.SH,6215,20121231,null
605100.SH,6220,20160129,null
605108.SH,6225,20200624,null
605111.SH,6245,20160723,null
605116.SH,6235,20200901,null
605117.SH,6245,20171130,20190627
605117.SH,6225,20190628,null
605118.SH,6245,20200709,null
605122.SH,6215,20190621,null
605123.SH,6220,20200805,null
605128.SH,6215,null,20181115
605128.SH,6225,20200811,null
605133.SH,6225,20190614,null
605136.SH,6225,20200909,null
605151.SH,6225,20190510,null
605155.SH,6215,20190628,null
605158.SH,6215,20200717,null
605166.SH,6215,20160428,null
605168.SH,6220,20150421,20190425
605168.SH,6225,20200423,null
605169.SH,6255,20190531,null
605177.SH,6235,20190614,null
605178.SH,6220,20200807,null
605179.SH,6230,20190621,null
605180.SH,6225,20190524,null
605183.SH,6215,20150918,null
605186.SH,6235,20190621,null
605188.SH,6230,20200617,null
605196.SH,6220,20160401,null
605198.SH,6230,20030422,null
605199.SH,6235,20200617,null
605208.SH,6215,20120720,null
605218.SH,6245,20200908,null
605222.SH,6220,20200713,null
605228.SH,6225,20200824,null
605255.SH,6225,20200805,null
605258.SH,6245,20160930,null
605266.SH,6235,null,20200727
605266.SH,6230,20200728,null
605268.SH,6225,20190621,null
605277.SH,6245,20190628,null
605286.SH,6220,20190906,null
605288.SH,6220,20200518,null
605289.SH,6220,20140305,null
605296.SH,6230,20200410,null
605298.SH,6220,20150915,null
605299.SH,6225,20160730,null
605300.SH,6230,20190927,null
605303.SH,6220,20190621,null
605305.SH,6220,20141120,null
605318.SH,6220,20200710,null
605333.SH,6225,20200708,null
605336.SH,6225,20200915,null
605337.SH,6230,20190621,null
605338.SH,6230,20200915,null
605339.SH,6230,20180629,null
605358.SH,6245,null,20181220
605358.SH,6245,20200825,null
605366.SH,6215,20200723,null
605368.SH,6255,20190118,null
605369.SH,6235,20200902,null
605376.SH,6215,20161230,null
605377.SH,6215,20150526,null
605378.SH,6220,20190628,null
605388.SH,6230,20200729,null
605389.SH,6220,20200916,null
605398.SH,6245,20190531,null
605399.SH,6215,20200715,null
605488.SH,6215,20200619,null
605499.SH,6230,20200424,null
605500.SH,6215,20190606,null
688001.SH,6245,20190619,null
688002.SH,6245,20190624,null
688003.SH,6220,20150811,null
688004.SH,6245,20161130,null
688005.SH,6215,20180202,null
688006.SH,6220,20190625,null
688007.SH,6245,20190702,null
688008.SH,6245,20190628,null
688009.SH,6220,20150807,null
688010.SH,6245,20190703,null
688011.SH,6220,20190703,null
688012.SH,6245,20190703,null
688013.SH,6235,20200909,null
688015.SH,6220,20190706,null
688016.SH,6235,20190704,null
688017.SH,6220,20200811,null
688018.SH,6245,20190703,null
688019.SH,6215,20190703,null
688020.SH,6245,20190705,null
688021.SH,6225,20191016,null
688022.SH,6220,20190705,null
688023.SH,6245,20191017,null
688025.SH,6245,20160825,null
688026.SH,6215,20151126,null
688027.SH,6245,20200616,null
688028.SH,6220,20190705,null
688029.SH,6235,20151110,null
688030.SH,6245,20190909,null
688033.SH,6215,null,20190411
688033.SH,6220,20190705,null
688036.SH,6245,20190910,null
688037.SH,6245,null,20190711
688037.SH,6245,20191126,null
688039.SH,6245,20191122,null
688050.SH,6235,20200710,null
688051.SH,6245,20200228,null
688055.SH,6245,20200729,null
688056.SH,6245,20200813,null
688057.SH,6220,20140605,null
688058.SH,6245,20191015,null
688059.SH,6220,20200624,null
688060.SH,6245,20200619,null
688063.SH,6245,20161031,20200526
688063.SH,6220,20200825,null
688065.SH,6235,20200724,null
688066.SH,6245,20160425,null
688068.SH,6235,20190909,null
688069.SH,6220,20200706,null
688070.SH,6220,20200420,null
688076.SH,6235,20160112,null
688077.SH,6215,20200703,null
688078.SH,6245,20151118,null
688079.SH,6245,null,20200511
688079.SH,6245,20200512,null
688080.SH,6245,20140218,null
688081.SH,6245,20191216,null
688083.SH,6245,20170123,null
688085.SH,6235,20200318,null
688086.SH,6245,20151029,null
688088.SH,6245,null,20190326
688088.SH,6245,20190704,null
688089.SH,6230,20191202,null
688090.SH,6220,20200120,null
688092.SH,6220,20200825,null
688093.SH,6245,20200403,null
688095.SH,6245,20150512,null
688096.SH,6220,20141219,null
688097.SH,6220,20200824,null
688098.SH,6235,20191008,null
688099.SH,6225,null,20190321
688099.SH,6245,20190719,null
688100.SH,6245,20191227,null
688101.SH,6220,20191028,null
688106.SH,6215,20141215,null
688108.SH,6235,20191010,null
688109.SH,6245,20160205,20200511
688109.SH,6245,20200512,null
688111.SH,6245,20191030,null
688113.SH,6220,20200629,null
688116.SH,6225,null,20190321
688116.SH,6215,20190904,null
688118.SH,6245,20191114,null
688122.SH,6215,20141231,null
688123.SH,6245,20191204,null
688126.SH,6240,null,20190429
688126.SH,6245,20200331,null
688127.SH,6220,20160226,20200325
688127.SH,6245,20200326,null
688128.SH,6220,20191017,null
688129.SH,6215,20200409,null
688133.SH,6215,20151216,null
688135.SH,6245,20150907,null
688136.SH,6235,null,20200510
688136.SH,6235,20200511,null
688138.SH,6245,20191031,null
688139.SH,6235,20191008,null
688155.SH,6220,20200722,null
688156.SH,6255,20151008,null
688157.SH,6215,20200519,null
688158.SH,6245,20191230,null
688159.SH,6245,20160127,null
688160.SH,6220,20200420,null
688165.SH,6220,20200622,null
688166.SH,6235,20130514,null
688168.SH,6245,20160727,null
688169.SH,6225,20200123,null
688177.SH,6235,20200123,null
688178.SH,6220,20191224,null
688179.SH,6215,20140612,20200427
688179.SH,6215,20200428,null
688180.SH,6235,20150813,null
688181.SH,6225,20140124,20190505
688181.SH,6245,20191217,null
688183.SH,6245,20200528,null
688185.SH,6235,20190328,null
688186.SH,6215,20200113,null
688188.SH,6245,20190719,null
688189.SH,6235,20200306,null
688191.SH,6220,20150112,null
688195.SH,6245,20200429,null
688196.SH,6215,20191031,null
688198.SH,6235,20191119,null
688199.SH,6215,20120907,null
688200.SH,6245,null,20190806
688200.SH,6245,20200123,null
688201.SH,6245,20200629,null
688202.SH,6235,20191017,null
688208.SH,6245,20200117,null
688215.SH,6245,20150730,null
688217.SH,6235,20200623,null
688218.SH,6220,20160218,null
688219.SH,6215,20200427,null
688221.SH,6235,20160929,null
688222.SH,6235,null,20190708
688222.SH,6235,20200324,null
688228.SH,6245,20161031,null
688229.SH,6245,20200728,null
688233.SH,6245,20200131,null
688256.SH,6245,20200630,null
688258.SH,6245,20191118,null
688260.SH,6245,20200611,null
688266.SH,6235,20200106,null
688268.SH,6215,20161031,null
688277.SH,6235,20151110,null
688278.SH,6235,20191226,null
688286.SH,6245,20151216,null
688288.SH,6250,null,20190327
688288.SH,6225,20191017,null
688289.SH,6235,20200810,null
688298.SH,6235,20200107,null
688299.SH,6215,20160530,null
688300.SH,6215,20150115,null
688301.SH,6220,20200828,null
688308.SH,6220,20200417,null
688309.SH,6220,20160430,null
688310.SH,6235,20151017,null
688311.SH,6220,20200714,null
688312.SH,6245,20200519,null
688313.SH,6245,20200723,null
688314.SH,6235,20200609,null
688315.SH,6235,null,20200603
688315.SH,6235,20200604,null
688316.SH,6245,20200826,null
688317.SH,6235,20151203,null
688318.SH,6245,20200407,null
688321.SH,6235,20190722,null
688323.SH,6215,20200624,null
688328.SH,6220,20141111,20200426
688328.SH,6220,20200427,null
688329.SH,6235,20200602,null
688330.SH,6245,null,20200322
688330.SH,6220,20200323,null
688333.SH,6220,20190703,null
688335.SH,6220,20160227,null
688336.SH,6235,20200703,null
688338.SH,6235,null,20191226
688338.SH,6235,20200715,null
688339.SH,6220,20151127,20190707
688339.SH,6220,20200721,null
688350.SH,6215,20200916,null
688355.SH,6220,20200630,null
688356.SH,6245,null,20191031
688356.SH,6235,20200805,null
688357.SH,6215,20150917,null
688358.SH,6235,20191113,null
688359.SH,6215,20160227,null
688360.SH,6220,20140610,null
688363.SH,6235,20191016,null
688365.SH,6245,20200410,null
688366.SH,6235,20150430,null
688368.SH,6245,20190917,null
688369.SH,6245,20191011,null
688377.SH,6210,20200615,null
688378.SH,6245,20170124,null
688379.SH,6215,20200730,null
688383.SH,6220,20200403,null
688386.SH,6245,20200403,null
688388.SH,6215,20151017,null
688389.SH,6235,20191017,null
688390.SH,6245,20151219,null
688393.SH,6235,20200731,null
688395.SH,6220,20151208,null
688396.SH,6245,20200131,null
688398.SH,6220,null,20190717
688398.SH,6215,20200114,null
688399.SH,6235,20191115,null
688408.SH,6220,20200810,null
688418.SH,6245,20200702,null
688456.SH,6215,20200619,null
688466.SH,6220,20200415,null
688468.SH,6245,null,20200607
688468.SH,6235,20200608,null
688488.SH,6235,20200630,null
688500.SH,6220,20150812,20190626
688500.SH,6245,20200630,null
688505.SH,6235,20020813,null
688508.SH,6245,20140124,null
688510.SH,6220,20160831,null
688513.SH,6235,20160430,null
688516.SH,6220,20160223,null
688518.SH,6220,20150922,null
688519.SH,6245,20101228,null
688520.SH,6235,20200601,null
688521.SH,6245,20200729,null
688526.SH,6235,20200903,null
688528.SH,6220,20200609,null
688529.SH,6220,20200416,null
688533.SH,6225,20200616,null
688536.SH,6245,20160507,null
688538.SH,6245,20200826,null
688550.SH,6215,20151229,null
688551.SH,6220,20200820,null
688555.SH,6245,20160429,null
688556.SH,6220,20151107,null
688557.SH,6245,null,20200423
688557.SH,6220,20200424,null
688558.SH,6220,20200609,null
688559.SH,6245,20200818,null
688560.SH,6215,20200511,null
688561.SH,6245,20200707,null
688565.SH,6220,20141113,20200610
688565.SH,6220,20200611,null
688566.SH,6235,20200423,null
688567.SH,6255,null,20190915
