ticker,industry,included,excluded
002537.SZ,6225,20140901,null
002538.SZ,6215,20110118,null
002539.SZ,6215,20110118,null
002540.SZ,6215,20110118,null
002541.SZ,6220,20110118,null
002542.SZ,6220,20110128,null
002543.SZ,6225,20110128,null
002544.SZ,6245,20110128,null
002545.SZ,6220,20110211,null
002546.SZ,6220,20110211,null
002547.SZ,6220,20110218,null
002548.SZ,6230,20110218,null
002549.SZ,6215,20110218,null
002550.SZ,6235,20110218,20120528
002550.SZ,6235,20120529,null
002551.SZ,6220,20110225,20160425
002551.SZ,6235,20160426,null
002552.SZ,6220,20110225,null
002553.SZ,6225,20110225,null
002554.SZ,6210,20110225,null
002555.SZ,6225,20110302,20150202
002555.SZ,6245,20150203,null
002556.SZ,6215,20110302,null
002557.SZ,6230,20110302,null
002558.SZ,6225,20110302,20160302
002558.SZ,6245,20160303,null
002559.SZ,6220,20110303,null
002560.SZ,6220,20110303,null
002561.SZ,6225,20110303,null
002562.SZ,6235,20110310,null
002563.SZ,6225,20110311,null
002564.SZ,6220,20110310,20170810
002564.SZ,6220,20170811,null
002565.SZ,6215,20110318,null
002566.SZ,6235,20110318,null
002567.SZ,6230,20110325,null
002568.SZ,6215,20110325,20160316
002568.SZ,6230,20160317,null
002569.SZ,6225,20110412,null
002570.SZ,6230,20110412,null
002571.SZ,6225,20110412,null
002572.SZ,6225,20110412,null
002573.SZ,6220,20110422,null
002574.SZ,6225,20110422,null
002575.SZ,6225,20110422,null
002576.SZ,6220,20110428,null
002577.SZ,6245,20110428,null
002578.SZ,6215,20110428,null
002579.SZ,6245,20110506,null
002580.SZ,6220,20110506,null
002581.SZ,6215,20110520,20160417
002581.SZ,6235,20160418,null
002582.SZ,6230,20110520,null
002583.SZ,6245,20110527,null
002584.SZ,6215,20110602,null
002585.SZ,6215,20110602,null
002586.SZ,6220,20110602,null
002587.SZ,6245,20110610,null
002588.SZ,6215,20110610,null
002589.SZ,6235,20110610,null
002590.SZ,6225,20110610,null
002591.SZ,6215,20110621,null
002592.SZ,6225,20111111,null
002593.SZ,6220,20110628,null
002594.SZ,6245,20020731,20081231
002594.SZ,6225,20090101,null
002595.SZ,6220,20110628,null
002596.SZ,6215,20110707,null
002597.SZ,6215,20110707,20180227
002597.SZ,6230,20180228,null
002598.SZ,6220,20110707,null
002599.SZ,6220,20110715,null
002600.SZ,6215,20110715,20150309
002600.SZ,6245,20150310,null
002601.SZ,6215,20110715,null
002602.SZ,6225,20110728,20190426
002602.SZ,6245,20190427,null
002603.SZ,6235,20110728,null
002604.SZ,6230,20110728,20150325
002604.SZ,6230,20150326,null
002605.SZ,6225,20110805,20190819
002605.SZ,6245,20190820,null
002606.SZ,6220,20110805,null
002607.SZ,6225,20110810,20181130
002607.SZ,6225,20181201,null
002608.SZ,6220,20110810,20170323
002608.SZ,6240,20170324,null
002609.SZ,6245,20110815,null
002610.SZ,6245,20110815,null
002611.SZ,6220,20110830,null
002612.SZ,6225,20110830,null
002613.SZ,6220,20110830,null
002614.SZ,6225,20110909,20140504
002614.SZ,6235,20140505,null
002615.SZ,6225,20110909,null
002616.SZ,6225,20110920,20180827
002616.SZ,6255,20180828,null
002617.SZ,6220,20110920,null
002618.SZ,6245,20110920,null
002619.SZ,6215,20110929,20170417
002619.SZ,6245,20170418,null
002620.SZ,6220,20110929,null
002621.SZ,6220,20110929,20190416
002621.SZ,6225,20190417,null
002622.SZ,6220,20111018,null
002623.SZ,6220,20111013,null
002624.SZ,6215,20111028,20141217
002624.SZ,6245,20141218,null
002625.SZ,6225,20111103,20171214
002625.SZ,6220,20171215,null
002626.SZ,6235,20111028,null
002627.SZ,6220,20111103,null
002628.SZ,6220,20111103,null
002629.SZ,6210,20111103,null
002630.SZ,6220,20111111,null
002631.SZ,6215,20111111,null
002632.SZ,6215,20111122,null
002633.SZ,6220,20111122,null
002634.SZ,6225,20111205,null
002635.SZ,6245,20111125,null
002636.SZ,6245,20111125,null
002637.SZ,6215,20111125,null
002638.SZ,6220,20111125,null
002639.SZ,6220,20111205,null
002640.SZ,6225,20111208,20150611
002640.SZ,6225,20150612,null
002641.SZ,6220,20111208,null
002642.SZ,6245,20111220,null
002643.SZ,6215,20111220,null
002644.SZ,6235,20111222,null
002645.SZ,6220,20111220,null
002646.SZ,6230,20111222,null
002647.SZ,6220,20111228,20170322
002647.SZ,6245,20170323,null
002648.SZ,6215,20111228,null
002649.SZ,6245,20120106,null
002650.SZ,6230,20120106,null
002651.SZ,6220,20120106,null
002652.SZ,6220,20120119,null
002653.SZ,6235,20120117,null
002654.SZ,6245,20120217,null
002655.SZ,6245,20120217,null
002656.SZ,6225,20120228,null
002657.SZ,6245,20120228,null
002658.SZ,6245,20120309,null
002659.SZ,6220,20120309,20180112
002659.SZ,6225,20180113,null
002660.SZ,6220,20120316,null
002661.SZ,6230,20120316,null
002662.SZ,6225,20120309,null
002663.SZ,6220,20120316,null
002664.SZ,6225,20120316,null
002665.SZ,6220,20120327,null
002666.SZ,6215,20120327,null
002667.SZ,6220,20120329,null
002668.SZ,6225,20120416,null
002669.SZ,6215,20120416,null
002670.SZ,6245,20120416,20160125
002670.SZ,6240,20160126,null
002671.SZ,6220,20120426,null
002672.SZ,6220,20030129,null
002673.SZ,6240,20120503,null
002674.SZ,6225,20120507,null
002675.SZ,6235,20120525,null
002676.SZ,6225,20120525,null
002677.SZ,6225,20120525,null
002678.SZ,6225,20120530,null
002679.SZ,6215,20120605,null
002680.SZ,6220,20120605,20151105
002680.SZ,6235,20151106,null
002681.SZ,6225,20120605,null
002682.SZ,6220,20120612,null
002683.SZ,6215,20120612,null
002684.SZ,6220,20120612,null
002685.SZ,6220,20120612,20170926
002685.SZ,6220,20170927,null
002686.SZ,6220,20120703,null
002687.SZ,6225,20120713,null
002688.SZ,6235,20120713,null
002689.SZ,6220,20120717,null
002690.SZ,6220,20120731,null
002691.SZ,6220,20120731,null
002692.SZ,6220,20120808,null
002693.SZ,6235,20120808,null
002694.SZ,6220,20120816,null
002695.SZ,6230,20120905,null
002696.SZ,6230,20120905,null
002697.SZ,6230,20120905,null
002698.SZ,6220,20120911,null
002699.SZ,6225,20120911,null
002700.SZ,6255,20120921,null
002701.SZ,6215,20121011,null
002702.SZ,6230,20121011,null
002703.SZ,6225,20060516,null
002705.SZ,6225,20140121,null
002706.SZ,6220,20140121,null
002707.SZ,6225,20140123,null
002708.SZ,6225,20140121,null
002709.SZ,6215,20140123,null
002710.SZ,6235,20140106,null
002711.SZ,6220,20140127,null
002712.SZ,6225,20140123,null
002713.SZ,6220,20140219,null
002714.SZ,6230,20140128,null
002715.SZ,6225,20140219,null
002716.SZ,6215,20140128,null
002717.SZ,6220,20140219,null
002718.SZ,6220,20140128,null
002719.SZ,6230,20140128,null
002721.SZ,6225,20140127,null
002722.SZ,6220,20140128,null
002723.SZ,6225,20140129,null
002724.SZ,6220,20141104,null
002725.SZ,6225,20140129,null
002726.SZ,6230,20140626,null
002727.SZ,6230,20140702,null
002728.SZ,6235,20140731,null
002729.SZ,6220,20140912,null
002730.SZ,6220,20141009,null
002731.SZ,6225,20141104,null
002732.SZ,6230,20141205,null
002733.SZ,6220,20141203,null
002734.SZ,6215,20150127,null
002735.SZ,6215,20141203,null
002736.SZ,6240,20141229,null
002737.SZ,6235,20141230,null
002738.SZ,6220,20141230,20190825
002738.SZ,6215,20190826,null
002739.SZ,6225,20150122,null
002740.SZ,6225,20150122,null
002741.SZ,6215,20150216,null
002742.SZ,6215,20150217,null
002743.SZ,6220,20150217,null
002745.SZ,6245,20150217,null
002746.SZ,6230,20150216,null
002747.SZ,6220,20150320,null
002748.SZ,6215,20150319,null
002749.SZ,6215,20150320,null
002750.SZ,6235,20150324,null
002751.SZ,6220,20150424,null
002752.SZ,6215,20150422,null
002753.SZ,6215,20150519,null
002755.SZ,6220,20150515,20181227
002755.SZ,6235,20181228,null
002756.SZ,6215,20150515,null
002757.SZ,6220,20150527,null
002758.SZ,6235,20150527,null
002759.SZ,6225,20150528,null
002760.SZ,6220,20150611,null
002761.SZ,6225,20150610,20200429
002761.SZ,6220,20200430,null
002762.SZ,6225,20150610,null
002763.SZ,6225,20150610,null
002765.SZ,6225,20150612,20190830
002765.SZ,6245,20190831,null
002766.SZ,6225,20150611,null
002767.SZ,6220,20150612,null
002768.SZ,6215,20150630,null
002769.SZ,6220,20150629,null
002770.SZ,6230,20150630,null
002771.SZ,6245,20150629,null
002772.SZ,6230,20150626,null
002773.SZ,6235,20150626,null
002774.SZ,6220,20170306,null
002775.SZ,6220,20150629,null
002776.SZ,6225,20150626,null
002777.SZ,6245,20151231,null
002778.SZ,6210,20160106,null
002779.SZ,6220,20151209,null
002780.SZ,6225,20151209,null
002781.SZ,6220,20151222,null
002782.SZ,6245,20151222,null
002783.SZ,6215,20151209,null
002785.SZ,6215,20151223,null
002786.SZ,6220,20151223,null
002787.SZ,6215,20151231,null
002788.SZ,6235,20160218,null
002789.SZ,6220,20160311,null
002790.SZ,6220,20160308,null
002791.SZ,6220,20160329,null
002792.SZ,6245,20160328,null
002793.SZ,6220,20160415,20200406
002793.SZ,6235,20200407,null
002795.SZ,6220,20160428,null
002796.SZ,6220,20160510,20200716
002796.SZ,6245,20200717,null
002797.SZ,6240,20160511,null
002798.SZ,6220,20160525,null
002799.SZ,6215,20160608,20190329
002799.SZ,6225,20190330,null
002800.SZ,6220,20160530,null
002801.SZ,6220,20160622,null
002802.SZ,6215,20160629,null
002803.SZ,6215,20160712,20200413
002803.SZ,6245,20200414,null
002805.SZ,6215,20160707,null
002806.SZ,6215,20160712,20181116
002806.SZ,6225,20181117,null
002807.SZ,6240,20160726,null
002808.SZ,6245,20100301,null
002809.SZ,6215,20160809,null
002810.SZ,6215,20160808,null
002811.SZ,6220,20160822,null
002812.SZ,6215,20160823,20181230
002812.SZ,6215,20181231,null
002813.SZ,6245,20160912,null
002815.SZ,6245,20160912,null
002816.SZ,6220,20160927,null
002817.SZ,6235,20160928,null
002818.SZ,6240,20161017,20170301
002818.SZ,6260,20170302,null
002819.SZ,6245,20161020,null
002820.SZ,6230,20161031,null
002821.SZ,6235,20161031,null
002822.SZ,6220,20161108,null
002823.SZ,6220,20161107,null
002824.SZ,6215,20161222,null
002825.SZ,6215,20161110,null
002826.SZ,6235,20161114,null
002827.SZ,6215,20161114,null
002828.SZ,6210,20161118,null
002829.SZ,6220,20161130,null
002830.SZ,6220,20161129,null
002831.SZ,6215,20161125,null
002832.SZ,6225,20161206,null
002833.SZ,6220,20161207,null
002835.SZ,6245,20161206,null
002836.SZ,6220,20161219,null
002837.SZ,6220,20161215,null
002838.SZ,6215,20161215,null
002839.SZ,6240,20161213,null
002840.SZ,6230,20161216,null
002841.SZ,6245,20161229,null
002842.SZ,6215,20161227,null
002843.SZ,6220,20161229,null
002845.SZ,6245,20170105,null
002846.SZ,6215,20170110,null
002847.SZ,6230,20170110,null
002848.SZ,6225,20170116,null
002849.SZ,6220,20170123,null
002850.SZ,6220,20170213,null
002851.SZ,6220,20170214,null
002852.SZ,6230,20170220,null
002853.SZ,6225,20170222,null
002855.SZ,6245,20170228,null
002856.SZ,6220,20170227,null
002857.SZ,6220,20170308,null
002858.SZ,6225,20170313,null
002859.SZ,6245,20170313,null
002860.SZ,6220,20170321,null
002861.SZ,6245,20170323,null
002862.SZ,6225,20170327,null
002863.SZ,6225,20170327,null
002864.SZ,6235,20171025,null
002865.SZ,6225,20170405,null
002866.SZ,6245,20170406,null
002867.SZ,6225,20170410,null
002868.SZ,6235,20170410,null
002869.SZ,6245,20170420,null
002870.SZ,6225,20170425,20210413
002870.SZ,6225,20210414,null
002871.SZ,6220,20170427,null
002872.SZ,6235,20170502,null
002873.SZ,6235,20141023,null
002875.SZ,6225,20170510,null
002876.SZ,6245,20170512,null
002877.SZ,6220,20170515,null
002878.SZ,6225,20170517,null
002879.SZ,6220,20170522,null
002880.SZ,6235,20170522,null
002881.SZ,6245,20170531,null
002882.SZ,6220,20170602,null
002883.SZ,6220,20170606,null
002884.SZ,6220,20170627,null
002885.SZ,6245,20170613,null
002886.SZ,6215,20170612,null
002887.SZ,6220,20170627,null
002888.SZ,6225,20170703,null
002889.SZ,6220,20170710,null
002890.SZ,6220,20170720,null
002891.SZ,6230,20170731,null
002892.SZ,6220,20170731,null
002893.SZ,6255,20170807,null
002895.SZ,6215,20170807,null
002896.SZ,6220,20170816,null
002897.SZ,6245,20170821,null
002898.SZ,6235,20170821,null
002899.SZ,6225,20170828,null
002900.SZ,6235,20170904,null
002901.SZ,6235,20170905,null
002902.SZ,6245,20170912,null
002903.SZ,6220,20170918,null
002905.SZ,6225,20170920,null
002906.SZ,6225,20170918,null
002907.SZ,6235,20170926,null
002908.SZ,6245,20170925,null
002909.SZ,6215,20170928,null
002910.SZ,6230,20151015,null
002911.SZ,6255,20171031,null
002912.SZ,6245,20171107,null
002913.SZ,6245,20171113,null
002915.SZ,6215,20120611,null
002916.SZ,6245,20171121,null
002917.SZ,6215,20171121,null
002918.SZ,6220,20171129,null
002919.SZ,6230,20171129,null
002920.SZ,6225,20171205,null
002921.SZ,6220,20171213,null
002922.SZ,6220,20171212,null
002923.SZ,6235,20171218,null
002925.SZ,6245,20171226,null
002926.SZ,6240,20180116,null
002927.SZ,6220,20180130,null
002928.SZ,6220,20180206,null
002929.SZ,6245,20151128,null
002930.SZ,6220,20151107,null
002931.SZ,6220,20180313,null
002932.SZ,6235,20140124,null
002933.SZ,6220,20180807,null
002935.SZ,6220,20180814,null
002936.SZ,6240,20180830,null
002937.SZ,6245,20180903,null
002938.SZ,6245,20180828,null
002939.SZ,6240,20130925,null
002940.SZ,6235,20180926,null
002941.SZ,6220,20130117,null
002942.SZ,6215,20150127,null
002943.SZ,6220,20181112,null
002945.SZ,6240,20181210,null
002946.SZ,6230,20190108,null
002947.SZ,6245,20190114,null
002948.SZ,6240,20181205,null
002949.SZ,6220,20190129,null
002950.SZ,6235,20190219,null
002951.SZ,6220,20190226,null
002952.SZ,6245,20150721,null
002953.SZ,6220,20190415,null
002955.SZ,6245,20190429,null
002956.SZ,6230,20190603,null
002957.SZ,6220,20190708,null
002958.SZ,6240,20190212,null
002959.SZ,6225,20190715,null
002960.SZ,6245,20190722,null
002961.SZ,6240,20190819,null
002962.SZ,6245,20190827,null
002963.SZ,6220,20190917,null
002965.SZ,6225,20190930,null
002966.SZ,6240,20141009,null
002967.SZ,6220,20150513,null
002968.SZ,6240,20161031,20170301
002968.SZ,6260,20191028,null
002969.SZ,6215,20191111,null
002970.SZ,6245,20191217,null
002971.SZ,6215,20191202,null
002972.SZ,6245,20150401,null
002973.SZ,6220,20191216,null
002975.SZ,6220,20200114,null
002976.SZ,6245,20200217,null
002977.SZ,6245,20200303,null
002978.SZ,6215,20200310,null
002979.SZ,6220,20200318,null
002980.SZ,6220,20200323,null
002981.SZ,6245,null,20190919
002981.SZ,6245,20200327,null
002982.SZ,6230,20140821,null
002983.SZ,6245,null,20181227
002983.SZ,6245,20200407,null
002984.SZ,6225,20200824,null
002985.SZ,6225,null,20181220
002985.SZ,6220,20200408,null
002986.SZ,6215,20200417,null
002987.SZ,6245,20101022,null
002988.SZ,6215,20150430,null
002989.SZ,6220,20200428,null
002990.SZ,6245,20200506,null
002991.SZ,6230,20200713,null
002992.SZ,6245,20200714,null
002993.SZ,6245,20200723,null
002995.SZ,6245,20200720,null
002996.SZ,6215,20150728,null
002997.SZ,6225,20200817,null
002998.SZ,6215,20200817,null
002999.SZ,6215,20200817,null
003000.SZ,6230,20200825,null
003001.SZ,6220,20160106,null
003002.SZ,6215,20200831,null
003003.SZ,6220,20160225,null
003004.SZ,6245,null,20191128
003004.SZ,6245,20191201,null
003005.SZ,6225,20200901,null
003006.SZ,6230,20200901,null
003007.SZ,6245,20200910,null
003008.SZ,6220,20200910,null
003009.SZ,6220,20200907,null
003010.SZ,6225,20151127,null
003011.SZ,6215,20200917,null
003012.SZ,6220,20200921,null
003013.SZ,6220,20200923,null
003015.SZ,6245,20151222,null
003016.SZ,6225,20200929,null
003017.SZ,6215,20160414,20201011
003017.SZ,6215,20201012,null
003018.SZ,6215,20201020,null
003019.SZ,6245,20200327,null
003020.SZ,6235,20200521,null
003021.SZ,6220,20191206,null
003022.SZ,6215,20191212,null
003023.SZ,6225,20200116,null
003025.SZ,6220,20200409,null
003026.SZ,6215,20141021,20190620
003026.SZ,6245,20200629,null
003027.SZ,6220,20191114,null
003028.SZ,6245,20200525,null
003029.SZ,6245,20200116,null
003030.SZ,6230,20201215,null
003031.SZ,6245,20200515,null
003032.SZ,6225,20160830,null
003033.SZ,6225,20200409,null
003035.SZ,6255,20201010,null
003036.SZ,6220,20190906,null
003037.SZ,6215,20200826,null
003038.SZ,6215,20200522,null
003039.SZ,6255,20160227,null
003040.SZ,6245,20200508,null
003041.SZ,6225,20200703,null
003042.SZ,6215,20150831,null
003043.SZ,6220,20181218,null
003816.SZ,6255,20141210,null
300001.SZ,6220,20091030,null
300002.SZ,6245,20091030,null
300003.SZ,6235,20091030,null
300004.SZ,6220,20091030,null
300005.SZ,6225,20091030,20110317
300005.SZ,6225,20110318,null
300006.SZ,6235,20091030,null
300007.SZ,6245,20091030,null
300008.SZ,6220,20091030,20150327
300008.SZ,6220,20150328,null
300009.SZ,6235,20091030,null
300010.SZ,6245,20091030,20160107
300010.SZ,6245,20160108,null
300011.SZ,6220,20091030,null
300012.SZ,6220,20091030,null
300013.SZ,6220,20091030,null
300014.SZ,6220,20091030,null
300015.SZ,6235,20091030,null
300016.SZ,6235,20091030,null
300017.SZ,6245,20091030,null
300018.SZ,6220,20091030,null
300019.SZ,6215,20091030,null
300020.SZ,6245,20091030,null
300021.SZ,6220,20091030,null
300022.SZ,6225,20091030,null
300023.SZ,6210,20091030,20160203
300023.SZ,6240,20160204,null
300024.SZ,6220,20091030,null
300025.SZ,6245,20091030,null
300026.SZ,6235,20091030,null
300027.SZ,6225,20091030,null
300028.SZ,6225,20091030,null
300029.SZ,6245,20091225,null
300030.SZ,6235,20091225,null
300031.SZ,6220,20091225,20170316
300031.SZ,6245,20170317,null
300032.SZ,6245,20091225,null
300033.SZ,6245,20091225,20200713
300033.SZ,6240,20200714,null
300034.SZ,6215,20091225,null
300035.SZ,6220,20091225,null
300036.SZ,6245,20091225,null
300037.SZ,6215,20100108,null
300038.SZ,6245,20100108,20180323
300038.SZ,6245,20180324,null
300039.SZ,6235,20100108,null
300040.SZ,6220,20100108,null
300041.SZ,6215,20100108,null
300042.SZ,6245,20100108,null
300043.SZ,6225,20100120,null
300044.SZ,6245,20100120,null
300045.SZ,6245,20100120,null
300046.SZ,6245,20100120,null
300047.SZ,6245,20100120,null
300048.SZ,6220,20100120,null
300049.SZ,6235,20100120,null
300050.SZ,6245,20100120,null
300051.SZ,6245,20100211,null
300052.SZ,6245,20100211,null
300053.SZ,6245,20100211,null
300054.SZ,6215,20100211,null
300055.SZ,6220,20100226,null
300056.SZ,6215,20100226,20170606
300056.SZ,6220,20170607,null
300057.SZ,6215,20100226,20121024
300057.SZ,6215,20121025,null
300058.SZ,6225,20100226,null
300059.SZ,6245,20100319,20180316
300059.SZ,6240,20180317,null
300061.SZ,6235,20100319,20180423
300061.SZ,6225,20180424,null
300062.SZ,6220,20100319,null
300063.SZ,6215,20100326,20150922
300063.SZ,6225,20150923,null
300064.SZ,6215,20100326,null
300065.SZ,6245,20100326,null
300066.SZ,6220,20100326,null
300067.SZ,6215,20100421,null
300068.SZ,6220,20100421,null
300069.SZ,6220,20100421,null
300070.SZ,6220,20100421,null
300071.SZ,6220,20100421,20150305
300071.SZ,6225,20150306,null
300072.SZ,6220,20100427,null
300073.SZ,6215,20100427,null
300074.SZ,6245,20100427,null
300075.SZ,6245,20100427,null
300076.SZ,6245,20100430,null
300077.SZ,6245,20100430,null
300078.SZ,6245,20100430,null
300079.SZ,6245,20100430,null
300080.SZ,6215,20100625,20180416
300080.SZ,6245,20180417,null
300081.SZ,6225,20100520,20180809
300081.SZ,6245,20180810,null
300082.SZ,6215,20100520,null
300083.SZ,6225,20100520,20101111
300083.SZ,6245,20101112,null
300084.SZ,6210,20100520,null
300085.SZ,6245,20100526,null
300086.SZ,6235,20100526,null
300087.SZ,6230,20100526,null
300088.SZ,6245,20100526,null
300089.SZ,6225,20100625,20180827
300089.SZ,6225,20180828,null
300090.SZ,6220,20100625,20150412
300090.SZ,6220,20150413,null
300091.SZ,6220,20100625,null
300092.SZ,6220,20100708,null
300093.SZ,6215,20100708,null
300094.SZ,6230,20100708,null
300095.SZ,6220,20100728,null
300096.SZ,6245,20100728,null
300097.SZ,6220,20100728,null
300098.SZ,6245,20100728,null
300099.SZ,6245,20100806,null
300100.SZ,6225,20100806,null
300101.SZ,6220,20100806,null
300102.SZ,6245,20100812,null
300103.SZ,6220,20100812,null
300104.SZ,6245,20100812,null
300105.SZ,6220,20100820,null
300106.SZ,6230,20100820,null
300107.SZ,6215,20100820,null
300108.SZ,6215,20100825,20150630
300108.SZ,6235,20150701,null
300109.SZ,6215,20100825,null
300110.SZ,6235,20100825,null
300111.SZ,6245,20100827,null
300112.SZ,6220,20100827,null
300113.SZ,6245,20100827,null
300114.SZ,6245,20100827,null
300115.SZ,6245,20100902,null
300116.SZ,6215,20100902,20160720
300116.SZ,6220,20160721,null
300117.SZ,6220,20100902,null
300118.SZ,6245,20100902,null
300119.SZ,6235,20100917,null
300120.SZ,6220,20100917,20180628
300120.SZ,6245,20180629,null
300121.SZ,6215,20100917,null
300122.SZ,6235,20100928,null
300123.SZ,6220,20100928,20180730
300123.SZ,6220,20180731,null
300124.SZ,6220,20100928,null
300125.SZ,6220,20101013,20160203
300125.SZ,6255,20160204,null
300126.SZ,6220,20101013,null
300127.SZ,6215,20101013,null
300128.SZ,6245,20101013,null
300129.SZ,6220,20101019,null
300130.SZ,6245,20101019,null
300131.SZ,6245,20101019,null
300132.SZ,6215,20101026,null
300133.SZ,6225,20101026,null
300134.SZ,6245,20101026,null
300135.SZ,6215,20101026,null
300136.SZ,6245,20101105,null
300137.SZ,6245,20101105,null
300138.SZ,6230,20101105,null
300139.SZ,6245,20101112,null
300140.SZ,6220,20101112,20140504
300140.SZ,6220,20140505,20170418
300140.SZ,6220,20170419,null
300141.SZ,6220,20101112,null
300142.SZ,6235,20101112,null
300143.SZ,6230,20101209,20170705
300143.SZ,6235,20170706,null
300144.SZ,6225,20101209,null
300145.SZ,6220,20101209,20160425
300145.SZ,6220,20160426,null
300146.SZ,6230,20101215,null
300147.SZ,6235,20101215,null
300148.SZ,6225,20101215,20150810
300148.SZ,6245,20150811,null
300149.SZ,6230,20101222,20180613
300149.SZ,6235,20180614,null
300150.SZ,6245,20060123,null
300151.SZ,6220,20101222,null
300152.SZ,6220,20101229,20120219
300152.SZ,6220,20120220,20150817
300152.SZ,6220,20150818,null
300153.SZ,6220,20101229,null
300154.SZ,6220,20101229,null
300155.SZ,6245,20110107,null
300156.SZ,6220,20110107,null
300157.SZ,6210,20110107,null
300158.SZ,6235,20110107,null
300159.SZ,6220,20110107,20170327
300159.SZ,6220,20170328,null
300160.SZ,6225,20110113,null
300161.SZ,6220,20110113,null
300162.SZ,6245,20110113,null
300163.SZ,6215,20110113,null
300164.SZ,6210,20110113,null
300165.SZ,6245,20110125,null
300166.SZ,6245,20110125,null
300167.SZ,6245,20110125,null
300168.SZ,6245,20110125,null
300169.SZ,6215,20110125,null
300170.SZ,6245,20110201,null
300171.SZ,6220,20110201,null
300172.SZ,6220,20110201,null
300173.SZ,6220,20110201,null
300174.SZ,6215,20110201,null
300175.SZ,6230,20110215,null
300176.SZ,6225,20110215,null
300177.SZ,6220,20110215,null
300178.SZ,6225,20110215,null
300179.SZ,6215,20110215,null
300180.SZ,6215,20110222,null
300181.SZ,6235,20110222,null
300182.SZ,6245,20110222,null
300183.SZ,6245,20110222,null
300184.SZ,6245,20110222,null
300185.SZ,6220,20110308,null
300186.SZ,6235,20110308,20151102
300187.SZ,6220,20110308,null
300188.SZ,6245,20110316,null
300189.SZ,6230,20110316,null
300190.SZ,6220,20110316,null
300191.SZ,6210,20110316,null
300192.SZ,6215,20110322,20210413
300192.SZ,6225,20210414,null
300193.SZ,6220,20110322,null
300194.SZ,6235,20110322,null
300195.SZ,6220,20110329,null
300196.SZ,6215,20110329,null
300197.SZ,6220,20110329,null
300198.SZ,6220,20110407,null
300199.SZ,6235,20110407,null
300200.SZ,6215,20110407,null
300201.SZ,6220,20110407,null
300202.SZ,6245,20110415,null
300203.SZ,6245,20110415,null
300204.SZ,6235,20110415,null
300205.SZ,6245,20110421,null
300206.SZ,6235,20110421,null
300207.SZ,6220,20110421,null
300208.SZ,6220,20110426,20190424
300208.SZ,6220,20190425,null
300209.SZ,6245,20110426,null
300210.SZ,6220,20110426,null
300211.SZ,6245,20110505,null
300212.SZ,6245,20110505,null
300213.SZ,6245,20110505,null
300214.SZ,6215,20110511,null
300215.SZ,6220,20110511,null
300216.SZ,6220,20110511,null
300217.SZ,6225,20110518,null
300218.SZ,6215,20110518,null
300219.SZ,6245,20110518,null
300220.SZ,6245,20110525,null
300221.SZ,6215,20110525,null
300222.SZ,6220,20110525,20170329
300222.SZ,6220,20170330,null
300223.SZ,6245,20110531,null
300224.SZ,6215,20110531,null
300225.SZ,6215,20110531,null
300226.SZ,6245,20110608,null
300227.SZ,6245,20110608,null
300228.SZ,6220,20110608,null
300229.SZ,6245,20110615,null
300230.SZ,6220,20110615,null
300231.SZ,6245,20110615,null
300232.SZ,6245,20110622,null
300233.SZ,6235,20110622,null
300234.SZ,6215,20110622,20120409
300234.SZ,6220,20120410,null
300235.SZ,6245,20110629,null
300236.SZ,6215,20110629,null
300237.SZ,6225,20110629,20160324
300237.SZ,6220,20160325,null
300238.SZ,6235,20110706,null
300239.SZ,6235,20110706,null
300240.SZ,6220,20110706,null
300241.SZ,6245,20110712,null
300242.SZ,6220,20110712,20150105
300242.SZ,6225,20150106,null
300243.SZ,6215,20110712,null
300244.SZ,6235,20110719,null
300245.SZ,6245,20110719,null
300246.SZ,6235,20110719,null
300247.SZ,6225,20110729,null
300248.SZ,6245,20110729,null
300249.SZ,6220,20110803,20150323
300249.SZ,6220,20150324,null
300250.SZ,6245,20110803,null
300251.SZ,6225,20110803,null
300252.SZ,6220,20110818,20150330
300252.SZ,6245,20150331,null
300253.SZ,6245,20110818,null
300254.SZ,6235,20110819,null
300255.SZ,6235,20110819,20120528
300255.SZ,6235,20120529,null
300256.SZ,6245,20110819,null
300257.SZ,6220,20110819,null
300258.SZ,6225,20110826,null
300259.SZ,6220,20110831,null
300260.SZ,6220,20110906,null
300261.SZ,6215,20110906,null
300262.SZ,6220,20110916,null
300263.SZ,6220,20110916,null
300264.SZ,6245,20110916,null
300265.SZ,6220,20110916,null
300266.SZ,6220,20110927,20150126
300266.SZ,6220,20150127,null
300267.SZ,6235,20110927,null
300268.SZ,6230,20110927,null
300269.SZ,6245,20111012,20150315
300269.SZ,6225,20150316,null
300270.SZ,6245,20111012,null
300271.SZ,6245,20111026,null
300272.SZ,6225,20111102,20150323
300272.SZ,6225,20150324,null
300273.SZ,6235,20111026,null
300274.SZ,6220,20111102,null
300275.SZ,6245,20111102,null
300276.SZ,6220,20111115,null
300277.SZ,6245,20111123,null
300278.SZ,6220,20111216,null
300279.SZ,6245,20111229,null
300280.SZ,6220,20111229,20180730
300280.SZ,6225,20180731,null
300281.SZ,6220,20111229,null
300282.SZ,6245,20111229,20180522
300282.SZ,6225,20180523,null
300283.SZ,6220,20120110,null
300284.SZ,6220,20120110,null
300285.SZ,6215,20120113,null
300286.SZ,6220,20120113,null
300287.SZ,6245,20120201,null
300288.SZ,6245,20120216,null
300289.SZ,6235,20120216,null
300290.SZ,6245,20120216,null
