Date,Energy,Materials,Capital Goods,Commercial & Professional Services,Transportation,Automobiles & Components,Consumer Durables & Apparel,Consumer Services,Media,Retailing,Food & Staples Retailing,"Food, Beverage & Tobacco",Household & Personal Products,Health Care Equipment & Services,"Pharmaceuticals, Biotechnology & Life Sciences",Banks,Diversified Financials,Insurance,Real Estate,Software & Services,Technology Hardware & Equipment,Semiconductors & Semiconductor Equipment,Communication Services,Utilities
2000-04-03,1450.6584,1334.9933,1400.2723,2008.3654,1283.0132,1293.2301,1331.6353,1673.4393,1704.6654,1511.5863,1566.0481,1376.8295,1229.8168,1410.3702,1301.8201,1039.3033,1428.886,1000.0,1465.1221,1438.8039999999999,1396.1495,1187.619,2002.755,1314.1241
2000-07-03,1553.0824948015681,1470.181619444292,1450.6126446651924,1659.6543258832664,1440.6265652670525,1449.9214720643124,1372.9670090659436,1728.3317762282961,1397.3591403830665,1515.2600610385982,1639.6879870653331,1464.4218477702912,1287.648233739038,1479.2963076017172,1489.2488719521373,996.8243171396766,1333.1316655507005,1003.4445425088788,1499.9385666634844,1461.158244740235,1419.5211162044634,1168.6015801048693,2073.9239969911546,1588.1120413693734
2000-10-09,1622.2532548435236,1497.9732349592334,1462.8393993800696,1660.7576794838126,1365.160055745202,1444.344051137657,1377.7968066834705,1718.865140100912,1327.9656488402895,1529.877185625126,1540.8710406197815,1476.0702235424567,1480.651242960309,1641.8917873117339,1428.237912570535,919.6018838110492,1489.472121073117,986.0136499897272,1415.3176827078946,1484.6299066393824,1404.0294040373524,1122.5410440219048,1474.000186485668,1512.9186382575876
2001-01-02,1714.5582323579035,1652.9508162057393,1566.7890098284247,1705.2559713044084,1460.5357753559492,1624.4916756202897,1450.228908747352,1852.3616038591156,1441.8185571129702,1641.5561147745084,1671.6597407936888,1598.7500242845636,1532.5929041280422,1778.5761749512876,1635.5981481461426,883.5151669268479,1534.5058112674924,975.7241211171986,1528.1544326734922,1554.4840553646036,1495.9158247048952,1264.7615115019767,1702.1720000747932,1627.0976396029696
2001-04-02,1758.5903895834479,1705.1750357191172,1545.5324167395243,1659.9558286642239,1473.6313777004207,1724.1825427002232,1462.4080736725828,1810.5898341276131,1386.289631411916,1636.659537176726,1635.8606575283131,1585.229173772298,1617.7178978915517,1692.9868536342856,1594.8118897324132,976.5049360372967,1465.8935479680551,984.5694459118159,1506.5709361689571,1393.6946766715632,1382.4749170937305,1151.8018153791093,1570.145569860929,1654.852116027451
2001-07-02,1843.2521218382512,1788.4752705364779,1633.1989777751514,1656.2563969093005,1540.1577259601413,1820.7970126199998,1525.1180971378512,1964.0975922568334,1425.8368150387817,1784.5255112632,1682.1818067967033,1638.0935173958455,1742.4191699293992,1776.7995177056378,1648.029938567074,940.6455147328094,1474.3500414366495,995.5535799964263,1546.5043800326184,1368.97955542089,1366.5672295412003,1126.7016361929595,1546.2452374357454,1694.7377285476184
2001-10-08,1439.7393226710872,1355.5539001255281,1218.5928131756386,1339.2700978045732,1214.4979444309254,1471.9143633421,1188.9273778900026,1503.9018105662553,1137.9006768107395,1400.4130223390925,1280.0724185805698,1198.0443206738685,1365.2240461108365,1374.1832129325562,1265.3428773335233,770.657575703636,1259.0364793171505,987.3339308272641,1201.7422811783888,1023.06929765284,1043.425556238278,857.2035162110169,1319.9640663213563,1333.0553243769812
2002-01-04,1293.738012262629,1251.720074811043,1107.038276815612,1137.720167218755,1157.424154242922,1397.2279882534192,1126.0910489187286,1365.5161280866737,1023.0900484722747,1257.4383994124369,1216.6008932879763,1097.0090762892173,1304.9916146187309,1275.257740029066,1167.850365222316,754.2707864767984,1166.745606344947,981.4844326308372,1097.8059435000705,891.2644206145454,955.0329364292198,783.570746798797,1205.4768468769817,1278.5285369008084
2002-04-01,1362.6998445734396,1268.6468681387191,1136.8931469102463,1098.2658937833978,1200.453090313706,1420.2133689388781,1114.7311312259635,1422.380028116886,953.0912762210211,1270.7093112887044,1320.008265796492,1104.7851632157378,1273.825052309695,1284.619267189225,1181.8345190249597,726.4802853949986,1038.5955550746594,994.4277483053528,1145.8272846865714,886.347572938587,936.2519350595427,778.794941492297,1070.347831963599,1310.843520225335
2002-07-01,1459.0299797311116,1359.5531776569308,1195.4637028063698,1297.5947510848998,1331.7488477044292,1558.334138934523,1195.568733071155,1497.8311890690534,984.1025835673048,1352.7242041371053,1390.3037720571338,1139.611075753365,1380.6676716037014,1372.9981550192763,1246.63661462324,875.0528797663532,1172.010956288558,1003.154391454367,1239.8782631725726,883.8066056170624,1006.9504279870694,856.2899803440299,1109.0932131719794,1405.2787604973253
