Date,Energy,Materials,Capital Goods,Commercial & Professional Services,Transportation,Automobiles & Components,Consumer Durables & Apparel,Consumer Services,Media,Retailing,Food & Staples Retailing,"Food, Beverage & Tobacco",Household & Personal Products,Health Care Equipment & Services,"Pharmaceuticals, Biotechnology & Life Sciences",Banks,Diversified Financials,Insurance,Real Estate,Software & Services,Technology Hardware & Equipment,Semiconductors & Semiconductor Equipment,Communication Services,Utilities
2004-01-02,1320.7467989671218,1042.0857833661692,773.8784069374063,622.1468722610928,1126.7387479560484,1469.913030522276,716.0346748639458,853.9184974183028,709.1205968260625,806.3837577886316,772.4815323156797,677.3813822346851,753.8333699992837,782.1711246415382,825.8080432550441,675.7994285602759,953.6382850289732,950.629325829962,697.7861713404703,519.7358887573085,657.2938530360576,487.34525728508953,1408.2379471737645,1261.8135874194004
2004-04-01,1492.6014829265835,1238.3405983378934,964.3807234210501,850.6805124721212,1293.6325536873894,1639.2007834559658,846.367850002956,1082.4618882890022,890.4756890217977,973.1352267195135,973.9779189004736,840.1746535607853,898.5957207960784,1008.9057364482827,1003.3863184695177,739.836697311572,1140.882134861169,947.483900337292,862.9988454087963,638.5418991350826,859.9305135459441,705.9954572130653,1597.763040532973,1394.9065214758373
2004-07-01,1251.4454305229408,981.4173863772003,768.3258626300511,532.4307997297914,1093.9698750547032,1177.3476887080315,705.5565288710887,821.8560978266462,672.1545157766794,753.9970329189977,782.8198237946289,651.4060868612733,688.3856988786853,799.7491949016079,786.9829950915034,621.7212791760597,882.6753196199894,946.2536277411001,631.6514374720482,514.5775486591117,678.607663275631,564.7798993745624,1218.0021510688491,1171.9907576706637
2004-10-08,1325.9490454129113,1003.9304985490892,740.7691721433107,466.4436229804135,1145.7657606360308,1087.6611052930484,636.2581655148434,858.5570541085809,713.0170440651822,741.9240426284451,763.0870143277612,663.0142042786683,646.3158782363093,749.8679218534836,764.6644036132611,601.0782769727299,823.9152150054792,938.7867956864654,594.2090395001178,482.98284113958795,637.1897584654859,528.5216055649902,1175.3575156160366,1101.1336064443115
2005-01-04,1131.0371113857698,829.4878197565365,628.292350800477,394.1088586106661,1082.4413817572638,806.3773163819474,508.6914354892583,758.7836697410426,698.9069381182576,633.5263749291536,651.5647486000751,559.9795906576915,584.3458804953162,676.2387217817594,654.9639906975511,485.06996007024105,672.3654023712241,925.2241725068013,505.28523268815434,431.42685038455545,575.219950540628,430.39670579088636,1048.1602811888733,940.630013594228
2005-04-01,1114.0345983041993,820.8418289775573,596.9226876643517,396.4749839735623,1101.803868642942,797.8401968533511,474.3083302044108,767.0769654322869,655.3207106177082,595.4459192711585,639.9703357930387,559.6401691673207,578.2716420145975,631.6193694517942,635.3021101016278,479.0659562919489,561.6633582366151,931.8298955851327,488.1435407940781,389.2938634584068,520.4191693131736,415.6172859695989,971.4727348330111,880.6882754257339
2005-07-01,882.0815328188233,680.4384040190837,492.2611141958638,307.2372466603972,979.8135770906883,683.2535996297089,395.14863657644014,633.8747210750703,519.9904729756969,553.8563576955356,590.6394300636405,489.8054081354522,479.9169713532021,562.8888792867853,542.4976501188925,483.12184272190404,506.3597754515426,934.0380533638235,410.35981134583545,305.5365501728324,397.25385640006107,356.8591390910144,920.8828746126367,797.0926631128065
2005-10-10,979.7237330064467,739.344216759599,557.3658140036558,334.7344889744039,997.718390130336,754.9760543475477,421.3354197824386,704.2575032404326,604.587617415057,620.9422915796237,715.702659263561,546.0263949337306,542.8810559243576,586.2774596839384,597.4720590455288,522.2228628468424,622.4160003652481,926.0118589630454,455.04287945894356,351.14800987994425,414.7195647960327,407.4864310694627,897.9467278015836,881.9281379350452
2006-01-04,1039.8340195538829,739.1658398757893,560.5463052047405,354.8681383752937,942.8175844057747,725.4457520788017,425.16384493381497,749.5908884325116,653.8901699840771,601.8389181833537,704.5780462628468,535.9730526481056,561.1873080658228,549.7215726801073,576.9256510067545,580.9697722117899,630.4747038159466,912.3230353950917,485.75276027809457,352.3230073659483,423.7323997727895,431.8670188709255,993.2414357871558,828.0240778088831
2006-04-03,1144.0645425563953,896.3420787432002,644.9829909044756,484.35902365808,975.8501518394287,833.0435899514135,462.4414766168292,865.5609919937699,771.1674240206272,735.663844834119,900.4288750686969,676.6498563235784,650.6203578692374,561.0680681413097,639.3159481525237,702.2343204183817,916.325775708872,916.6282630356739,638.6415847394084,403.36555190087455,455.2861417137249,461.36347876047773,942.1002625115196,834.5248121273256
