date,CSI 300,Small Cap,CSI 300 Chg,Small Cap Chg,AR
2013-12-31,65.9088659012285,104.30561809999988,1.3294,-0.1513,147.28050000000002
2014-01-02,65.68115794446189,105.38634839999999,-0.3455,1.0361,148.6621
2014-01-03,64.7986128200994,105.01128419999989,-1.3437,-0.3559,149.6499
2014-01-06,63.3237441411167,102.2506544,-2.2761,-2.6289,149.2971
2014-01-07,63.305640651386184,103.05727219999999,-0.0286,0.7889,150.1146
2014-01-08,63.41624165895854,103.61781819999985,0.1747,0.5439,150.4838
2014-01-09,62.85927648271823,101.89515679999985,-0.8783,-1.6625,149.6996
2014-01-10,62.36793645675104,100.2456637999999,-0.7817,-1.6188,148.8625
2014-01-13,62.051973987548195,100.12915189999984,-0.5066,-0.1162,149.2529
2014-01-14,62.59423007838245,102.1376405,0.8739,2.0059,150.38490000000002
2014-01-15,62.48362907081011,102.965663,-0.1767,0.8107,151.3723
2014-01-16,62.56566050865149,103.02118689999993,0.1313,0.0539,151.2949
2014-01-17,61.62229897347555,102.1977983999999,-1.5078,-0.7992,152.0035
2014-01-20,61.268715189676485,101.62651609999973,-0.5738,-0.559,152.0183
2014-01-21,61.87461636159457,103.19125549999984,0.9889,1.5397,152.5691
2014-01-22,63.469703527068965,105.25330629999985,2.5779,1.9983,151.98950000000002
2014-01-23,63.1328088978652,105.91723749999993,-0.5308,0.6308,153.1511
2014-01-24,63.52288252815234,107.19986989999997,0.6179,1.211,153.7442
2014-01-27,62.6810702556835,106.94582619999986,-1.3252,-0.237,154.8324
2014-01-28,62.79251986433698,106.69484199999977,0.1778,-0.2347,154.4199
2014-01-29,63.01655054975207,107.75425309999991,0.3568,0.9929,155.056
2014-01-30,62.30004837026162,107.11765779999986,-1.137,-0.5908,155.6022
2014-02-07,62.583763998382004,109.11685039999979,0.4554,1.8664,157.0132
2014-02-10,64.14094698223313,111.89886639999995,2.4882,2.5496,157.0746
2014-02-11,64.6509562319849,112.27062980000004,0.7951,0.3322,156.6117
2014-02-12,64.81190757037024,113.85098579999983,0.249,1.4076,157.77030000000002
2014-02-13,64.48095314873432,111.88429660000006,-0.5106,-1.7274,156.5535
2014-02-14,64.9341061260512,113.9688241999999,0.7028,1.8631,157.7138
2014-02-17,65.38895630553033,116.25293830000007,0.7005,2.0042,159.0175
2014-02-18,64.56270171954866,116.37442039999983,-1.2636,0.1045,160.3856
2014-02-19,65.3043790644456,116.41160259999998,1.1488,0.032,159.2688
2014-02-20,64.70413523306829,114.64961469999993,-0.9191,-1.5136,158.67430000000002
2014-02-21,64.0492980654724,114.36591759999995,-1.012,-0.2474,159.4389
2014-02-24,62.641186004870974,114.90453439999978,-2.1985,0.471,162.10840000000002
2014-02-25,61.04015863182875,110.49062970000006,-2.5559,-3.8414,160.8229
2014-02-26,61.19573549670035,111.24981189999981,0.2549,0.6871,161.2551
2014-02-27,60.93266916155385,109.87850339999967,-0.4299,-1.2326,160.4524
